 "tick, patch-x, patch-y, monitor_type, monitor_code, no2"
1442, 46, 66, Roadside, EI1, 46
1442, 54, 68, Roadside, BT8, 85
1442, 118, 81, Roadside, HV3, 55
1442, 47, 73, Roadside, BT4, 175
1442, 123, 67, Roadside, HV1, 58
1442, 70, 75, Roadside, IS2, 69
1442, 49, 70, Roadside, BT6, 100
1442, 48, 43, Roadside, KT6, 119
1442, 105, 58, Roadside, GN3, 181
1442, 87, 52, Roadside, LW4, 70
1442, 67, 64, Roadside, WMB, 73
1442, 94, 81, Roadside, RB4, 102
1442, 101, 59, Roadside, GN0, 144
1443, 118, 81, Roadside, HV3, 25
1443, 46, 66, Roadside, EI1, 73
1443, 47, 73, Roadside, BT4, 137
1443, 123, 67, Roadside, HV1, 80
1443, 67, 64, Roadside, WMB, 107
1443, 70, 75, Roadside, IS2, 76
1443, 54, 68, Roadside, BT8, 118
1443, 104, 50, Roadside, GB6, 138
1443, 49, 70, Roadside, BT6, 137
1443, 87, 52, Roadside, LW4, 101
1443, 105, 58, Roadside, GN3, 89
1443, 65, 64, Kerbside, WM6, 43
1443, 101, 59, Roadside, GN0, 48
1443, 94, 81, Roadside, RB4, 78
1443, 48, 43, Roadside, KT6, 77
1444, 46, 66, Roadside, EI1, 61
1444, 94, 81, Roadside, RB4, 115
1444, 54, 68, Roadside, BT8, 78
1444, 101, 59, Roadside, GN0, 37
1444, 49, 70, Roadside, BT6, 135
1444, 70, 75, Roadside, IS2, 36
1444, 67, 64, Roadside, WMB, 85
1444, 65, 64, Kerbside, WM6, 65
1444, 118, 81, Roadside, HV3, 49
1444, 87, 52, Roadside, LW4, 77
1444, 123, 67, Roadside, HV1, 61
1444, 105, 58, Roadside, GN3, 109
1444, 48, 43, Roadside, KT6, 90
1444, 47, 73, Roadside, BT4, 190
1444, 104, 50, Roadside, GB6, 53
1445, 118, 81, Roadside, HV3, 85
1445, 123, 67, Roadside, HV1, 120
1445, 49, 70, Roadside, BT6, 118
1445, 101, 59, Roadside, GN0, 31
1445, 46, 66, Roadside, EI1, 117
1445, 104, 50, Roadside, GB6, 72
1445, 105, 58, Roadside, GN3, 75
1445, 65, 64, Kerbside, WM6, 40
1445, 70, 75, Roadside, IS2, 38
1445, 54, 68, Roadside, BT8, 73
1445, 94, 81, Roadside, RB4, 10
1445, 48, 43, Roadside, KT6, 26
1445, 67, 64, Roadside, WMB, 91
1445, 87, 52, Roadside, LW4, 59
1445, 47, 73, Roadside, BT4, 130
1446, 47, 73, Roadside, BT4, 106
1446, 46, 66, Roadside, EI1, 97
1446, 48, 43, Roadside, KT6, 49
1446, 70, 75, Roadside, IS2, 28
1446, 105, 58, Roadside, GN3, 104
1446, 87, 52, Roadside, LW4, 65
1446, 123, 67, Roadside, HV1, 12
1446, 54, 68, Roadside, BT8, 67
1446, 49, 70, Roadside, BT6, 104
1446, 67, 64, Roadside, WMB, 115
1446, 104, 50, Roadside, GB6, 27
1446, 65, 64, Kerbside, WM6, 67
1446, 101, 59, Roadside, GN0, 68
1446, 118, 81, Roadside, HV3, 91
1446, 94, 81, Roadside, RB4, 23
1447, 87, 52, Roadside, LW4, 89
1447, 123, 67, Roadside, HV1, 21
1447, 67, 64, Roadside, WMB, 147
1447, 46, 66, Roadside, EI1, 81
1447, 70, 75, Roadside, IS2, 56
1447, 65, 64, Kerbside, WM6, 91
1447, 49, 70, Roadside, BT6, 62
1447, 101, 59, Roadside, GN0, 57
1447, 54, 68, Roadside, BT8, 104
1447, 94, 81, Roadside, RB4, 59
1447, 105, 58, Roadside, GN3, 64
1447, 118, 81, Roadside, HV3, 72
1447, 47, 73, Roadside, BT4, 158
1447, 104, 50, Roadside, GB6, 54
1447, 48, 43, Roadside, KT6, 53
1448, 105, 58, Roadside, GN3, 71
1448, 123, 67, Roadside, HV1, 41
1448, 47, 73, Roadside, BT4, 138
1448, 67, 64, Roadside, WMB, 94
1448, 65, 64, Kerbside, WM6, 209
1448, 101, 59, Roadside, GN0, 57
1448, 48, 43, Roadside, KT6, 49
1448, 54, 68, Roadside, BT8, 86
1448, 70, 75, Roadside, IS2, 30
1448, 104, 50, Roadside, GB6, 45
1448, 94, 81, Roadside, RB4, 34
1448, 46, 66, Roadside, EI1, 102
1448, 87, 52, Roadside, LW4, 103
1448, 49, 70, Roadside, BT6, 74
1448, 118, 81, Roadside, HV3, 82
1449, 70, 75, Roadside, IS2, 58
1449, 67, 64, Roadside, WMB, 123
1449, 54, 68, Roadside, BT8, 96
1449, 105, 58, Roadside, GN3, 39
1449, 47, 73, Roadside, BT4, 135
1449, 46, 66, Roadside, EI1, 131
1449, 104, 50, Roadside, GB6, 71
1449, 65, 64, Kerbside, WM6, 113
1449, 48, 43, Roadside, KT6, 24
1449, 101, 59, Roadside, GN0, 28
1449, 123, 67, Roadside, HV1, 42
1449, 118, 81, Roadside, HV3, 97
1449, 94, 81, Roadside, RB4, 41
1449, 49, 70, Roadside, BT6, 73
1449, 87, 52, Roadside, LW4, 125
1450, 48, 43, Roadside, KT6, 36
1450, 49, 70, Roadside, BT6, 100
1450, 65, 64, Kerbside, WM6, 166
1450, 67, 64, Roadside, WMB, 111
1450, 123, 67, Roadside, HV1, 22
1450, 70, 75, Roadside, IS2, 49
1450, 101, 59, Roadside, GN0, 66
1450, 94, 81, Roadside, RB4, 48
1450, 46, 66, Roadside, EI1, 161
1450, 87, 52, Roadside, LW4, 76
1450, 105, 58, Roadside, GN3, 47
1450, 104, 50, Roadside, GB6, 18
1450, 47, 73, Roadside, BT4, 123
1450, 54, 68, Roadside, BT8, 62
1450, 118, 81, Roadside, HV3, 27
1451, 101, 59, Roadside, GN0, 46
1451, 104, 50, Roadside, GB6, 24
1451, 87, 52, Roadside, LW4, 138
1451, 70, 75, Roadside, IS2, 78
1451, 47, 73, Roadside, BT4, 203
1451, 67, 64, Roadside, WMB, 217
1451, 48, 43, Roadside, KT6, 60
1451, 54, 68, Roadside, BT8, 79
1451, 46, 66, Roadside, EI1, 82
1451, 105, 58, Roadside, GN3, 18
1451, 49, 70, Roadside, BT6, 40
1451, 123, 67, Roadside, HV1, 39
1451, 118, 81, Roadside, HV3, 47
1451, 94, 81, Roadside, RB4, 78
1451, 65, 64, Kerbside, WM6, 101
1452, 65, 64, Kerbside, WM6, 142
1452, 49, 70, Roadside, BT6, 44
1452, 47, 73, Roadside, BT4, 261
1452, 46, 66, Roadside, EI1, 100
1452, 94, 81, Roadside, RB4, 73
1452, 54, 68, Roadside, BT8, 87
1452, 104, 50, Roadside, GB6, 43
1452, 118, 81, Roadside, HV3, 126
1452, 105, 58, Roadside, GN3, 40
1452, 123, 67, Roadside, HV1, 47
1452, 101, 59, Roadside, GN0, 64
1452, 87, 52, Roadside, LW4, 126
1452, 67, 64, Roadside, WMB, 80
1452, 48, 43, Roadside, KT6, 66
1452, 70, 75, Roadside, IS2, 82
1453, 105, 58, Roadside, GN3, 24
1453, 104, 50, Roadside, GB6, 49
1453, 123, 67, Roadside, HV1, 76
1453, 49, 70, Roadside, BT6, 23
1453, 70, 75, Roadside, IS2, 119
1453, 54, 68, Roadside, BT8, 93
1453, 48, 43, Roadside, KT6, 69
1453, 65, 64, Kerbside, WM6, 113
1453, 101, 59, Roadside, GN0, 122
1453, 118, 81, Roadside, HV3, 117
1453, 67, 64, Roadside, WMB, 85
1453, 94, 81, Roadside, RB4, 103
1453, 46, 66, Roadside, EI1, 78
1453, 87, 52, Roadside, LW4, 111
1453, 47, 73, Roadside, BT4, 132
1454, 54, 68, Roadside, BT8, 91
1454, 104, 50, Roadside, GB6, 82
1454, 46, 66, Roadside, EI1, 77
1454, 101, 59, Roadside, GN0, 52
1454, 65, 64, Kerbside, WM6, 154
1454, 67, 64, Roadside, WMB, 57
1454, 70, 75, Roadside, IS2, 106
1454, 49, 70, Roadside, BT6, 35
1454, 48, 43, Roadside, KT6, 136
1454, 87, 52, Roadside, LW4, 122
1454, 94, 81, Roadside, RB4, 101
1454, 47, 73, Roadside, BT4, 167
1454, 118, 81, Roadside, HV3, 72
1454, 105, 58, Roadside, GN3, 33
1454, 123, 67, Roadside, HV1, 53
1455, 87, 52, Roadside, LW4, 150
1455, 46, 66, Roadside, EI1, 52
1455, 118, 81, Roadside, HV3, 48
1455, 47, 73, Roadside, BT4, 124
1455, 70, 75, Roadside, IS2, 111
1455, 48, 43, Roadside, KT6, 40
1455, 123, 67, Roadside, HV1, 55
1455, 105, 58, Roadside, GN3, 43
1455, 94, 81, Roadside, RB4, 44
1455, 65, 64, Kerbside, WM6, 86
1455, 49, 70, Roadside, BT6, 25
1455, 54, 68, Roadside, BT8, 110
1455, 67, 64, Roadside, WMB, 75
1455, 101, 59, Roadside, GN0, 104
1455, 104, 50, Roadside, GB6, 126
1456, 94, 81, Roadside, RB4, 69
1456, 70, 75, Roadside, IS2, 107
1456, 67, 64, Roadside, WMB, 102
1456, 65, 64, Kerbside, WM6, 114
1456, 49, 70, Roadside, BT6, 46
1456, 47, 73, Roadside, BT4, 121
1456, 104, 50, Roadside, GB6, 68
1456, 46, 66, Roadside, EI1, 100
1456, 123, 67, Roadside, HV1, 37
1456, 54, 68, Roadside, BT8, 72
1456, 105, 58, Roadside, GN3, 54
1456, 101, 59, Roadside, GN0, 105
1456, 48, 43, Roadside, KT6, 71
1456, 87, 52, Roadside, LW4, 104
1456, 118, 81, Roadside, HV3, 46
1457, 65, 64, Kerbside, WM6, 100
1457, 70, 75, Roadside, IS2, 133
1457, 48, 43, Roadside, KT6, 92
1457, 105, 58, Roadside, GN3, 116
1457, 54, 68, Roadside, BT8, 96
1457, 67, 64, Roadside, WMB, 133
1457, 87, 52, Roadside, LW4, 99
1457, 118, 81, Roadside, HV3, 56
1457, 104, 50, Roadside, GB6, 126
1457, 101, 59, Roadside, GN0, 119
1457, 46, 66, Roadside, EI1, 39
1457, 94, 81, Roadside, RB4, 142
1457, 123, 67, Roadside, HV1, 74
1457, 49, 70, Roadside, BT6, 59
1457, 47, 73, Roadside, BT4, 127
1458, 46, 66, Roadside, EI1, 47
1458, 70, 75, Roadside, IS2, 98
1458, 48, 43, Roadside, KT6, 82
1458, 47, 73, Roadside, BT4, 97
1458, 104, 50, Roadside, GB6, 89
1458, 87, 52, Roadside, LW4, 112
1458, 94, 81, Roadside, RB4, 135
1458, 65, 64, Kerbside, WM6, 67
1458, 105, 58, Roadside, GN3, 149
1458, 101, 59, Roadside, GN0, 104
1458, 123, 67, Roadside, HV1, 146
1458, 49, 70, Roadside, BT6, 63
1458, 118, 81, Roadside, HV3, 49
1458, 67, 64, Roadside, WMB, 94
1458, 54, 68, Roadside, BT8, 128
1459, 49, 70, Roadside, BT6, 93
1459, 87, 52, Roadside, LW4, 121
1459, 46, 66, Roadside, EI1, 39
1459, 94, 81, Roadside, RB4, 70
1459, 101, 59, Roadside, GN0, 124
1459, 104, 50, Roadside, GB6, 124
1459, 48, 43, Roadside, KT6, 63
1459, 70, 75, Roadside, IS2, 110
1459, 105, 58, Roadside, GN3, 102
1459, 47, 73, Roadside, BT4, 128
1459, 118, 81, Roadside, HV3, 53
1459, 67, 64, Roadside, WMB, 157
1459, 54, 68, Roadside, BT8, 122
1459, 123, 67, Roadside, HV1, 154
1459, 65, 64, Kerbside, WM6, 75
1460, 65, 64, Kerbside, WM6, 99
1460, 54, 68, Roadside, BT8, 125
1460, 94, 81, Roadside, RB4, 60
1460, 101, 59, Roadside, GN0, 78
1460, 123, 67, Roadside, HV1, 81
1460, 70, 75, Roadside, IS2, 55
1460, 118, 81, Roadside, HV3, 25
1460, 47, 73, Roadside, BT4, 97
1460, 67, 64, Roadside, WMB, 105
1460, 87, 52, Roadside, LW4, 66
1460, 46, 66, Roadside, EI1, 77
1460, 104, 50, Roadside, GB6, 105
1460, 105, 58, Roadside, GN3, 119
1460, 48, 43, Roadside, KT6, 67
1460, 49, 70, Roadside, BT6, 110
1461, 70, 75, Roadside, IS2, 98
1461, 118, 81, Roadside, HV3, 45
1461, 54, 68, Roadside, BT8, 108
1461, 46, 66, Roadside, EI1, 48
1461, 104, 50, Roadside, GB6, 167
1461, 94, 81, Roadside, RB4, 42
1461, 101, 59, Roadside, GN0, 73
1461, 105, 58, Roadside, GN3, 124
1461, 67, 64, Roadside, WMB, 180
1461, 123, 67, Roadside, HV1, 65
1461, 47, 73, Roadside, BT4, 104
1461, 65, 64, Kerbside, WM6, 21
1461, 87, 52, Roadside, LW4, 100
1461, 49, 70, Roadside, BT6, 109
1461, 48, 43, Roadside, KT6, 50
1462, 94, 81, Roadside, RB4, 84
1462, 67, 64, Roadside, WMB, 127
1462, 104, 50, Roadside, GB6, 67
1462, 101, 59, Roadside, GN0, 66
1462, 123, 67, Roadside, HV1, 58
1462, 105, 58, Roadside, GN3, 142
1462, 48, 43, Roadside, KT6, 78
1462, 118, 81, Roadside, HV3, 21
1462, 65, 64, Kerbside, WM6, 58
1462, 87, 52, Roadside, LW4, 43
1462, 70, 75, Roadside, IS2, 75
1462, 46, 66, Roadside, EI1, 77
1462, 49, 70, Roadside, BT6, 96
1462, 54, 68, Roadside, BT8, 83
1462, 47, 73, Roadside, BT4, 98
1463, 87, 52, Roadside, LW4, 54
1463, 118, 81, Roadside, HV3, 34
1463, 54, 68, Roadside, BT8, 96
1463, 65, 64, Kerbside, WM6, 21
1463, 105, 58, Roadside, GN3, 102
1463, 67, 64, Roadside, WMB, 154
1463, 101, 59, Roadside, GN0, 65
1463, 94, 81, Roadside, RB4, 44
1463, 104, 50, Roadside, GB6, 82
1463, 47, 73, Roadside, BT4, 107
1463, 49, 70, Roadside, BT6, 79
1463, 48, 43, Roadside, KT6, 57
1463, 46, 66, Roadside, EI1, 72
1463, 70, 75, Roadside, IS2, 111
1463, 123, 67, Roadside, HV1, 104
1464, 123, 67, Roadside, HV1, 36
1464, 105, 58, Roadside, GN3, 114
1464, 49, 70, Roadside, BT6, 121
1464, 104, 50, Roadside, GB6, 69
1464, 94, 81, Roadside, RB4, 57
1464, 67, 64, Roadside, WMB, 69
1464, 48, 43, Roadside, KT6, 82
1464, 65, 64, Kerbside, WM6, 55
1464, 70, 75, Roadside, IS2, 99
1464, 118, 81, Roadside, HV3, 23
1464, 101, 59, Roadside, GN0, 45
1464, 46, 66, Roadside, EI1, 82
1464, 54, 68, Roadside, BT8, 87
1464, 47, 73, Roadside, BT4, 97
1464, 87, 52, Roadside, LW4, 44
1465, 101, 59, Roadside, GN0, 65
1465, 54, 68, Roadside, BT8, 131
1465, 48, 43, Roadside, KT6, 37
1465, 123, 67, Roadside, HV1, 50
1465, 104, 50, Roadside, GB6, 136
1465, 67, 64, Roadside, WMB, 113
1465, 49, 70, Roadside, BT6, 77
1465, 118, 81, Roadside, HV3, 33
1465, 105, 58, Roadside, GN3, 48
1465, 46, 66, Roadside, EI1, 98
1465, 70, 75, Roadside, IS2, 135
1465, 47, 73, Roadside, BT4, 104
1465, 65, 64, Kerbside, WM6, 53
1465, 87, 52, Roadside, LW4, 107
1465, 94, 81, Roadside, RB4, 27
1466, 46, 66, Roadside, EI1, 145
1466, 65, 64, Kerbside, WM6, 67
1466, 94, 81, Roadside, RB4, 38
1466, 118, 81, Roadside, HV3, 48
1466, 105, 58, Roadside, GN3, 78
1466, 48, 43, Roadside, KT6, 58
1466, 70, 75, Roadside, IS2, 82
1466, 123, 67, Roadside, HV1, 25
1466, 49, 70, Roadside, BT6, 99
1466, 104, 50, Roadside, GB6, 55
1466, 101, 59, Roadside, GN0, 45
1466, 87, 52, Roadside, LW4, 76
1466, 47, 73, Roadside, BT4, 145
1466, 54, 68, Roadside, BT8, 71
1466, 67, 64, Roadside, WMB, 66
1467, 104, 50, Roadside, GB6, 67
1467, 48, 43, Roadside, KT6, 37
1467, 70, 75, Roadside, IS2, 61
1467, 54, 68, Roadside, BT8, 65
1467, 67, 64, Roadside, WMB, 70
1467, 49, 70, Roadside, BT6, 58
1467, 87, 52, Roadside, LW4, 108
1467, 118, 81, Roadside, HV3, 47
1467, 47, 73, Roadside, BT4, 123
1467, 105, 58, Roadside, GN3, 110
1467, 123, 67, Roadside, HV1, 23
1467, 94, 81, Roadside, RB4, 19
1467, 46, 66, Roadside, EI1, 82
1467, 65, 64, Kerbside, WM6, 92
1467, 101, 59, Roadside, GN0, 59
1468, 118, 81, Roadside, HV3, 82
1468, 49, 70, Roadside, BT6, 94
1468, 67, 64, Roadside, WMB, 60
1468, 48, 43, Roadside, KT6, 63
1468, 46, 66, Roadside, EI1, 127
1468, 123, 67, Roadside, HV1, 13
1468, 54, 68, Roadside, BT8, 53
1468, 87, 52, Roadside, LW4, 120
1468, 105, 58, Roadside, GN3, 70
1468, 47, 73, Roadside, BT4, 177
1468, 65, 64, Kerbside, WM6, 115
1468, 70, 75, Roadside, IS2, 102
1468, 104, 50, Roadside, GB6, 34
1468, 94, 81, Roadside, RB4, 29
1468, 101, 59, Roadside, GN0, 34
1469, 104, 50, Roadside, GB6, 68
1469, 70, 75, Roadside, IS2, 134
1469, 49, 70, Roadside, BT6, 112
1469, 47, 73, Roadside, BT4, 215
1469, 54, 68, Roadside, BT8, 68
1469, 48, 43, Roadside, KT6, 26
1469, 87, 52, Roadside, LW4, 188
1469, 118, 81, Roadside, HV3, 83
1469, 94, 81, Roadside, RB4, 19
1469, 65, 64, Kerbside, WM6, 82
1469, 123, 67, Roadside, HV1, 21
1469, 101, 59, Roadside, GN0, 73
1469, 67, 64, Roadside, WMB, 112
1469, 46, 66, Roadside, EI1, 80
1469, 105, 58, Roadside, GN3, 111
1470, 48, 43, Roadside, KT6, 41
1470, 54, 68, Roadside, BT8, 56
1470, 94, 81, Roadside, RB4, 32
1470, 123, 67, Roadside, HV1, 16
1470, 49, 70, Roadside, BT6, 92
1470, 105, 58, Roadside, GN3, 141
1470, 46, 66, Roadside, EI1, 148
1470, 65, 64, Kerbside, WM6, 119
1470, 118, 81, Roadside, HV3, 82
1470, 47, 73, Roadside, BT4, 213
1470, 104, 50, Roadside, GB6, 39
1470, 70, 75, Roadside, IS2, 65
1470, 87, 52, Roadside, LW4, 134
1470, 67, 64, Roadside, WMB, 26
1470, 101, 59, Roadside, GN0, 50
1471, 46, 66, Roadside, EI1, 63
1471, 54, 68, Roadside, BT8, 90
1471, 105, 58, Roadside, GN3, 80
1471, 70, 75, Roadside, IS2, 115
1471, 104, 50, Roadside, GB6, 76
1471, 94, 81, Roadside, RB4, 41
1471, 87, 52, Roadside, LW4, 151
1471, 123, 67, Roadside, HV1, 26
1471, 101, 59, Roadside, GN0, 87
1471, 49, 70, Roadside, BT6, 106
1471, 48, 43, Roadside, KT6, 56
1471, 65, 64, Kerbside, WM6, 102
1471, 67, 64, Roadside, WMB, 50
1471, 118, 81, Roadside, HV3, 82
1471, 47, 73, Roadside, BT4, 161
1472, 54, 68, Roadside, BT8, 69
1472, 104, 50, Roadside, GB6, 68
1472, 70, 75, Roadside, IS2, 75
1472, 123, 67, Roadside, HV1, 35
1472, 49, 70, Roadside, BT6, 152
1472, 46, 66, Roadside, EI1, 101
1472, 94, 81, Roadside, RB4, 52
1472, 87, 52, Roadside, LW4, 144
1472, 105, 58, Roadside, GN3, 98
1472, 65, 64, Kerbside, WM6, 140
1472, 101, 59, Roadside, GN0, 103
1472, 118, 81, Roadside, HV3, 67
1472, 48, 43, Roadside, KT6, 94
1472, 47, 73, Roadside, BT4, 191
1472, 67, 64, Roadside, WMB, 25
1473, 49, 70, Roadside, BT6, 102
1473, 47, 73, Roadside, BT4, 113
1473, 105, 58, Roadside, GN3, 129
1473, 87, 52, Roadside, LW4, 166
1473, 54, 68, Roadside, BT8, 94
1473, 101, 59, Roadside, GN0, 143
1473, 104, 50, Roadside, GB6, 86
1473, 65, 64, Kerbside, WM6, 124
1473, 48, 43, Roadside, KT6, 88
1473, 118, 81, Roadside, HV3, 77
1473, 123, 67, Roadside, HV1, 26
1473, 94, 81, Roadside, RB4, 92
1473, 46, 66, Roadside, EI1, 67
1473, 70, 75, Roadside, IS2, 71
1473, 67, 64, Roadside, WMB, 40
1474, 123, 67, Roadside, HV1, 88
1474, 67, 64, Roadside, WMB, 46
1474, 65, 64, Kerbside, WM6, 169
1474, 104, 50, Roadside, GB6, 99
1474, 87, 52, Roadside, LW4, 121
1474, 49, 70, Roadside, BT6, 64
1474, 54, 68, Roadside, BT8, 96
1474, 105, 58, Roadside, GN3, 162
1474, 94, 81, Roadside, RB4, 109
1474, 46, 66, Roadside, EI1, 87
1474, 48, 43, Roadside, KT6, 92
1474, 47, 73, Roadside, BT4, 158
1474, 118, 81, Roadside, HV3, 95
1474, 101, 59, Roadside, GN0, 78
1474, 70, 75, Roadside, IS2, 78
1475, 67, 64, Roadside, WMB, 60
1475, 65, 64, Kerbside, WM6, 84
1475, 70, 75, Roadside, IS2, 132
1475, 47, 73, Roadside, BT4, 43
1475, 118, 81, Roadside, HV3, 90
1475, 105, 58, Roadside, GN3, 87
1475, 87, 52, Roadside, LW4, 92
1475, 101, 59, Roadside, GN0, 151
1475, 46, 66, Roadside, EI1, 94
1475, 123, 67, Roadside, HV1, 116
1475, 49, 70, Roadside, BT6, 100
1475, 54, 68, Roadside, BT8, 101
1475, 94, 81, Roadside, RB4, 101
1475, 48, 43, Roadside, KT6, 95
1475, 104, 50, Roadside, GB6, 138
1476, 46, 66, Roadside, EI1, 105
1476, 118, 81, Roadside, HV3, 47
1476, 67, 64, Roadside, WMB, 65
1476, 65, 64, Kerbside, WM6, 145
1476, 101, 59, Roadside, GN0, 108
1476, 105, 58, Roadside, GN3, 102
1476, 94, 81, Roadside, RB4, 124
1476, 123, 67, Roadside, HV1, 87
1476, 104, 50, Roadside, GB6, 110
1476, 48, 43, Roadside, KT6, 156
1476, 87, 52, Roadside, LW4, 76
1476, 47, 73, Roadside, BT4, 56
1476, 54, 68, Roadside, BT8, 107
1476, 49, 70, Roadside, BT6, 126
1476, 70, 75, Roadside, IS2, 42
1477, 54, 68, Roadside, BT8, 115
1477, 70, 75, Roadside, IS2, 80
1477, 87, 52, Roadside, LW4, 78
1477, 118, 81, Roadside, HV3, 65
1477, 65, 64, Kerbside, WM6, 94
1477, 104, 50, Roadside, GB6, 204
1477, 67, 64, Roadside, WMB, 107
1477, 49, 70, Roadside, BT6, 70
1477, 47, 73, Roadside, BT4, 68
1477, 94, 81, Roadside, RB4, 79
1477, 101, 59, Roadside, GN0, 149
1477, 46, 66, Roadside, EI1, 89
1477, 105, 58, Roadside, GN3, 82
1477, 123, 67, Roadside, HV1, 71
1477, 48, 43, Roadside, KT6, 101
1478, 49, 70, Roadside, BT6, 96
1478, 105, 58, Roadside, GN3, 81
1478, 123, 67, Roadside, HV1, 71
1478, 101, 59, Roadside, GN0, 93
1478, 70, 75, Roadside, IS2, 36
1478, 94, 81, Roadside, RB4, 103
1478, 87, 52, Roadside, LW4, 105
1478, 54, 68, Roadside, BT8, 102
1478, 65, 64, Kerbside, WM6, 120
1478, 118, 81, Roadside, HV3, 89
1478, 104, 50, Roadside, GB6, 93
1478, 46, 66, Roadside, EI1, 176
1478, 47, 73, Roadside, BT4, 103
1478, 67, 64, Roadside, WMB, 74
1478, 48, 43, Roadside, KT6, 127
1479, 49, 70, Roadside, BT6, 82
1479, 48, 43, Roadside, KT6, 59
1479, 94, 81, Roadside, RB4, 93
1479, 54, 68, Roadside, BT8, 113
1479, 105, 58, Roadside, GN3, 41
1479, 123, 67, Roadside, HV1, 80
1479, 46, 66, Roadside, EI1, 100
1479, 67, 64, Roadside, WMB, 90
1479, 70, 75, Roadside, IS2, 96
1479, 47, 73, Roadside, BT4, 96
1479, 101, 59, Roadside, GN0, 72
1479, 118, 81, Roadside, HV3, 57
1479, 87, 52, Roadside, LW4, 153
1479, 65, 64, Kerbside, WM6, 56
1479, 104, 50, Roadside, GB6, 161
1480, 70, 75, Roadside, IS2, 58
1480, 67, 64, Roadside, WMB, 82
1480, 47, 73, Roadside, BT4, 163
1480, 101, 59, Roadside, GN0, 34
1480, 49, 70, Roadside, BT6, 60
1480, 104, 50, Roadside, GB6, 71
1480, 65, 64, Kerbside, WM6, 89
1480, 118, 81, Roadside, HV3, 135
1480, 87, 52, Roadside, LW4, 96
1480, 105, 58, Roadside, GN3, 121
1480, 48, 43, Roadside, KT6, 75
1480, 123, 67, Roadside, HV1, 95
1480, 94, 81, Roadside, RB4, 93
1480, 54, 68, Roadside, BT8, 75
1480, 46, 66, Roadside, EI1, 108
1481, 104, 50, Roadside, GB6, 93
1481, 101, 59, Roadside, GN0, 54
1481, 67, 64, Roadside, WMB, 85
1481, 94, 81, Roadside, RB4, 56
1481, 70, 75, Roadside, IS2, 96
1481, 123, 67, Roadside, HV1, 100
1481, 54, 68, Roadside, BT8, 77
1481, 46, 66, Roadside, EI1, 107
1481, 65, 64, Kerbside, WM6, 65
1481, 48, 43, Roadside, KT6, 33
1481, 105, 58, Roadside, GN3, 19
1481, 47, 73, Roadside, BT4, 117
1481, 49, 70, Roadside, BT6, 73
1481, 118, 81, Roadside, HV3, 131
1481, 87, 52, Roadside, LW4, 140
1482, 49, 70, Roadside, BT6, 150
1482, 67, 64, Roadside, WMB, 125
1482, 87, 52, Roadside, LW4, 119
1482, 94, 81, Roadside, RB4, 60
1482, 123, 67, Roadside, HV1, 65
1482, 54, 68, Roadside, BT8, 67
1482, 65, 64, Kerbside, WM6, 102
1482, 105, 58, Roadside, GN3, 42
1482, 101, 59, Roadside, GN0, 88
1482, 47, 73, Roadside, BT4, 113
1482, 48, 43, Roadside, KT6, 42
1482, 46, 66, Roadside, EI1, 135
1482, 70, 75, Roadside, IS2, 112
1482, 104, 50, Roadside, GB6, 37
1482, 118, 81, Roadside, HV3, 36
1483, 70, 75, Roadside, IS2, 153
1483, 54, 68, Roadside, BT8, 61
1483, 47, 73, Roadside, BT4, 129
1483, 67, 64, Roadside, WMB, 124
1483, 87, 52, Roadside, LW4, 135
1483, 105, 58, Roadside, GN3, 15
1483, 65, 64, Kerbside, WM6, 70
1483, 94, 81, Roadside, RB4, 92
1483, 123, 67, Roadside, HV1, 72
1483, 48, 43, Roadside, KT6, 66
1483, 49, 70, Roadside, BT6, 25
1483, 46, 66, Roadside, EI1, 93
1483, 118, 81, Roadside, HV3, 59
1483, 101, 59, Roadside, GN0, 118
1483, 104, 50, Roadside, GB6, 51
1484, 54, 68, Roadside, BT8, 128
1484, 67, 64, Roadside, WMB, 88
1484, 94, 81, Roadside, RB4, 59
1484, 118, 81, Roadside, HV3, 103
1484, 65, 64, Kerbside, WM6, 62
1484, 123, 67, Roadside, HV1, 76
1484, 70, 75, Roadside, IS2, 106
1484, 101, 59, Roadside, GN0, 117
1484, 49, 70, Roadside, BT6, 51
1484, 87, 52, Roadside, LW4, 131
1484, 104, 50, Roadside, GB6, 107
1484, 47, 73, Roadside, BT4, 208
1484, 105, 58, Roadside, GN3, 24
1484, 46, 66, Roadside, EI1, 97
1484, 48, 43, Roadside, KT6, 85
1485, 46, 66, Roadside, EI1, 85
1485, 94, 81, Roadside, RB4, 117
1485, 105, 58, Roadside, GN3, 54
1485, 101, 59, Roadside, GN0, 148
1485, 48, 43, Roadside, KT6, 75
1485, 118, 81, Roadside, HV3, 66
1485, 47, 73, Roadside, BT4, 103
1485, 87, 52, Roadside, LW4, 150
1485, 65, 64, Kerbside, WM6, 64
1485, 54, 68, Roadside, BT8, 129
1485, 104, 50, Roadside, GB6, 119
1485, 67, 64, Roadside, WMB, 155
1485, 123, 67, Roadside, HV1, 48
1485, 70, 75, Roadside, IS2, 123
1485, 49, 70, Roadside, BT6, 27
1486, 65, 64, Kerbside, WM6, 81
1486, 123, 67, Roadside, HV1, 93
1486, 54, 68, Roadside, BT8, 97
1486, 70, 75, Roadside, IS2, 90
1486, 49, 70, Roadside, BT6, 54
