 "tick, patch-x, patch-y, monitor_type, monitor_code, no2"
259, 104, 50, Roadside, GB6, 57
259, 101, 59, Roadside, GN0, 125
259, 48, 43, Roadside, KT6, 98
259, 46, 66, Roadside, EI1, 119
259, 123, 67, Roadside, HV1, 85
259, 47, 73, Roadside, BT4, 176
259, 70, 75, Roadside, IS2, 130
260, 46, 66, Roadside, EI1, 84
260, 123, 67, Roadside, HV1, 70
260, 87, 52, Roadside, LW4, 122
260, 70, 75, Roadside, IS2, 98
260, 101, 59, Roadside, GN0, 115
260, 65, 64, Kerbside, WM6, 125
260, 54, 68, Roadside, BT8, 97
260, 105, 58, Roadside, GN3, 70
260, 48, 43, Roadside, KT6, 80
260, 47, 73, Roadside, BT4, 225
260, 94, 81, Roadside, RB4, 92
260, 104, 50, Roadside, GB6, 131
260, 49, 70, Roadside, BT6, 101
260, 118, 81, Roadside, HV3, 126
260, 67, 64, Roadside, WMB, 114
261, 54, 68, Roadside, BT8, 105
261, 104, 50, Roadside, GB6, 113
261, 67, 64, Roadside, WMB, 109
261, 123, 67, Roadside, HV1, 12
261, 118, 81, Roadside, HV3, 75
261, 87, 52, Roadside, LW4, 129
261, 101, 59, Roadside, GN0, 120
261, 70, 75, Roadside, IS2, 44
261, 65, 64, Kerbside, WM6, 189
261, 48, 43, Roadside, KT6, 51
261, 46, 66, Roadside, EI1, 71
261, 49, 70, Roadside, BT6, 45
261, 47, 73, Roadside, BT4, 152
261, 105, 58, Roadside, GN3, 91
261, 94, 81, Roadside, RB4, 33
262, 70, 75, Roadside, IS2, 106
262, 105, 58, Roadside, GN3, 107
262, 94, 81, Roadside, RB4, 122
262, 49, 70, Roadside, BT6, 106
262, 67, 64, Roadside, WMB, 151
262, 118, 81, Roadside, HV3, 87
262, 54, 68, Roadside, BT8, 118
262, 46, 66, Roadside, EI1, 104
262, 104, 50, Roadside, GB6, 116
262, 47, 73, Roadside, BT4, 155
262, 48, 43, Roadside, KT6, 93
262, 101, 59, Roadside, GN0, 72
262, 87, 52, Roadside, LW4, 130
262, 123, 67, Roadside, HV1, 58
262, 65, 64, Kerbside, WM6, 82
263, 94, 81, Roadside, RB4, 42
263, 48, 43, Roadside, KT6, 73
263, 87, 52, Roadside, LW4, 100
263, 118, 81, Roadside, HV3, 47
263, 123, 67, Roadside, HV1, 19
263, 54, 68, Roadside, BT8, 67
263, 101, 59, Roadside, GN0, 121
263, 104, 50, Roadside, GB6, 89
263, 47, 73, Roadside, BT4, 185
263, 65, 64, Kerbside, WM6, 122
263, 67, 64, Roadside, WMB, 106
263, 70, 75, Roadside, IS2, 33
263, 46, 66, Roadside, EI1, 54
263, 105, 58, Roadside, GN3, 58
263, 49, 70, Roadside, BT6, 30
264, 101, 59, Roadside, GN0, 95
264, 65, 64, Kerbside, WM6, 63
264, 47, 73, Roadside, BT4, 171
264, 105, 58, Roadside, GN3, 95
264, 70, 75, Roadside, IS2, 75
264, 87, 52, Roadside, LW4, 135
264, 118, 81, Roadside, HV3, 85
264, 94, 81, Roadside, RB4, 76
264, 123, 67, Roadside, HV1, 46
264, 54, 68, Roadside, BT8, 81
264, 46, 66, Roadside, EI1, 97
264, 48, 43, Roadside, KT6, 85
264, 104, 50, Roadside, GB6, 117
264, 49, 70, Roadside, BT6, 61
264, 67, 64, Roadside, WMB, 212
265, 70, 75, Roadside, IS2, 43
265, 67, 64, Roadside, WMB, 152
265, 87, 52, Roadside, LW4, 132
265, 48, 43, Roadside, KT6, 101
265, 65, 64, Kerbside, WM6, 117
265, 49, 70, Roadside, BT6, 46
265, 104, 50, Roadside, GB6, 119
265, 105, 58, Roadside, GN3, 75
265, 94, 81, Roadside, RB4, 79
265, 118, 81, Roadside, HV3, 45
265, 54, 68, Roadside, BT8, 68
265, 123, 67, Roadside, HV1, 35
265, 46, 66, Roadside, EI1, 99
265, 47, 73, Roadside, BT4, 195
265, 101, 59, Roadside, GN0, 108
266, 48, 43, Roadside, KT6, 107
266, 101, 59, Roadside, GN0, 105
266, 94, 81, Roadside, RB4, 81
266, 46, 66, Roadside, EI1, 88
266, 118, 81, Roadside, HV3, 78
266, 54, 68, Roadside, BT8, 76
266, 49, 70, Roadside, BT6, 45
266, 65, 64, Kerbside, WM6, 141
266, 87, 52, Roadside, LW4, 123
266, 70, 75, Roadside, IS2, 65
266, 123, 67, Roadside, HV1, 35
266, 67, 64, Roadside, WMB, 134
266, 105, 58, Roadside, GN3, 79
266, 104, 50, Roadside, GB6, 133
266, 47, 73, Roadside, BT4, 198
267, 101, 59, Roadside, GN0, 148
267, 123, 67, Roadside, HV1, 19
267, 65, 64, Kerbside, WM6, 149
267, 104, 50, Roadside, GB6, 88
267, 46, 66, Roadside, EI1, 109
267, 70, 75, Roadside, IS2, 31
267, 47, 73, Roadside, BT4, 113
267, 67, 64, Roadside, WMB, 185
267, 118, 81, Roadside, HV3, 59
267, 105, 58, Roadside, GN3, 78
267, 94, 81, Roadside, RB4, 67
267, 87, 52, Roadside, LW4, 156
267, 48, 43, Roadside, KT6, 101
267, 49, 70, Roadside, BT6, 39
267, 54, 68, Roadside, BT8, 42
268, 87, 52, Roadside, LW4, 140
268, 118, 81, Roadside, HV3, 74
268, 104, 50, Roadside, GB6, 164
268, 67, 64, Roadside, WMB, 122
268, 47, 73, Roadside, BT4, 163
268, 49, 70, Roadside, BT6, 56
268, 101, 59, Roadside, GN0, 119
268, 54, 68, Roadside, BT8, 77
268, 123, 67, Roadside, HV1, 41
268, 94, 81, Roadside, RB4, 73
268, 65, 64, Kerbside, WM6, 117
268, 48, 43, Roadside, KT6, 96
268, 46, 66, Roadside, EI1, 88
268, 105, 58, Roadside, GN3, 59
268, 70, 75, Roadside, IS2, 78
269, 118, 81, Roadside, HV3, 74
269, 67, 64, Roadside, WMB, 123
269, 94, 81, Roadside, RB4, 125
269, 46, 66, Roadside, EI1, 134
269, 105, 58, Roadside, GN3, 77
269, 65, 64, Kerbside, WM6, 72
269, 49, 70, Roadside, BT6, 67
269, 123, 67, Roadside, HV1, 45
269, 48, 43, Roadside, KT6, 113
269, 87, 52, Roadside, LW4, 157
269, 101, 59, Roadside, GN0, 118
269, 47, 73, Roadside, BT4, 159
269, 104, 50, Roadside, GB6, 135
269, 54, 68, Roadside, BT8, 90
269, 70, 75, Roadside, IS2, 70
270, 67, 64, Roadside, WMB, 111
270, 123, 67, Roadside, HV1, 30
270, 118, 81, Roadside, HV3, 82
270, 49, 70, Roadside, BT6, 48
270, 104, 50, Roadside, GB6, 119
270, 105, 58, Roadside, GN3, 86
270, 46, 66, Roadside, EI1, 77
270, 70, 75, Roadside, IS2, 53
270, 48, 43, Roadside, KT6, 102
270, 65, 64, Kerbside, WM6, 151
270, 87, 52, Roadside, LW4, 130
270, 101, 59, Roadside, GN0, 119
270, 47, 73, Roadside, BT4, 173
270, 94, 81, Roadside, RB4, 56
270, 54, 68, Roadside, BT8, 59
271, 87, 52, Roadside, LW4, 137
271, 105, 58, Roadside, GN3, 63
271, 70, 75, Roadside, IS2, 52
271, 67, 64, Roadside, WMB, 131
271, 49, 70, Roadside, BT6, 42
271, 94, 81, Roadside, RB4, 78
271, 47, 73, Roadside, BT4, 169
271, 101, 59, Roadside, GN0, 100
271, 48, 43, Roadside, KT6, 116
271, 46, 66, Roadside, EI1, 91
271, 54, 68, Roadside, BT8, 58
271, 65, 64, Kerbside, WM6, 120
271, 118, 81, Roadside, HV3, 68
271, 123, 67, Roadside, HV1, 23
271, 104, 50, Roadside, GB6, 80
272, 101, 59, Roadside, GN0, 125
272, 47, 73, Roadside, BT4, 158
272, 49, 70, Roadside, BT6, 50
272, 65, 64, Kerbside, WM6, 104
272, 104, 50, Roadside, GB6, 95
272, 70, 75, Roadside, IS2, 48
272, 123, 67, Roadside, HV1, 28
272, 48, 43, Roadside, KT6, 80
272, 87, 52, Roadside, LW4, 111
272, 118, 81, Roadside, HV3, 92
272, 54, 68, Roadside, BT8, 68
272, 94, 81, Roadside, RB4, 46
272, 67, 64, Roadside, WMB, 129
272, 46, 66, Roadside, EI1, 65
272, 105, 58, Roadside, GN3, 62
273, 101, 59, Roadside, GN0, 117
273, 70, 75, Roadside, IS2, 72
273, 87, 52, Roadside, LW4, 172
273, 65, 64, Kerbside, WM6, 155
273, 118, 81, Roadside, HV3, 109
273, 49, 70, Roadside, BT6, 48
273, 104, 50, Roadside, GB6, 121
273, 123, 67, Roadside, HV1, 24
273, 48, 43, Roadside, KT6, 130
273, 54, 68, Roadside, BT8, 69
273, 47, 73, Roadside, BT4, 123
273, 105, 58, Roadside, GN3, 46
273, 46, 66, Roadside, EI1, 72
273, 94, 81, Roadside, RB4, 37
273, 67, 64, Roadside, WMB, 160
274, 46, 66, Roadside, EI1, 103
274, 87, 52, Roadside, LW4, 132
274, 54, 68, Roadside, BT8, 130
274, 65, 64, Kerbside, WM6, 148
274, 49, 70, Roadside, BT6, 72
274, 104, 50, Roadside, GB6, 158
274, 105, 58, Roadside, GN3, 35
274, 118, 81, Roadside, HV3, 114
274, 101, 59, Roadside, GN0, 80
274, 67, 64, Roadside, WMB, 78
274, 70, 75, Roadside, IS2, 89
274, 48, 43, Roadside, KT6, 94
274, 123, 67, Roadside, HV1, 58
274, 47, 73, Roadside, BT4, 112
274, 94, 81, Roadside, RB4, 83
275, 54, 68, Roadside, BT8, 147
275, 65, 64, Kerbside, WM6, 146
275, 118, 81, Roadside, HV3, 119
275, 48, 43, Roadside, KT6, 92
275, 101, 59, Roadside, GN0, 125
275, 105, 58, Roadside, GN3, 62
275, 123, 67, Roadside, HV1, 59
275, 70, 75, Roadside, IS2, 121
275, 104, 50, Roadside, GB6, 93
275, 87, 52, Roadside, LW4, 125
275, 46, 66, Roadside, EI1, 140
275, 49, 70, Roadside, BT6, 93
275, 94, 81, Roadside, RB4, 90
275, 67, 64, Roadside, WMB, 103
275, 47, 73, Roadside, BT4, 107
276, 46, 66, Roadside, EI1, 128
276, 101, 59, Roadside, GN0, 111
276, 105, 58, Roadside, GN3, 62
276, 87, 52, Roadside, LW4, 182
276, 118, 81, Roadside, HV3, 115
276, 94, 81, Roadside, RB4, 73
276, 123, 67, Roadside, HV1, 67
276, 47, 73, Roadside, BT4, 110
276, 49, 70, Roadside, BT6, 113
276, 54, 68, Roadside, BT8, 137
276, 70, 75, Roadside, IS2, 71
276, 48, 43, Roadside, KT6, 86
276, 104, 50, Roadside, GB6, 113
276, 67, 64, Roadside, WMB, 61
276, 65, 64, Kerbside, WM6, 148
277, 104, 50, Roadside, GB6, 104
277, 48, 43, Roadside, KT6, 94
277, 118, 81, Roadside, HV3, 54
277, 101, 59, Roadside, GN0, 140
277, 54, 68, Roadside, BT8, 104
277, 46, 66, Roadside, EI1, 77
277, 87, 52, Roadside, LW4, 113
277, 94, 81, Roadside, RB4, 49
277, 67, 64, Roadside, WMB, 53
277, 47, 73, Roadside, BT4, 213
277, 70, 75, Roadside, IS2, 57
277, 105, 58, Roadside, GN3, 67
277, 123, 67, Roadside, HV1, 27
277, 65, 64, Kerbside, WM6, 152
277, 49, 70, Roadside, BT6, 56
278, 123, 67, Roadside, HV1, 52
278, 67, 64, Roadside, WMB, 77
278, 48, 43, Roadside, KT6, 91
278, 87, 52, Roadside, LW4, 123
278, 47, 73, Roadside, BT4, 232
278, 94, 81, Roadside, RB4, 89
278, 54, 68, Roadside, BT8, 144
278, 105, 58, Roadside, GN3, 37
278, 101, 59, Roadside, GN0, 99
278, 46, 66, Roadside, EI1, 90
278, 104, 50, Roadside, GB6, 139
278, 70, 75, Roadside, IS2, 95
278, 49, 70, Roadside, BT6, 133
278, 118, 81, Roadside, HV3, 104
278, 65, 64, Kerbside, WM6, 147
279, 94, 81, Roadside, RB4, 37
279, 87, 52, Roadside, LW4, 129
279, 105, 58, Roadside, GN3, 58
279, 101, 59, Roadside, GN0, 115
279, 118, 81, Roadside, HV3, 69
279, 46, 66, Roadside, EI1, 103
279, 67, 64, Roadside, WMB, 84
279, 48, 43, Roadside, KT6, 46
279, 47, 73, Roadside, BT4, 262
279, 123, 67, Roadside, HV1, 18
279, 70, 75, Roadside, IS2, 101
279, 49, 70, Roadside, BT6, 86
279, 65, 64, Kerbside, WM6, 159
279, 54, 68, Roadside, BT8, 188
279, 104, 50, Roadside, GB6, 125
280, 123, 67, Roadside, HV1, 67
280, 101, 59, Roadside, GN0, 100
280, 87, 52, Roadside, LW4, 137
280, 49, 70, Roadside, BT6, 91
280, 48, 43, Roadside, KT6, 96
280, 94, 81, Roadside, RB4, 61
280, 70, 75, Roadside, IS2, 90
280, 46, 66, Roadside, EI1, 125
280, 47, 73, Roadside, BT4, 245
280, 67, 64, Roadside, WMB, 68
280, 54, 68, Roadside, BT8, 182
280, 104, 50, Roadside, GB6, 118
280, 65, 64, Kerbside, WM6, 122
280, 105, 58, Roadside, GN3, 47
280, 118, 81, Roadside, HV3, 87
281, 101, 59, Roadside, GN0, 107
281, 47, 73, Roadside, BT4, 141
281, 123, 67, Roadside, HV1, 24
281, 49, 70, Roadside, BT6, 54
281, 67, 64, Roadside, WMB, 148
281, 48, 43, Roadside, KT6, 35
281, 94, 81, Roadside, RB4, 24
281, 54, 68, Roadside, BT8, 139
281, 105, 58, Roadside, GN3, 47
281, 118, 81, Roadside, HV3, 42
281, 70, 75, Roadside, IS2, 90
281, 87, 52, Roadside, LW4, 142
281, 46, 66, Roadside, EI1, 108
281, 65, 64, Kerbside, WM6, 156
281, 104, 50, Roadside, GB6, 117
282, 65, 64, Kerbside, WM6, 87
282, 46, 66, Roadside, EI1, 129
282, 49, 70, Roadside, BT6, 80
282, 123, 67, Roadside, HV1, 87
282, 105, 58, Roadside, GN3, 42
282, 104, 50, Roadside, GB6, 117
282, 47, 73, Roadside, BT4, 102
282, 101, 59, Roadside, GN0, 67
282, 48, 43, Roadside, KT6, 110
282, 70, 75, Roadside, IS2, 99
282, 87, 52, Roadside, LW4, 139
282, 67, 64, Roadside, WMB, 53
282, 118, 81, Roadside, HV3, 153
282, 54, 68, Roadside, BT8, 121
282, 94, 81, Roadside, RB4, 104
283, 104, 50, Roadside, GB6, 75
283, 65, 64, Kerbside, WM6, 124
283, 48, 43, Roadside, KT6, 102
283, 47, 73, Roadside, BT4, 71
283, 105, 58, Roadside, GN3, 51
283, 123, 67, Roadside, HV1, 66
283, 49, 70, Roadside, BT6, 86
283, 70, 75, Roadside, IS2, 143
283, 118, 81, Roadside, HV3, 112
283, 94, 81, Roadside, RB4, 122
283, 101, 59, Roadside, GN0, 57
283, 54, 68, Roadside, BT8, 83
283, 46, 66, Roadside, EI1, 172
283, 87, 52, Roadside, LW4, 113
283, 67, 64, Roadside, WMB, 83
284, 104, 50, Roadside, GB6, 62
284, 118, 81, Roadside, HV3, 191
284, 105, 58, Roadside, GN3, 37
284, 54, 68, Roadside, BT8, 117
284, 87, 52, Roadside, LW4, 84
284, 70, 75, Roadside, IS2, 112
284, 48, 43, Roadside, KT6, 123
284, 101, 59, Roadside, GN0, 46
284, 67, 64, Roadside, WMB, 55
284, 123, 67, Roadside, HV1, 111
284, 49, 70, Roadside, BT6, 105
284, 46, 66, Roadside, EI1, 133
284, 94, 81, Roadside, RB4, 155
284, 65, 64, Kerbside, WM6, 86
284, 47, 73, Roadside, BT4, 104
285, 123, 67, Roadside, HV1, 83
285, 47, 73, Roadside, BT4, 78
285, 70, 75, Roadside, IS2, 136
285, 48, 43, Roadside, KT6, 75
285, 49, 70, Roadside, BT6, 84
285, 87, 52, Roadside, LW4, 104
285, 67, 64, Roadside, WMB, 83
285, 54, 68, Roadside, BT8, 80
285, 101, 59, Roadside, GN0, 91
285, 94, 81, Roadside, RB4, 136
285, 46, 66, Roadside, EI1, 110
285, 104, 50, Roadside, GB6, 44
285, 105, 58, Roadside, GN3, 51
285, 118, 81, Roadside, HV3, 122
285, 65, 64, Kerbside, WM6, 133
286, 105, 58, Roadside, GN3, 54
286, 46, 66, Roadside, EI1, 127
286, 118, 81, Roadside, HV3, 67
286, 65, 64, Kerbside, WM6, 93
286, 67, 64, Roadside, WMB, 74
286, 104, 50, Roadside, GB6, 124
286, 49, 70, Roadside, BT6, 89
286, 48, 43, Roadside, KT6, 104
286, 123, 67, Roadside, HV1, 74
286, 54, 68, Roadside, BT8, 152
286, 94, 81, Roadside, RB4, 52
286, 47, 73, Roadside, BT4, 80
286, 70, 75, Roadside, IS2, 96
286, 87, 52, Roadside, LW4, 139
286, 101, 59, Roadside, GN0, 88
287, 67, 64, Roadside, WMB, 64
287, 101, 59, Roadside, GN0, 68
287, 54, 68, Roadside, BT8, 136
287, 65, 64, Kerbside, WM6, 104
287, 123, 67, Roadside, HV1, 40
287, 105, 58, Roadside, GN3, 37
287, 49, 70, Roadside, BT6, 93
287, 70, 75, Roadside, IS2, 115
287, 104, 50, Roadside, GB6, 121
287, 118, 81, Roadside, HV3, 38
287, 94, 81, Roadside, RB4, 27
287, 47, 73, Roadside, BT4, 80
287, 46, 66, Roadside, EI1, 102
287, 87, 52, Roadside, LW4, 118
287, 48, 43, Roadside, KT6, 38
288, 65, 64, Kerbside, WM6, 93
288, 67, 64, Roadside, WMB, 84
288, 54, 68, Roadside, BT8, 86
288, 70, 75, Roadside, IS2, 64
288, 46, 66, Roadside, EI1, 83
288, 94, 81, Roadside, RB4, 29
288, 123, 67, Roadside, HV1, 37
288, 47, 73, Roadside, BT4, 92
288, 118, 81, Roadside, HV3, 37
288, 48, 43, Roadside, KT6, 41
288, 104, 50, Roadside, GB6, 83
288, 49, 70, Roadside, BT6, 77
288, 87, 52, Roadside, LW4, 84
288, 105, 58, Roadside, GN3, 23
288, 101, 59, Roadside, GN0, 96
289, 101, 59, Roadside, GN0, 52
289, 49, 70, Roadside, BT6, 69
289, 67, 64, Roadside, WMB, 67
289, 48, 43, Roadside, KT6, 34
289, 47, 73, Roadside, BT4, 115
289, 105, 58, Roadside, GN3, 43
289, 123, 67, Roadside, HV1, 37
289, 54, 68, Roadside, BT8, 78
289, 87, 52, Roadside, LW4, 72
289, 46, 66, Roadside, EI1, 74
289, 104, 50, Roadside, GB6, 97
289, 65, 64, Kerbside, WM6, 107
289, 118, 81, Roadside, HV3, 28
289, 94, 81, Roadside, RB4, 19
289, 70, 75, Roadside, IS2, 78
290, 70, 75, Roadside, IS2, 61
290, 101, 59, Roadside, GN0, 42
290, 65, 64, Kerbside, WM6, 62
290, 48, 43, Roadside, KT6, 31
290, 87, 52, Roadside, LW4, 74
290, 94, 81, Roadside, RB4, 47
290, 118, 81, Roadside, HV3, 48
290, 123, 67, Roadside, HV1, 51
290, 46, 66, Roadside, EI1, 67
290, 104, 50, Roadside, GB6, 41
290, 47, 73, Roadside, BT4, 102
290, 54, 68, Roadside, BT8, 76
290, 49, 70, Roadside, BT6, 52
290, 105, 58, Roadside, GN3, 42
290, 67, 64, Roadside, WMB, 65
291, 118, 81, Roadside, HV3, 45
291, 48, 43, Roadside, KT6, 23
291, 47, 73, Roadside, BT4, 154
291, 49, 70, Roadside, BT6, 45
291, 87, 52, Roadside, LW4, 46
291, 104, 50, Roadside, GB6, 25
291, 70, 75, Roadside, IS2, 42
291, 67, 64, Roadside, WMB, 32
291, 105, 58, Roadside, GN3, 48
291, 46, 66, Roadside, EI1, 42
291, 101, 59, Roadside, GN0, 52
291, 65, 64, Kerbside, WM6, 141
291, 94, 81, Roadside, RB4, 34
291, 123, 67, Roadside, HV1, 41
291, 54, 68, Roadside, BT8, 42
292, 123, 67, Roadside, HV1, 60
292, 94, 81, Roadside, RB4, 36
292, 49, 70, Roadside, BT6, 63
292, 46, 66, Roadside, EI1, 54
292, 67, 64, Roadside, WMB, 52
292, 65, 64, Kerbside, WM6, 85
292, 54, 68, Roadside, BT8, 77
292, 101, 59, Roadside, GN0, 47
292, 118, 81, Roadside, HV3, 45
292, 104, 50, Roadside, GB6, 36
292, 47, 73, Roadside, BT4, 158
292, 87, 52, Roadside, LW4, 70
292, 105, 58, Roadside, GN3, 134
292, 70, 75, Roadside, IS2, 54
292, 48, 43, Roadside, KT6, 41
293, 47, 73, Roadside, BT4, 87
293, 46, 66, Roadside, EI1, 49
293, 49, 70, Roadside, BT6, 33
293, 123, 67, Roadside, HV1, 47
293, 94, 81, Roadside, RB4, 20
293, 70, 75, Roadside, IS2, 52
293, 104, 50, Roadside, GB6, 56
293, 105, 58, Roadside, GN3, 50
293, 54, 68, Roadside, BT8, 42
293, 118, 81, Roadside, HV3, 19
293, 65, 64, Kerbside, WM6, 96
293, 48, 43, Roadside, KT6, 18
293, 67, 64, Roadside, WMB, 66
293, 87, 52, Roadside, LW4, 55
293, 101, 59, Roadside, GN0, 49
294, 105, 58, Roadside, GN3, 35
294, 70, 75, Roadside, IS2, 68
294, 104, 50, Roadside, GB6, 78
294, 65, 64, Kerbside, WM6, 86
294, 67, 64, Roadside, WMB, 62
294, 87, 52, Roadside, LW4, 69
294, 48, 43, Roadside, KT6, 55
294, 94, 81, Roadside, RB4, 48
294, 118, 81, Roadside, HV3, 49
294, 49, 70, Roadside, BT6, 75
294, 123, 67, Roadside, HV1, 43
294, 54, 68, Roadside, BT8, 73
294, 46, 66, Roadside, EI1, 111
294, 47, 73, Roadside, BT4, 130
294, 101, 59, Roadside, GN0, 77
295, 123, 67, Roadside, HV1, 19
295, 47, 73, Roadside, BT4, 162
295, 65, 64, Kerbside, WM6, 157
295, 70, 75, Roadside, IS2, 62
295, 118, 81, Roadside, HV3, 36
295, 94, 81, Roadside, RB4, 20
295, 49, 70, Roadside, BT6, 47
295, 46, 66, Roadside, EI1, 93
295, 104, 50, Roadside, GB6, 86
295, 87, 52, Roadside, LW4, 93
295, 48, 43, Roadside, KT6, 32
295, 54, 68, Roadside, BT8, 111
295, 105, 58, Roadside, GN3, 55
295, 101, 59, Roadside, GN0, 48
295, 67, 64, Roadside, WMB, 136
296, 123, 67, Roadside, HV1, 78
296, 101, 59, Roadside, GN0, 36
296, 118, 81, Roadside, HV3, 137
296, 104, 50, Roadside, GB6, 71
296, 67, 64, Roadside, WMB, 57
296, 47, 73, Roadside, BT4, 149
296, 65, 64, Kerbside, WM6, 52
296, 87, 52, Roadside, LW4, 62
296, 105, 58, Roadside, GN3, 45
296, 70, 75, Roadside, IS2, 73
296, 94, 81, Roadside, RB4, 107
296, 48, 43, Roadside, KT6, 56
296, 46, 66, Roadside, EI1, 104
296, 54, 68, Roadside, BT8, 81
296, 49, 70, Roadside, BT6, 100
297, 47, 73, Roadside, BT4, 140
297, 101, 59, Roadside, GN0, 37
297, 46, 66, Roadside, EI1, 105
297, 105, 58, Roadside, GN3, 92
297, 104, 50, Roadside, GB6, 34
297, 94, 81, Roadside, RB4, 87
297, 87, 52, Roadside, LW4, 60
297, 118, 81, Roadside, HV3, 132
297, 49, 70, Roadside, BT6, 63
297, 65, 64, Kerbside, WM6, 82
297, 70, 75, Roadside, IS2, 115
297, 67, 64, Roadside, WMB, 76
297, 54, 68, Roadside, BT8, 67
297, 48, 43, Roadside, KT6, 57
297, 123, 67, Roadside, HV1, 51
298, 104, 50, Roadside, GB6, 26
298, 70, 75, Roadside, IS2, 44
298, 49, 70, Roadside, BT6, 51
298, 46, 66, Roadside, EI1, 50
298, 47, 73, Roadside, BT4, 154
298, 101, 59, Roadside, GN0, 47
298, 87, 52, Roadside, LW4, 45
298, 105, 58, Roadside, GN3, 100
298, 118, 81, Roadside, HV3, 62
298, 94, 81, Roadside, RB4, 50
298, 48, 43, Roadside, KT6, 37
298, 54, 68, Roadside, BT8, 73
298, 123, 67, Roadside, HV1, 37
298, 67, 64, Roadside, WMB, 64
298, 65, 64, Kerbside, WM6, 54
299, 48, 43, Roadside, KT6, 38
299, 118, 81, Roadside, HV3, 68
299, 47, 73, Roadside, BT4, 99
299, 105, 58, Roadside, GN3, 44
299, 46, 66, Roadside, EI1, 70
299, 87, 52, Roadside, LW4, 55
299, 101, 59, Roadside, GN0, 56
299, 65, 64, Kerbside, WM6, 109
299, 123, 67, Roadside, HV1, 51
299, 104, 50, Roadside, GB6, 32
299, 94, 81, Roadside, RB4, 75
299, 70, 75, Roadside, IS2, 70
299, 49, 70, Roadside, BT6, 49
299, 67, 64, Roadside, WMB, 63
299, 54, 68, Roadside, BT8, 52
300, 101, 59, Roadside, GN0, 40
300, 105, 58, Roadside, GN3, 40
300, 65, 64, Kerbside, WM6, 69
300, 104, 50, Roadside, GB6, 46
300, 48, 43, Roadside, KT6, 50
300, 49, 70, Roadside, BT6, 63
300, 67, 64, Roadside, WMB, 106
300, 87, 52, Roadside, LW4, 54
300, 123, 67, Roadside, HV1, 82
300, 47, 73, Roadside, BT4, 78
300, 118, 81, Roadside, HV3, 85
300, 46, 66, Roadside, EI1, 74
300, 94, 81, Roadside, RB4, 76
300, 54, 68, Roadside, BT8, 98
300, 70, 75, Roadside, IS2, 73
301, 49, 70, Roadside, BT6, 51
301, 54, 68, Roadside, BT8, 42
301, 101, 59, Roadside, GN0, 42
301, 123, 67, Roadside, HV1, 42
301, 70, 75, Roadside, IS2, 69
301, 47, 73, Roadside, BT4, 106
301, 87, 52, Roadside, LW4, 45
301, 46, 66, Roadside, EI1, 73
301, 65, 64, Kerbside, WM6, 124
301, 105, 58, Roadside, GN3, 47
301, 48, 43, Roadside, KT6, 61
301, 104, 50, Roadside, GB6, 28
301, 67, 64, Roadside, WMB, 100
301, 94, 81, Roadside, RB4, 75
301, 118, 81, Roadside, HV3, 126
302, 101, 59, Roadside, GN0, 31
302, 70, 75, Roadside, IS2, 78
302, 67, 64, Roadside, WMB, 65
302, 94, 81, Roadside, RB4, 101
302, 105, 58, Roadside, GN3, 43
302, 47, 73, Roadside, BT4, 171
302, 48, 43, Roadside, KT6, 77
302, 123, 67, Roadside, HV1, 91
302, 54, 68, Roadside, BT8, 114
302, 49, 70, Roadside, BT6, 81
302, 65, 64, Kerbside, WM6, 78
302, 87, 52, Roadside, LW4, 64
302, 118, 81, Roadside, HV3, 118
302, 104, 50, Roadside, GB6, 52
302, 46, 66, Roadside, EI1, 94
303, 101, 59, Roadside, GN0, 30
303, 49, 70, Roadside, BT6, 52
303, 70, 75, Roadside, IS2, 87
303, 94, 81, Roadside, RB4, 97
303, 67, 64, Roadside, WMB, 49
303, 54, 68, Roadside, BT8, 88
303, 46, 66, Roadside, EI1, 105
303, 105, 58, Roadside, GN3, 44
303, 87, 52, Roadside, LW4, 57
303, 123, 67, Roadside, HV1, 66
303, 48, 43, Roadside, KT6, 63
303, 104, 50, Roadside, GB6, 39
303, 65, 64, Kerbside, WM6, 106
303, 47, 73, Roadside, BT4, 137
303, 118, 81, Roadside, HV3, 128
304, 54, 68, Roadside, BT8, 67
304, 104, 50, Roadside, GB6, 38
304, 67, 64, Roadside, WMB, 75
304, 49, 70, Roadside, BT6, 71
304, 70, 75, Roadside, IS2, 53
304, 47, 73, Roadside, BT4, 210
304, 48, 43, Roadside, KT6, 76
304, 101, 59, Roadside, GN0, 21
304, 65, 64, Kerbside, WM6, 84
304, 123, 67, Roadside, HV1, 42
304, 105, 58, Roadside, GN3, 47
304, 118, 81, Roadside, HV3, 82
304, 94, 81, Roadside, RB4, 99
304, 46, 66, Roadside, EI1, 77
304, 87, 52, Roadside, LW4, 56
305, 101, 59, Roadside, GN0, 37
305, 105, 58, Roadside, GN3, 37
305, 123, 67, Roadside, HV1, 39
305, 104, 50, Roadside, GB6, 22
305, 65, 64, Kerbside, WM6, 80
305, 49, 70, Roadside, BT6, 43
305, 47, 73, Roadside, BT4, 167
305, 94, 81, Roadside, RB4, 62
305, 118, 81, Roadside, HV3, 106
305, 67, 64, Roadside, WMB, 49
305, 87, 52, Roadside, LW4, 45
305, 48, 43, Roadside, KT6, 34
305, 54, 68, Roadside, BT8, 52
305, 46, 66, Roadside, EI1, 41
