tick, monitor_code,no2
237,IS2,30.60908669
237,KT6,51.23808162
237,LW4,80.21157567
237,RB4,29.36963048
237,WMB,71.61443371
238,BT4,39.75980276
238,BT6,46.58384679
238,BT8,44.54142654
238,EI1,70.10084558
238,EN5,66.35550836
238,GB6,61.77226097
238,GN0,48.46739431
238,GN3,51.27382518
238,HV1,21.34918553
238,HV3,45.92859368
238,IS2,41.70026237
238,KT6,45.94156706
238,LW4,70.0249672
238,RB4,56.59406035
238,WMB,56.68263876
239,BT4,64.75529758
239,BT6,39.85345221
239,BT8,41.98922959
239,EI1,65.96925796
239,EN5,48.41835127
239,GB6,57.98899204
239,GN0,37.77889157
239,GN3,36.64617641
239,HV1,16.67065974
239,HV3,36.34513411
239,IS2,32.66329976
239,KT6,47.95278522
239,LW4,77.9858104
239,RB4,51.35265462
239,WMB,90.01748115
240,BT4,76.38795983
240,BT6,44.89925786
240,BT8,50.04769512
240,EI1,67.11792011
240,EN5,63.66596345
240,GB6,43.00740365
240,GN0,58.6114879
240,GN3,45.68327152
240,HV1,40.36465171
240,HV3,47.96420334
240,IS2,46.86349857
240,KT6,33.72708015
240,LW4,47.80219648
240,RB4,50.62770961
240,WMB,59.75242117
241,BT4,45.60260793
241,BT6,39.8088407
241,BT8,49.98348084
241,EI1,67.38209904
241,EN5,61.59434445
241,GB6,57.8852271
241,GN0,40.07102735
241,GN3,58.5389263
241,HV1,41.93074614
241,HV3,48.3259728
241,IS2,62.66157816
241,KT6,31.64331695
241,LW4,64.16957561
241,RB4,44.21220752
241,WMB,90.55475877
242,BT4,50.64928923
242,BT6,32.66139116
242,BT8,52.75555117
242,EI1,46.92951127
242,EN5,55.64255218
242,GB6,51.15856559
242,GN0,44.59795274
242,GN3,49.3190197
242,HV1,22.36024746
242,HV3,30.69018479
242,IS2,37.51375641
242,KT6,26.01624657
242,LW4,47.64352955
242,RB4,27.28114917
242,WMB,42.51001423
243,BT4,46.0334137
243,BT6,28.56855804
243,BT8,42.68142923
243,EI1,52.27696808
243,EN5,51.70080466
243,GB6,53.09264737
243,GN0,37.27771934
243,GN3,42.11665741
243,HV1,12.75306115
243,HV3,16.11646921
243,IS2,44.58678036
243,KT6,17.81129991
243,LW4,41.91613465
243,RB4,14.25699347
243,WMB,42.22566568
244,BT4,64.91566693
244,BT6,25.02310274
244,BT8,36.73619692
244,EI1,32.12287166
244,EN5,48.11258689
244,GB6,49.40477776
244,GN0,49.04290082
244,GN3,29.83073613
244,HV1,11.13169575
244,HV3,34.47396359
244,IS2,25.19350294
244,KT6,27.02186755
244,LW4,42.14227301
244,RB4,22.53644119
244,WMB,44.3602301
245,BT4,51.1457012
245,BT6,45.41481689
245,BT8,50.36485841
245,EI1,65.51339522
245,EN5,49.32077817
245,GB6,53.82045249
245,GN0,20.55989691
245,GN3,55.69496961
245,HV1,37.8054724
245,HV3,39.60463016
245,IS2,51.66273916
245,KT6,35.98415689
245,LW4,54.78177005
245,RB4,40.81709381
245,WMB,44.80360604
246,BT4,57.00162832
246,BT6,20.36138802
246,BT8,41.79948978
246,EI1,18.0581254
246,EN5,28.45492604
246,GB6,26.6950662
246,GN0,23.84108854
246,GN3,16.50922434
246,HV1,5.073658523
246,HV3,13.73759387
246,IS2,14.32620531
246,KT6,14.53210232
246,LW4,23.0284738
246,RB4,6.636676078
246,WMB,43.71072679
247,BT4,74.36125795
247,BT6,14.49188826
247,BT8,44.18438835
247,EI1,14.54121038
247,EN5,18.31553924
247,GB6,27.27076725
247,GN0,24.37250816
247,GN3,10.95264711
247,HV1,2.727656782
247,HV3,22.9218442
247,IS2,13.00810522
247,KT6,9.61011269
247,LW4,29.04161624
247,RB4,4.498465926
247,WMB,38.45128803
248,BT4,86.16566571
248,BT6,31.28249088
248,BT8,44.47564001
248,EI1,41.7108018
248,EN5,40.44752977
248,GB6,27.5763268
248,GN0,26.86713153
248,GN3,36.22006419
248,HV1,21.72443797
248,HV3,27.47560515
248,IS2,29.11757161
248,KT6,31.80156629
248,LW4,33.95010686
248,RB4,21.41397495
248,WMB,59.63911513
249,BT4,61.20053269
249,BT6,18.99547409
249,BT8,51.19554905
249,EI1,20.63939255
249,EN5,30.20290652
249,GB6,37.33240048
249,GN0,28.48812002
249,GN3,15.98356889
249,HV1,4.09089912
249,HV3,13.06238067
249,IS2,25.84064062
249,KT6,13.11663008
249,LW4,36.25155976
249,RB4,5.366406635
249,WMB,62.99007722
250,BT4,72.74731655
250,BT6,33.63247234
250,BT8,35.46219194
250,EI1,45.32415556
250,EN5,36.03559849
250,GB6,27.43396887
250,GN0,26.4182276
250,GN3,41.47390782
250,HV1,28.24484875
250,HV3,25.81220915
250,IS2,30.3426688
250,KT6,25.72253923
250,LW4,35.57413877
250,RB4,21.40859462
250,WMB,75.26914466
251,BT4,66.84268641
251,BT6,19.35495954
251,BT8,26.88082221
251,EI1,38.2059515
251,EN5,38.70389773
251,GB6,33.73159085
251,GN0,24.27383841
251,GN3,36.80838978
251,HV1,14.04008073
251,HV3,9.21274889
251,IS2,28.85857291
251,KT6,13.99704572
251,LW4,32.24232666
251,RB4,7.519379613
251,WMB,43.99288566
252,BT4,65.52294592
252,BT6,40.4053955
252,BT8,47.40954938
252,EI1,57.43630055
252,EN5,38.54529417
252,GB6,27.10861106
252,GN0,14.53194048
252,GN3,43.34747726
252,HV1,43.77833244
252,HV3,61.8558313
252,IS2,39.52341638
252,KT6,40.79644553
252,LW4,37.601134
252,RB4,56.43743464
252,WMB,58.71803068
253,BT4,77.66122058
253,BT6,30.63206601
253,BT8,31.48573767
253,EI1,62.33218444
253,EN5,18.89182878
253,GB6,18.56097177
253,GN0,18.61413413
253,GN3,29.85166309
253,HV1,30.44476143
253,HV3,60.18827474
253,IS2,51.89172884
253,KT6,36.13419661
253,LW4,33.42788752
253,RB4,43.39297977
253,WMB,60.17565325
254,BT4,84.62598495
254,BT6,37.60828604
254,BT8,33.31889408
254,EI1,43.36593931
254,EN5,40.57465985
254,GB6,31.07811926
254,GN0,19.85676691
254,GN3,35.01221389
254,HV1,25.26781718
254,HV3,45.96803167
254,IS2,31.26307407
254,KT6,30.5527351
254,LW4,33.49801397
254,RB4,44.93539986
254,WMB,60.73899136
255,BT4,63.39467354
255,BT6,39.25711749
255,BT8,38.96059527
255,EI1,59.26922353
255,EN5,30.62921982
255,GB6,20.16509955
255,GN0,38.59644611
255,GN3,28.74811076
255,HV1,29.13903339
255,HV3,57.78251328
255,IS2,52.86681953
255,KT6,31.08302253
255,LW4,28.72969404
255,RB4,45.26454862
255,WMB,45.88329245
256,BT4,58.32469789
256,BT6,55.62309859
256,BT8,57.41401932
256,EI1,62.43135362
256,EN5,55.54369724
256,GB6,42.49725313
256,GN0,45.38621863
256,GN3,39.9773786
256,HV1,27.91400616
256,HV3,39.57323006
256,IS2,46.34987043
256,KT6,27.00725231
256,LW4,45.31360428
256,RB4,38.52750832
256,WMB,30.83473814
257,BT4,65.30777578
257,BT6,43.02676339
257,BT8,59.28292091
257,EI1,58.71403147
257,EN5,42.36590721
257,GB6,47.85114089
257,GN0,29.67534036
257,GN3,43.69330093
257,HV1,25.01337407
257,HV3,33.59834968
257,IS2,45.6922619
257,KT6,27.01427818
257,LW4,48.32393139
257,RB4,32.71515923
257,WMB,46.74804118
258,BT4,62.65083013
258,BT6,45.07352315
258,BT8,50.18186109
258,EI1,62.81547308
258,EN5,50.10420664
258,GB6,30.04917627
258,GN0,24.10525705
258,GN3,31.22457951
258,HV1,39.09437488
258,HV3,41.66265115
258,IS2,41.92920274
258,KT6,36.64521122
258,LW4,43.37221496
258,RB4,42.87948522
258,WMB,47.38255491
259,BT4,85.84871216
259,BT6,35.07048687
259,BT8,33.93955131
259,EI1,54.30866147
259,EN5,31.6561415
259,GB6,25.57021709
259,GN0,54.15511478
259,GN3,40.17647564
259,HV1,38.13503561
259,HV3,57.82517633
259,IS2,46.11286245
259,KT6,36.97916405
259,LW4,40.81252896
259,RB4,55.70108082
259,WMB,41.17513142
260,BT4,77.86461942
260,BT6,34.13298553
260,BT8,45.78669671
260,EI1,36.35803494
260,EN5,53.79330638
260,GB6,55.54870932
260,GN0,44.34181239
260,GN3,34.09309885
260,HV1,23.81066335
260,HV3,44.72736138
260,IS2,36.26615827
260,KT6,32.34744067
260,LW4,59.49516339
260,RB4,38.18498059
260,WMB,52.57487489
261,BT4,73.97903509
261,BT6,20.67991809
261,BT8,50.92681896
261,EI1,24.19448376
261,EN5,27.02891946
261,GB6,39.59883848
261,GN0,40.77003161
261,GN3,34.82676285
261,HV1,5.788164072
261,HV3,37.05078561
261,IS2,18.1516897
261,KT6,17.8206408
261,LW4,47.21393018
261,RB4,12.44487715
261,WMB,46.56251544
262,BT4,66.92451484
262,BT6,43.56810071
262,BT8,44.89352262
262,EI1,48.01141257
262,EN5,49.65714503
262,GB6,42.49776352
262,GN0,27.19305871
262,GN3,51.21684679
262,HV1,21.34767081
262,HV3,33.5744554
262,IS2,35.94371501
262,KT6,32.73295242
262,LW4,49.26900122
262,RB4,43.49217257
262,WMB,69.61620852
263,BT4,75.2179747
263,BT6,11.82409789
263,BT8,22.57978649
263,EI1,19.15634969
263,EN5,25.75242501
263,GB6,31.32176302
263,GN0,56.96754949
263,GN3,22.87977335
263,HV1,7.447455474
263,HV3,16.5250757
263,IS2,12.07684071
263,KT6,32.40840631
263,LW4,43.63128224
263,RB4,19.52410632
263,WMB,43.87696908
264,BT4,72.15641363
264,BT6,29.9005142
264,BT8,38.02706326
264,EI1,43.37881991
264,EN5,56.88590666
264,GB6,58.20337169
264,GN0,36.81384624
264,GN3,32.29438688
264,HV1,18.15773292
264,HV3,32.97877991
264,IS2,30.87430045
264,KT6,41.29579793
264,LW4,61.00673951
264,RB4,36.56144917
264,WMB,74.17262997
265,BT4,76.91129107
265,BT6,16.34672031
265,BT8,23.90553259
265,EI1,37.53643669
265,EN5,33.19437979
265,GB6,41.28825277
265,GN0,49.04571334
265,GN3,29.3264004
265,HV1,14.41798552
265,HV3,22.4104441
265,IS2,16.73413221
265,KT6,37.86930315
265,LW4,54.03253168
265,RB4,37.23142517
265,WMB,67.00253277
266,BT4,78.45663753
266,BT6,18.72682592
266,BT8,26.81829983
266,EI1,34.00605944
266,EN5,51.73469882
266,GB6,50.48990774
266,GN0,35.51952257
266,GN3,29.69999048
266,HV1,12.08549663
266,HV3,31.66773674
266,IS2,22.17331484
266,KT6,37.35244706
266,LW4,51.60253908
266,RB4,34.64286857
266,WMB,51.0446232
267,BT4,54.87212614
267,BT6,14.41783681
267,BT8,20.4353887
267,EI1,36.52502108
267,EN5,31.33640357
267,GB6,34.73903406
267,GN0,49.57591893
267,GN3,32.20347299
267,HV1,8.616120311
267,HV3,22.15346427
267,IS2,14.97914801
267,KT6,35.85194256
267,LW4,52.69033759
267,RB4,25.04897703
267,WMB,66.42727786
268,BT4,77.55439784
268,BT6,26.22841824
268,BT8,30.7996299
268,EI1,41.47624796
268,EN5,50.23493795
268,GB6,55.03279657
268,GN0,40.29538498
268,GN3,27.94909288
268,HV1,17.75469231
268,HV3,35.6411368
268,IS2,27.52446529
268,KT6,41.70687617
268,LW4,60.31748815
268,RB4,33.55709641
268,WMB,43.07380635
269,BT4,66.852493
269,BT6,30.55572849
269,BT8,34.68326425
269,EI1,59.3089909
269,EN5,41.24959902
269,GB6,48.31981853
269,GN0,46.35690934
269,GN3,38.04522278
269,HV1,20.56676273
269,HV3,31.96045806
269,IS2,26.69842353
269,KT6,49.72957959
269,LW4,74.66135497
269,RB4,46.71139448
269,WMB,51.57135981
270,BT4,78.191677
270,BT6,20.84822342
270,BT8,27.9022849
270,EI1,31.88104325
270,EN5,38.26372006
270,GB6,44.57653805
270,GN0,46.35843715
270,GN3,29.88051969
270,HV1,12.26661934
270,HV3,34.8877517
270,IS2,26.01646766
270,KT6,39.9309065
270,LW4,48.92497164
270,RB4,23.94040452
270,WMB,45.08820392
271,BT4,58.86585035
271,BT6,15.41616525
271,BT8,22.05397476
271,EI1,35.15059329
271,EN5,26.31560992
271,GB6,35.48083846
271,GN0,45.97015754
271,GN3,29.17538937
271,HV1,8.109684723
271,HV3,23.76040182
271,IS2,17.38032326
271,KT6,39.85263793
271,LW4,58.135054
271,RB4,30.12013232
271,WMB,48.52565104
272,BT4,68.40131339
272,BT6,19.9610559
272,BT8,32.6166997
272,EI1,26.88634002
272,EN5,34.38418187
272,GB6,47.50106734
272,GN0,60.54958518
272,GN3,29.45910222
272,HV1,11.65284441
272,HV3,34.87593626
272,IS2,23.99135628
272,KT6,30.18880775
272,LW4,45.88406037
272,RB4,17.87991485
272,WMB,50.01588676
273,BT4,55.2415766
273,BT6,20.02354355
273,BT8,31.87832286
273,EI1,33.02096497
273,EN5,36.32626657
273,GB6,53.09442287
273,GN0,54.819191
273,GN3,16.8966308
273,HV1,10.8665999
273,HV3,39.24695538
273,IS2,25.53464281
273,KT6,51.46987568
273,LW4,63.10617348
273,RB4,15.92413749
273,WMB,55.74645832
274,BT4,52.99275221
274,BT6,34.87245147
274,BT8,45.57459747
274,EI1,41.61092396
274,EN5,61.48004986
274,GB6,53.74352968
274,GN0,38.22585926
274,GN3,14.02680624
274,HV1,20.60781531
274,HV3,40.64222306
274,IS2,37.09022181
274,KT6,34.68634377
274,LW4,61.55129954
274,RB4,39.08052909
274,WMB,37.1831604
275,BT4,47.13347395
275,BT6,35.45691406
275,BT8,51.76794732
275,EI1,54.14788314
275,EN5,46.20564662
275,GB6,39.34769369
275,GN0,52.59985436
275,GN3,23.76148174
275,HV1,27.31911889
275,HV3,39.73144211
275,IS2,42.2389255
275,KT6,34.7547075
275,LW4,54.12384621
275,RB4,41.79521834
275,WMB,37.57615871
276,BT4,41.97143097
276,BT6,44.66536237
276,BT8,47.54197787
276,EI1,42.77394007
276,EN5,51.08169656
276,GB6,53.44356374
276,GN0,38.92625122
276,GN3,22.38852372
276,HV1,28.87130056
276,HV3,41.85373723
276,IS2,35.27462346
276,KT6,39.28212422
276,LW4,63.3383782
276,RB4,35.03622724
276,WMB,26.72081124
277,BT4,76.67581181
277,BT6,22.18492365
277,BT8,40.33079304
277,EI1,33.83273177
277,EN5,28.81990849
277,GB6,39.42123689
277,GN0,51.60850046
277,GN3,25.28462652
277,HV1,10.71605178
277,HV3,24.77763107
277,IS2,19.60554465
277,KT6,32.03454325
277,LW4,56.09394045
277,RB4,17.93788644
277,WMB,20.57270843
278,BT4,81.9146652
278,BT6,45.48139737
278,BT8,60.20402267
278,EI1,45.08094629
278,EN5,62.01780139
278,GB6,59.28096361
278,GN0,47.96780432
278,GN3,17.28880002
278,HV1,23.68033529
278,HV3,38.91520695
278,IS2,39.59792933
278,KT6,40.18837251
278,LW4,60.03478831
278,RB4,32.33107621
278,WMB,29.54839247
279,BT4,89.50564894
279,BT6,32.05816636
279,BT8,68.50657895
279,EI1,42.41497385
279,EN5,49.05472208
279,GB6,45.6606448
279,GN0,52.90773308
279,GN3,20.01831853
279,HV1,8.788378667
279,HV3,25.70733568
279,IS2,39.53463528
279,KT6,21.27474024
279,LW4,53.67329476
279,RB4,12.78362586
279,WMB,31.60150266
280,BT4,91.35388215
280,BT6,35.2390153
280,BT8,61.05687908
280,EI1,43.61907772
280,EN5,55.85332137
280,GB6,53.53691552
280,GN0,47.32425559
280,GN3,17.77147989
280,HV1,25.58456763
280,HV3,31.66372799
280,IS2,33.19359484
280,KT6,42.84645451
280,LW4,47.03857569
280,RB4,24.28443633
280,WMB,32.49873017
281,BT4,48.70651767
281,BT6,26.72446995
281,BT8,49.23165269
281,EI1,38.40469247
281,EN5,50.52967546
281,GB6,42.65475146
281,GN0,41.03766998
281,GN3,16.28138942
281,HV1,10.58605603
281,HV3,17.33951597
281,IS2,37.83468016
281,KT6,14.19844139
281,LW4,50.29618002
281,RB4,10.25204539
281,WMB,56.12952368
282,BT4,41.62519982
282,BT6,31.93075578
282,BT8,43.71217656
282,EI1,48.89542027
282,EN5,47.78042081
282,GB6,47.73643531
282,GN0,23.6928223
282,GN3,20.28710494
282,HV1,33.04397836
282,HV3,55.12197274
282,IS2,34.21552867
282,KT6,41.55342597
282,LW4,48.95213749
282,RB4,41.37836516
282,WMB,26.57394881
283,BT4,34.8331852
283,BT6,31.87726684
283,BT8,35.55743425
283,EI1,59.73453154
283,EN5,38.43953048
283,GB6,27.82826119
283,GN0,24.35054496
283,GN3,20.6071741
283,HV1,32.38885642
283,HV3,52.13642803
283,IS2,48.23212203
283,KT6,35.7142774
283,LW4,42.80458084
283,RB4,45.82380203
283,WMB,27.68423007
284,BT4,40.73816217
284,BT6,44.06400693
284,BT8,54.98357863
284,EI1,62.62741708
284,EN5,45.21566929
284,GB6,22.89551908
284,GN0,17.49340261
284,GN3,15.28883103
284,HV1,44.14130362
284,HV3,74.51070199
284,IS2,37.46095059
284,KT6,42.66111341
284,LW4,41.94246815
284,RB4,57.25597114
284,WMB,22.04338045
285,BT4,31.97001487
285,BT6,31.17289823
285,BT8,36.10865051
285,EI1,54.50429614
285,EN5,31.90374584
285,GB6,20.94107709
285,GN0,38.5779872
285,GN3,22.56753469
285,HV1,32.01559561
285,HV3,55.53789603
285,IS2,48.57843277
285,KT6,32.12614144
285,LW4,41.97427971
285,RB4,49.8132852
285,WMB,32.14186638
286,BT4,36.9743101
286,BT6,40.36320857
286,BT8,57.85675961
286,EI1,49.40808452
286,EN5,55.74892398
286,GB6,46.39024224
286,GN0,37.02396312
286,GN3,19.11167113
286,HV1,25.70411215
286,HV3,28.19353562
286,IS2,32.7607643
286,KT6,36.02817719
286,LW4,50.46230282
286,RB4,23.61426557
286,WMB,25.81856733
287,BT4,35.34449098
287,BT6,34.75322153
287,BT8,46.21208801
287,EI1,50.98602437
287,EN5,50.94301823
287,GB6,42.69449952
287,GN0,29.20552538
287,GN3,16.16946547
287,HV1,14.52166958
287,HV3,13.30331552
287,IS2,38.70618174
287,KT6,16.51974534
287,LW4,51.79218173
287,RB4,10.0601961
287,WMB,22.22582029
288,BT4,39.44199762
288,BT6,26.71481662
288,BT8,32.58940365
288,EI1,33.00148296
288,EN5,40.77365156
288,GB6,34.33579354
288,GN0,32.27833448
288,GN3,10.62026993
288,HV1,13.61916836
288,HV3,13.89809964
288,IS2,28.15862503
288,KT6,18.24325726
288,LW4,32.18540834
288,RB4,11.24085012
288,WMB,28.40786932
289,BT4,51.76256545
289,BT6,23.59343867
289,BT8,34.93573977
289,EI1,29.26802402
289,EN5,44.42766658
289,GB6,32.99109752
289,GN0,17.60253999
289,GN3,15.91218085
289,HV1,13.92378953
289,HV3,10.16883344
289,IS2,30.17713308
289,KT6,14.16819775
289,LW4,35.23771885
289,RB4,8.912288319
289,WMB,23.76628331
290,BT4,45.66957304
290,BT6,21.89422213
290,BT8,31.5177279
290,EI1,23.17881521
290,EN5,23.71742872
290,GB6,14.63262539
290,GN0,14.60561796
290,GN3,17.68012537
290,HV1,19.73068632
290,HV3,16.6456235
290,IS2,22.75562644
290,KT6,11.64176277
290,LW4,24.93527564
290,RB4,17.49551713
290,WMB,24.02011613
291,BT4,60.8097908
291,BT6,16.52400212
291,BT8,16.09171807
291,EI1,16.49871674
291,EN5,17.93005725
291,GB6,9.632714126
291,GN0,20.86278917
291,GN3,21.71978255
291,HV1,14.89484766
291,HV3,19.10221875
291,IS2,18.71289649
291,KT6,8.065666349
291,LW4,19.90706837
291,RB4,16.59954465
291,WMB,13.47571276
292,BT4,64.23193636
292,BT6,25.0618926
292,BT8,28.65150569
292,EI1,24.7534865
292,EN5,29.7623659
292,GB6,15.80337696
292,GN0,19.87771418
292,GN3,47.93883043
292,HV1,26.24689456
292,HV3,22.3525
292,IS2,24.60744979
292,KT6,14.16733771
292,LW4,28.80657608
292,RB4,16.74025884
292,WMB,18.66582884
293,BT4,41.27238461
293,BT6,15.37284936
293,BT8,14.0802367
293,EI1,18.0946248
293,EN5,27.27457097
293,GB6,19.43843296
293,GN0,24.26028696
293,GN3,19.38941697
293,HV1,17.29284327
293,HV3,8.330366592
293,IS2,19.13925869
293,KT6,8.223965344
293,LW4,26.05574162
293,RB4,9.202976207
293,WMB,28.71954659
294,BT4,52.03245316
294,BT6,28.63637301
294,BT8,34.00561223
294,EI1,37.71722221
294,EN5,48.2756579
294,GB6,35.84154977
294,GN0,34.55505539
294,GN3,16.82547513
294,HV1,19.97392712
294,HV3,24.15875716
294,IS2,28.31595663
294,KT6,27.1234221
294,LW4,34.50306291
294,RB4,23.14814161
294,WMB,28.45377718
295,BT4,55.11723665
295,BT6,22.14935226
295,BT8,54.20002551
295,EI1,37.61969765
295,EN5,37.97593307
295,GB6,35.23672128
295,GN0,21.38549902
295,GN3,23.03921989
295,HV1,8.819249426
295,HV3,17.96309855
295,IS2,28.39205676
295,KT6,14.43825511
295,LW4,41.09084806
295,RB4,7.086198637
295,WMB,61.01350387
296,BT4,61.45262739
296,BT6,36.5092342
296,BT8,35.20051165
296,EI1,42.74730632
296,EN5,33.55600979
296,GB6,26.23728577
296,GN0,14.4260173
296,GN3,16.31865132
296,HV1,26.0988476
296,HV3,45.97041631
296,IS2,35.77542661
296,KT6,27.23534335
296,LW4,25.88420205
296,RB4,45.51413369
296,WMB,23.46603188
297,BT4,63.84186257
297,BT6,26.33711225
297,BT8,29.53544691
297,EI1,40.31233164
297,EN5,15.77588286
297,GB6,13.60747839
297,GN0,13.36723692
297,GN3,42.61417687
297,HV1,24.48063027
297,HV3,51.86323794
297,IS2,38.49047059
297,KT6,24.86488833
297,LW4,21.387456
297,RB4,34.39380172
297,WMB,29.2253668
298,BT4,58.17427672
298,BT6,17.44651506
298,BT8,24.9239532
298,EI1,21.01978326
298,EN5,16.7362651
298,GB6,10.66369974
298,GN0,18.60899273
298,GN3,34.78445178
298,HV1,17.75674062
298,HV3,25.56653058
298,IS2,19.00368035
298,KT6,14.26838725
298,LW4,20.57175343
298,RB4,22.44889504
298,WMB,30.21567638
299,BT4,48.2787978
299,BT6,18.98062033
299,BT8,18.91561326
299,EI1,24.52166853
299,EN5,27.03970871
299,GB6,13.2716554
299,GN0,19.03408397
299,GN3,14.78645921
299,HV1,21.11747876
299,HV3,26.92665786
299,IS2,29.73958414
299,KT6,12.79966504
299,LW4,26.07135823
299,RB4,28.59481794
299,WMB,25.31339117
300,BT4,36.68993006
300,BT6,26.83517633
300,BT8,32.76017437
300,EI1,34.16293197
300,EN5,21.03444402
300,GB6,16.36456503
300,GN0,13.29711979
300,GN3,13.54505866
300,HV1,27.51735137
300,HV3,37.51957452
300,IS2,24.63131534
300,KT6,22.86547322
300,LW4,25.90385511
300,RB4,30.96434147
300,WMB,47.59752682
301,BT4,51.43665173
301,BT6,20.89337158
301,BT8,20.80633898
301,EI1,28.25244694
301,EN5,14.77882124
301,GB6,10.47897574
301,GN0,17.52777531
301,GN3,21.29048558
301,HV1,17.85794147
301,HV3,44.71560173
301,IS2,29.39855033
301,KT6,20.78680146
301,LW4,17.60490982
301,RB4,33.03181906
301,WMB,36.58316801
302,BT4,64.56306592
302,BT6,36.26536997
302,BT8,42.51069987
302,EI1,42.13028377
302,EN5,24.84606657
302,GB6,17.55458854
302,GN0,11.06414808
302,GN3,15.26936767
302,HV1,33.76504285
302,HV3,47.82642378
302,IS2,33.03830173
302,KT6,37.52473281
302,LW4,30.59828253
302,RB4,44.78019375
302,WMB,22.24572473
303,BT4,64.84091692
303,BT6,22.97504263
303,BT8,29.65828325
303,EI1,35.4560161
303,EN5,18.18628228
303,GB6,14.10744295
303,GN0,14.7469259
303,GN3,20.75589003
303,HV1,24.90481464
303,HV3,46.87974905
303,IS2,35.26338072
303,KT6,25.38215206
303,LW4,27.62607361
303,RB4,33.64470812
303,WMB,21.42716939
304,BT4,85.3101459
304,BT6,32.88556492
304,BT8,29.01078249
304,EI1,30.88100999
304,EN5,35.80842143
304,GB6,15.10750076
304,GN0,9.242995613
304,GN3,19.98954232
304,HV1,20.01880967
304,HV3,29.52554013
304,IS2,26.00676538
304,KT6,26.85895277
304,LW4,25.61795601
304,RB4,33.51292908
304,WMB,26.8324403
305,BT4,59.93593067
305,BT6,16.52792222
305,BT8,18.24190266
305,EI1,15.56286466
305,EN5,11.71577043
305,GB6,8.858247846
305,GN0,16.10234877
305,GN3,14.34238989
305,HV1,15.26250985
305,HV3,39.99317947
305,IS2,18.92468455
305,KT6,14.32255564
305,LW4,15.72829331
305,RB4,21.06500676
305,WMB,18.99028628
306,BT4,71.25481273
306,BT6,22.45642805
306,BT8,29.42513215
306,EI1,27.82415414
306,EN5,15.23726807
306,GB6,12.84128154
306,GN0,13.07040341
306,GN3,20.38435694
306,HV1,20.93087196
306,HV3,40.10083607
306,IS2,23.47298499
306,KT6,13.97089533
306,LW4,24.86631884
306,RB4,25.51820052
306,WMB,39.18481494
307,BT4,70.76201042
307,BT6,22.96165915
307,BT8,23.57851454
307,EI1,31.29392637
307,EN5,21.34920027
307,GB6,12.46626898
307,GN0,18.10307916
307,GN3,28.28386112
307,HV1,21.96473493
307,HV3,42.00738022
307,IS2,34.36108613
307,KT6,16.70319864
307,LW4,21.41244965
307,RB4,31.61490818
307,WMB,63.35270522
308,BT4,63.61128252
308,BT6,36.55069614
308,BT8,35.49167198
308,EI1,44.88181684
308,EN5,24.95962023
308,GB6,26.58470904
308,GN0,38.75128343
308,GN3,28.95586153
308,HV1,26.27298614
308,HV3,47.96788002
308,IS2,28.19757719
308,KT6,28.71204072
308,LW4,32.65624062
308,RB4,46.20959915
308,WMB,28.48441699
309,BT4,59.87993013
309,BT6,47.27495634
309,BT8,42.32571245
309,EI1,61.9689548
309,EN5,55.51468604
309,GB6,56.67992621
309,GN0,15.72119078
309,GN3,16.84025944
309,HV1,28.67849184
309,HV3,41.1730286
309,IS2,41.4686347
309,KT6,49.83599679
309,LW4,60.69466673
309,RB4,56.1546201
309,WMB,57.94552282
310,BT4,68.71263325
310,BT6,25.77765226
310,BT8,35.10555613
310,EI1,37.72920535
310,EN5,21.2404567
310,GB6,16.22360795
310,GN0,14.9425885
310,GN3,15.06703531
310,HV1,25.84663052
310,HV3,51.09730996
310,IS2,27.38127767
310,KT6,18.9568546
310,LW4,24.47611678
310,RB4,32.19721166
310,WMB,36.75997092
311,BT4,42.15137631
311,BT6,26.43921356
311,BT8,28.56104604
311,EI1,43.3154212
311,EN5,18.77319735
311,GB6,14.29791354
311,GN0,15.5029364
311,GN3,20.3419186
311,HV1,26.35751419
311,HV3,54.83798493
311,IS2,39.42401078
311,KT6,21.98755185
311,LW4,24.02667423
311,RB4,38.6567468
311,WMB,65.5550515
312,BT4,36.18209669
312,BT6,36.32756936
312,BT8,45.53292241
312,EI1,49.58137467
312,EN5,32.12360132
312,GB6,20.95207124
312,GN0,12.44940617
312,GN3,15.37055194
312,HV1,29.38279768
312,HV3,45.15784002
312,IS2,33.75421362
312,KT6,29.09886036
312,LW4,35.37589181
312,RB4,41.78131395
312,WMB,28.33659904
313,BT4,47.79938041
313,BT6,23.5075044
313,BT8,27.01303383
313,EI1,49.59265564
313,EN5,11.35379806
313,GB6,12.54632877
313,GN0,47.88523346
313,GN3,18.41311599
313,HV1,21.37967409
313,HV3,44.7300677
313,IS2,38.37509086
313,KT6,26.60692497
313,LW4,21.86231845
313,RB4,29.66697541
313,WMB,35.83985215
314,BT4,54.94807897
314,BT6,31.74604391
314,BT8,43.14833469
314,EI1,42.21191961
314,EN5,43.96411198
314,GB6,45.61510237
314,GN0,20.51894251
314,GN3,11.83923902
314,HV1,27.9696555
314,HV3,32.55180685
314,IS2,30.61718849
314,KT6,36.83288048
314,LW4,49.27284097
314,RB4,31.2114579
314,WMB,23.63473717
315,BT4,54.17068298
315,BT6,33.33613111
315,BT8,32.7244078
315,EI1,62.74274595
315,EN5,31.9342837
315,GB6,32.3598882
