tick, monitor_code,no2
1562,HV1,17.14179148
1562,HV3,33.78746806
1562,IS2,44.63667809
1562,KT6,21.62295465
1562,LW4,25.57461192
1562,RB4,17.82757158
1562,WMB,71.44002522
1563,BT4,69.49412011
1563,BT6,33.53048526
1563,BT8,22.24029739
1563,EI1,45.26060553
1563,EN5,52.4659514
1563,GB6,10.7735786
1563,GN0,13.90846806
1563,GN3,28.64851406
1563,HV1,17.97933717
1563,HV3,36.54619008
1563,IS2,45.99254631
1563,KT6,26.41042148
1563,LW4,24.46019144
1563,RB4,37.67184529
1563,WMB,58.69942665
1564,BT4,65.53754251
1564,BT6,18.49437396
1564,BT8,34.27509687
1564,EI1,61.41171316
1564,EN5,72.87815581
1564,GB6,33.16621308
1564,GN0,40.01599002
1564,GN3,31.78816164
1564,HV1,25.36513392
1564,HV3,30.02982585
1564,IS2,24.62152982
1564,KT6,41.35091718
1564,LW4,21.89493083
1564,RB4,33.66084147
1564,WMB,40.27325188
1565,BT4,66.06985077
1565,BT6,20.72656756
1565,BT8,28.08404795
1565,EI1,70.77614793
1565,EN5,38.56102424
1565,GB6,21.92356907
1565,GN0,30.38678219
1565,GN3,41.47318055
1565,HV1,29.28483816
1565,HV3,39.85429707
1565,IS2,32.21689583
1565,KT6,36.64169674
1565,LW4,26.96555647
1565,RB4,53.80790048
1565,WMB,48.67276021
1566,BT4,65.12439542
1566,BT6,21.29772113
1566,BT8,53.30646222
1566,EI1,56.81040542
1566,EN5,34.70245938
1566,GB6,40.63784576
1566,GN0,11.74490616
1566,GN3,30.83800481
1566,HV1,38.38379784
1566,HV3,36.30185606
1566,IS2,20.60636335
1566,KT6,45.95185713
1566,LW4,44.03380822
1566,RB4,60.79110536
1566,WMB,10.94954181
1567,BT4,50.41174544
1567,BT6,33.89764678
1567,BT8,47.36987424
1567,EI1,64.80760708
1567,EN5,26.8066344
1567,GB6,31.4192839
1567,GN0,12.31081825
1567,GN3,47.83292179
1567,HV1,45.11088685
1567,HV3,22.0716695
1567,IS2,23.87324212
1567,KT6,21.76477372
1567,LW4,59.28229922
1567,RB4,25.81178841
1567,WMB,19.90268342
1568,BT4,56.51784457
1568,BT6,30.58580261
1568,BT8,23.07725115
1568,EI1,43.0543149
1568,EN5,23.61906936
1568,GB6,15.23686959
1568,GN0,10.75613172
1568,GN3,46.23542434
1568,HV1,22.78151194
1568,HV3,62.19974236
1568,IS2,30.40783247
1568,KT6,19.33012591
1568,LW4,71.25900875
1568,RB4,22.64805654
1568,WMB,8.579129384
1569,BT4,37.92255847
1569,BT6,51.21478766
1569,BT8,19.55569327
1569,EI1,26.43087228
1569,EN5,28.7468015
1569,GB6,13.02311
1569,GN0,13.6119331
1569,GN3,21.77297516
1569,HV1,19.19361282
1569,HV3,20.43994115
1569,IS2,22.7757676
1569,KT6,19.92649565
1569,LW4,69.69999698
1569,RB4,18.67460981
1569,WMB,18.5787811
1570,BT4,55.31684799
1570,BT6,51.9100294
1570,BT8,22.78306871
1570,EI1,21.166855
1570,EN5,35.89712407
1570,GB6,11.30717335
1570,GN0,33.5511607
1570,GN3,18.90979461
1570,HV1,19.48423336
1570,HV3,61.1545585
1570,IS2,53.20846747
1570,KT6,28.55834397
1570,LW4,70.58495353
1570,RB4,24.27005643
1570,WMB,12.14912708
1571,BT4,27.43146498
1571,BT6,23.59000306
1571,BT8,22.29973009
1571,EI1,25.22210293
1571,EN5,37.01064035
1571,GB6,13.48994007
1571,GN0,47.63882956
1571,GN3,20.49718286
1571,HV1,21.4671637
1571,HV3,33.9683947
1571,IS2,19.36178465
1571,KT6,29.57057535
1571,LW4,65.6551745
1571,RB4,33.05230845
1571,WMB,23.30296702
1572,BT4,29.12275214
1572,BT6,26.696055
1572,BT8,48.67080837
1572,EI1,34.62037856
1572,EN5,46.77562543
1572,GB6,33.29764796
1572,GN0,58.52216636
1572,GN3,16.37668032
1572,HV1,43.42933216
1572,HV3,22.02266919
1572,IS2,71.77059116
1572,KT6,33.93019848
1572,LW4,42.33582798
1572,RB4,20.95262989
1572,WMB,12.02030188
1573,BT4,17.3066763
1573,BT6,16.52215494
1573,BT8,40.21117784
1573,EI1,35.4566156
1573,EN5,50.86222039
1573,GB6,53.71095472
1573,GN0,48.35701254
1573,GN3,35.44536573
1573,HV1,32.9186958
1573,HV3,20.18259069
1573,IS2,55.63810668
1573,KT6,49.64051817
1573,LW4,36.702693
1573,RB4,63.99990487
1573,WMB,17.43477289
1574,BT4,27.05949761
1574,BT6,15.72470218
1574,BT8,77.61752323
1574,EI1,39.99483462
1574,EN5,26.28231281
1574,GB6,63.5695581
1574,GN0,69.84298751
1574,GN3,29.22698244
1574,HV1,65.78306044
1574,HV3,18.51173322
1574,IS2,38.59100864
1574,KT6,32.87775039
1574,LW4,42.64150141
1574,RB4,25.78054577
1574,WMB,18.97920747
1575,BT4,53.24933861
1575,BT6,27.52981278
1575,BT8,54.04911436
1575,EI1,51.24790117
1575,EN5,34.85129238
1575,GB6,51.14856445
1575,GN0,40.05156362
1575,GN3,54.4587138
1575,HV1,29.45689442
1575,HV3,25.7482256
1575,IS2,40.53307763
1575,KT6,52.96232297
1575,LW4,53.52260012
1575,RB4,64.79437329
1575,WMB,15.95027958
1576,BT4,55.62237891
1576,BT6,16.23891797
1576,BT8,71.20343612
1576,EI1,60.85229607
1576,EN5,25.77587427
1576,GB6,67.30380734
1576,GN0,36.93359412
1576,GN3,16.03833531
1576,HV1,45.19734096
1576,HV3,36.13871175
1576,IS2,19.99673957
1576,KT6,44.84178122
1576,LW4,54.53849419
1576,RB4,35.83125885
1576,WMB,28.44361842
1577,BT4,114.184229
1577,BT6,64.81516514
1577,BT8,39.85421354
1577,EI1,27.50686765
1577,EN5,25.89699838
1577,GB6,45.50187655
1577,GN0,32.33639162
1577,GN3,61.70288254
1577,HV1,30.57124293
1577,HV3,30.02046928
1577,IS2,38.95606368
1577,KT6,32.60126627
1577,LW4,58.13402258
1577,RB4,27.36912186
1577,WMB,44.00486928
1578,BT4,98.6169315
1578,BT6,18.45381835
1578,BT8,30.88360483
1578,EI1,38.92016226
1578,EN5,35.95155889
1578,GB6,36.88125452
1578,GN0,34.60554957
1578,GN3,56.91637807
1578,HV1,14.65483171
1578,HV3,34.2912028
1578,IS2,14.82961658
1578,KT6,33.85544538
1578,LW4,60.65006592
1578,RB4,20.10121674
1578,WMB,26.89736444
1579,BT4,120.8477318
1579,BT6,75.30632532
1579,BT8,22.74019482
1579,EI1,23.09233865
1579,EN5,28.23673442
1579,GB6,28.81697226
1579,GN0,40.04091801
1579,GN3,39.56703331
1579,HV1,11.28768494
1579,HV3,43.74792285
1579,IS2,21.47175305
1579,KT6,32.29696909
1579,LW4,64.82050676
1579,RB4,20.0445017
1579,WMB,35.69900929
1580,BT4,111.2970389
1580,BT6,51.47744388
1580,BT8,26.87107482
1580,EI1,34.73932498
1580,EN5,68.97288922
1580,GB6,31.80130137
1580,GN0,46.84112662
1580,GN3,46.15891127
1580,HV1,15.59948626
1580,HV3,19.48312931
1580,IS2,22.6591269
1580,KT6,37.88359531
1580,LW4,37.01597102
1580,RB4,32.07331746
1580,WMB,27.68089806
1581,BT4,50.74081978
1581,BT6,42.72773398
1581,BT8,24.762497
1581,EI1,35.78279056
1581,EN5,32.03146316
1581,GB6,37.81130349
1581,GN0,46.34178139
1581,GN3,10.80245976
1581,HV1,20.49015826
1581,HV3,20.78065333
1581,IS2,29.80269524
1581,KT6,39.9652338
1581,LW4,49.74284404
1581,RB4,38.79521918
1581,WMB,45.93208871
1582,BT4,46.92348986
1582,BT6,38.14128952
1582,BT8,36.42743395
1582,EI1,29.27124515
1582,EN5,75.03170736
1582,GB6,50.58939509
1582,GN0,49.16816088
1582,GN3,14.753413
1582,HV1,32.3935291
1582,HV3,20.85994546
1582,IS2,17.65380148
1582,KT6,42.75519253
1582,LW4,35.22827704
1582,RB4,30.8273937
1582,WMB,27.6274852
1583,BT4,29.74652357
1583,BT6,14.74107268
1583,BT8,32.77702372
1583,EI1,59.53930112
1583,EN5,55.9317547
1583,GB6,49.10829976
1583,GN0,52.10238214
1583,GN3,13.16460679
1583,HV1,25.98835687
1583,HV3,22.65925775
1583,IS2,15.34291512
1583,KT6,53.93920959
1583,LW4,42.25363972
1583,RB4,46.37599011
1583,WMB,43.88611186
1584,BT4,37.39081409
1584,BT6,25.3588334
1584,BT8,49.89361337
1584,EI1,19.04619205
1584,EN5,35.4303107
1584,GB6,54.81332888
1584,GN0,30.44148056
1584,GN3,17.63507775
1584,HV1,32.88733757
1584,HV3,33.51332256
1584,IS2,15.16964353
1584,KT6,54.83671917
1584,LW4,47.82608275
1584,RB4,54.94338798
1584,WMB,34.10917796
1585,BT4,28.57619416
1585,BT6,12.12657575
1585,BT8,52.90596182
1585,EI1,76.80347182
1585,EN5,38.53040563
1585,GB6,60.92188345
1585,GN0,42.66446282
1585,GN3,12.11659661
1585,HV1,36.11266057
1585,HV3,27.46699666
1585,IS2,16.06736022
1585,KT6,28.55472381
1585,LW4,50.44819561
1585,RB4,20.26979018
1585,WMB,41.45259009
1586,BT4,33.13741972
1586,BT6,18.08622735
1586,BT8,30.89192261
1586,EI1,63.16117
1586,EN5,9.721327311
1586,GB6,30.71493173
1586,GN0,34.0333672
1586,GN3,18.42925575
1586,HV1,12.46785581
1586,HV3,48.60360251
1586,IS2,31.07142405
1586,KT6,24.0241627
1586,LW4,68.10980681
1586,RB4,20.68583702
1586,WMB,38.45039262
1587,BT4,40.78788743
1587,BT6,18.59532291
1587,BT8,42.4992024
1587,EI1,44.5056169
1587,EN5,15.13627848
1587,GB6,41.66893345
1587,GN0,34.36337342
1587,GN3,15.95754976
1587,HV1,10.24293707
1587,HV3,13.39633011
1587,IS2,38.15393911
1587,KT6,28.56258751
1587,LW4,38.1352993
1587,RB4,19.11264163
1587,WMB,32.58296057
1588,BT4,25.64498295
1588,BT6,21.54794593
1588,BT8,25.88501251
1588,EI1,49.69706749
1588,EN5,13.08852758
1588,GB6,28.15930496
1588,GN0,51.52747482
1588,GN3,19.881572
1588,HV1,10.51952633
1588,HV3,68.02582431
1588,IS2,25.9957602
1588,KT6,31.23979181
1588,LW4,70.55337715
1588,RB4,16.91803762
1588,WMB,30.20051744
1589,BT4,13.56770938
1589,BT6,17.3456435
1589,BT8,25.77785882
1589,EI1,17.97625042
1589,EN5,20.44807707
1589,GB6,34.68447733
1589,GN0,41.80070853
1589,GN3,16.4516031
1589,HV1,8.07894545
1589,HV3,49.83803276
1589,IS2,34.69107344
1589,KT6,46.05992817
1589,LW4,70.75490625
1589,RB4,24.79965355
1589,WMB,22.50209984
1590,BT4,20.44390013
1590,BT6,17.21783226
1590,BT8,34.75613769
1590,EI1,35.34178279
1590,EN5,13.67246407
1590,GB6,49.1051434
1590,GN0,59.22307201
1590,GN3,23.74956075
1590,HV1,18.22638835
1590,HV3,45.62478555
1590,IS2,24.15636909
1590,KT6,36.31897616
1590,LW4,45.85120971
1590,RB4,18.89681294
1590,WMB,44.09378421
1591,BT4,19.05587799
1591,BT6,15.29487053
1591,BT8,25.84635829
1591,EI1,12.58884726
1591,EN5,21.61643507
1591,GB6,40.02245433
1591,GN0,30.83835036
1591,GN3,46.64100625
1591,HV1,11.45006166
1591,HV3,22.61075025
1591,IS2,35.47856376
1591,KT6,53.47309576
1591,LW4,52.33886728
1591,RB4,52.94693047
1591,WMB,40.15283134
1592,BT4,17.01686684
1592,BT6,17.43830613
1592,BT8,58.75957816
1592,EI1,20.68066827
1592,EN5,18.66397682
1592,GB6,59.62839623
1592,GN0,57.89276262
1592,GN3,34.6877965
1592,HV1,51.33496899
1592,HV3,20.73647462
1592,IS2,29.82926428
1592,KT6,19.97329066
1592,LW4,14.49111968
1592,RB4,14.34414108
1592,WMB,36.99932018
1593,BT4,37.85067371
1593,BT6,30.97276819
1593,BT8,29.26364986
1593,EI1,20.57329289
1593,EN5,21.07509077
1593,GB6,36.17827915
1593,GN0,53.66671121
1593,GN3,27.92730375
1593,HV1,10.51656892
1593,HV3,39.39983649
1593,IS2,30.3051262
1593,KT6,54.74810221
1593,LW4,19.72135397
1593,RB4,80.95959956
1593,WMB,26.09611931
1594,BT4,21.25699861
1594,BT6,32.073742
1594,BT8,70.4289609
1594,EI1,26.39512223
1594,EN5,15.90480016
1594,GB6,52.36281097
1594,GN0,39.09310724
1594,GN3,32.02473125
1594,HV1,64.83092043
1594,HV3,11.55977409
1594,IS2,21.48796113
1594,KT6,41.90397097
1594,LW4,15.96862153
1594,RB4,50.15811193
1594,WMB,23.88768259
1595,BT4,54.97680253
1595,BT6,27.83212141
1595,BT8,56.82457415
1595,EI1,17.56455976
1595,EN5,21.48018105
1595,GB6,53.97280265
1595,GN0,40.98581312
1595,GN3,20.642325
1595,HV1,54.13454824
1595,HV3,14.19749839
1595,IS2,19.08655228
1595,KT6,31.53227173
1595,LW4,20.29697526
1595,RB4,37.86699034
1595,WMB,32.63005905
1596,BT4,54.85534203
1596,BT6,35.07658377
1596,BT8,42.52729202
1596,EI1,19.05250995
1596,EN5,38.95303975
1596,GB6,29.99022352
1596,GN0,11.6306741
1596,GN3,25.6013535
1596,HV1,52.07245616
1596,HV3,27.32608085
1596,IS2,31.53371297
1596,KT6,26.44510809
1596,LW4,19.8255662
1596,RB4,31.33799464
1596,WMB,21.54665392
1597,BT4,53.47162289
1597,BT6,24.12805553
1597,BT8,29.49822776
1597,EI1,19.9603836
1597,EN5,43.96937888
1597,GB6,40.98839068
1597,GN0,16.51063267
1597,GN3,32.26568685
1597,HV1,44.42190147
1597,HV3,23.18828392
1597,IS2,34.17717435
1597,KT6,10.48469575
1597,LW4,24.93361285
1597,RB4,18.63335982
1597,WMB,23.12338329
1598,BT4,37.6990888
1598,BT6,35.44919129
1598,BT8,16.81408361
1598,EI1,20.51591711
1598,EN5,25.63659454
1598,GB6,9.131482732
1598,GN0,12.62140604
1598,GN3,22.6653015
1598,HV1,12.78591465
1598,HV3,10.21233092
1598,IS2,29.82402814
1598,KT6,19.48103833
1598,LW4,21.65678304
1598,RB4,26.43105667
1598,WMB,12.41911313
1599,BT4,43.05186948
1599,BT6,34.42756268
1599,BT8,20.93573597
1599,EI1,34.29346763
1599,EN5,33.68330413
1599,GB6,12.36547063
1599,GN0,15.69939501
1599,GN3,36.70162774
1599,HV1,19.20023457
1599,HV3,7.777674861
1599,IS2,12.99363822
1599,KT6,6.547654895
1599,LW4,24.38483537
1599,RB4,15.10219146
1599,WMB,20.16177753
1600,BT4,57.28580481
1600,BT6,30.95456428
1600,BT8,17.54040479
1600,EI1,43.27127648
1600,EN5,31.74298153
1600,GB6,6.160559953
1600,GN0,11.65720505
1600,GN3,21.12617575
1600,HV1,12.95131864
1600,HV3,8.954754135
1600,IS2,44.69726564
1600,KT6,11.36283609
1600,LW4,22.81811188
1600,RB4,21.62115255
1600,WMB,11.57422346
1601,BT4,40.83683804
1601,BT6,13.62700636
1601,BT8,16.95759704
1601,EI1,32.5311079
1601,EN5,39.80629006
1601,GB6,10.70421493
1601,GN0,16.60021799
1601,GN3,41.59444518
1601,HV1,20.56113791
1601,HV3,7.216006771
1601,IS2,40.78141674
1601,KT6,11.60817271
1601,LW4,25.11441935
1601,RB4,21.26762694
1601,WMB,15.19272014
1602,BT4,20.70881832
1602,BT6,13.173006
1602,BT8,24.81204849
1602,EI1,42.71682276
1602,EN5,34.91397098
1602,GB6,8.078580478
1602,GN0,15.00554624
1602,GN3,35.78981875
1602,HV1,16.62602919
1602,HV3,31.6602658
1602,IS2,49.87343853
1602,KT6,18.54965466
1602,LW4,40.61843276
1602,RB4,29.27326041
1602,WMB,6.755009154
1603,BT4,82.54132613
1603,BT6,34.28336115
1603,BT8,21.13461125
1603,EI1,28.43905021
1603,EN5,33.1842298
1603,GB6,11.21727883
1603,GN0,16.52845129
1603,GN3,30.65584107
1603,HV1,26.00860967
1603,HV3,14.86868619
1603,IS2,39.82288264
1603,KT6,8.901137985
1603,LW4,55.7173023
1603,RB4,17.20683142
1603,WMB,8.799838993
1604,BT4,55.93676423
1604,BT6,37.57804596
1604,BT8,21.94074564
1604,EI1,41.22362145
1604,EN5,19.40832728
1604,GB6,9.312705649
1604,GN0,15.41018284
1604,GN3,7.4934075
1604,HV1,17.39405238
1604,HV3,31.2681218
1604,IS2,39.29228453
1604,KT6,8.855742546
1604,LW4,33.08969868
1604,RB4,10.88241373
1604,WMB,23.28450659
1605,BT4,98.30733615
1605,BT6,27.37965913
1605,BT8,16.43514163
1605,EI1,35.23668738
1605,EN5,20.1378292
1605,GB6,17.25588327
1605,GN0,19.0807146
1605,GN3,49.79246077
1605,HV1,20.0878252
1605,HV3,15.8098744
1605,IS2,43.98244554
1605,KT6,7.974490633
1605,LW4,45.92152077
1605,RB4,11.6280644
1605,WMB,22.10889316
1606,BT4,63.99483664
1606,BT6,11.16766968
1606,BT8,18.54013312
1606,EI1,35.12354398
1606,EN5,38.5211358
1606,GB6,12.01154515
1606,GN0,37.40687527
1606,GN3,46.41906425
1606,HV1,15.87964616
1606,HV3,13.02320549
1606,IS2,34.08888839
1606,KT6,11.27501589
1606,LW4,33.4797748
1606,RB4,10.49232767
1606,WMB,85.13230336
1607,BT4,76.50219657
1607,BT6,59.99080755
1607,BT8,19.80810762
1607,EI1,18.50453214
1607,EN5,43.4469137
1607,GB6,18.97081408
1607,GN0,41.21519036
1607,GN3,38.41888827
1607,HV1,15.53160674
1607,HV3,16.42784789
1607,IS2,40.0412578
1607,KT6,21.58824767
1607,LW4,53.77709144
1607,RB4,25.60249806
1607,WMB,59.42564678
1608,BT4,55.0269392
1608,BT6,32.69071149
1608,BT8,43.03231337
1608,EI1,21.71715911
1608,EN5,40.24804887
1608,GB6,38.32750257
1608,GN0,26.66377505
1608,GN3,26.641062
1608,HV1,38.37540704
1608,HV3,17.23585449
1608,IS2,24.52965698
1608,KT6,21.84849733
1608,LW4,39.57152986
1608,RB4,16.13427483
1608,WMB,104.3074568
1609,BT4,59.63539347
1609,BT6,52.44316948
1609,BT8,56.79556111
1609,EI1,39.13396751
1609,EN5,15.26280008
1609,GB6,47.94997027
1609,GN0,30.98061333
1609,GN3,27.29748125
1609,HV1,15.94711991
1609,HV3,20.94841841
1609,IS2,37.18710795
1609,KT6,20.72358995
1609,LW4,52.0486152
1609,RB4,27.17929122
1609,WMB,69.54736148
1610,BT4,58.85923881
1610,BT6,27.98378797
1610,BT8,36.95146565
1610,EI1,43.27351595
1610,EN5,67.50643122
1610,GB6,25.47641852
1610,GN0,22.6337226
1610,GN3,31.427713
1610,HV1,35.22509515
1610,HV3,29.82247597
1610,IS2,19.86393118
1610,KT6,21.36556371
1610,LW4,45.49198469
1610,RB4,31.08412762
1610,WMB,42.37439698
1611,BT4,73.02527929
1611,BT6,41.37269522
1611,BT8,41.3703116
1611,EI1,27.77909625
1611,EN5,44.90613313
1611,GB6,35.70381657
1611,GN0,36.03332331
1611,GN3,18.77441321
1611,HV1,20.99419382
1611,HV3,19.81221692
1611,IS2,21.24346607
1611,KT6,18.6785758
1611,LW4,43.60301486
1611,RB4,11.70308359
1611,WMB,31.77308575
1612,BT4,59.16523563
1612,BT6,33.08952229
1612,BT8,35.71341653
1612,EI1,11.0801662
1612,EN5,41.79142713
1612,GB6,28.18174355
1612,GN0,27.88303611
1612,GN3,19.407128
1612,HV1,15.27404335
1612,HV3,28.22721979
1612,IS2,11.23010577
1612,KT6,24.73370193
1612,LW4,48.06026108
1612,RB4,14.67500634
1612,WMB,19.1220125
1613,BT4,70.17330542
1613,BT6,32.31319792
1613,BT8,60.58444006
1613,EI1,63.46967238
1613,EN5,25.56568208
1613,GB6,41.3974842
1613,GN0,35.55017916
1613,GN3,13.90238976
1613,HV1,13.18496098
1613,HV3,14.16429913
1613,IS2,18.39784553
1613,KT6,27.55117919
1613,LW4,54.5268519
1613,RB4,17.6487991
1613,WMB,22.58526977
1614,BT4,57.45099383
1614,BT6,27.62612012
1614,BT8,45.37550198
1614,EI1,49.43016263
1614,EN5,29.20674237
1614,GB6,34.38270975
1614,GN0,38.39105614
1614,GN3,23.6592655
1614,HV1,22.29579391
1614,HV3,28.4066439
1614,IS2,35.25280528
1614,KT6,22.94313271
1614,LW4,41.27481764
1614,RB4,13.56610926
1614,WMB,22.39931899
1615,BT4,70.12823148
1615,BT6,22.52025054
1615,BT8,54.3906194
1615,EI1,57.38154256
1615,EN5,25.51329101
1615,GB6,42.51705502
1615,GN0,32.25209321
1615,GN3,13.02612042
1615,HV1,16.05931826
1615,HV3,10.40985011
1615,IS2,34.6790952
1615,KT6,28.2504392
1615,LW4,21.62735392
1615,RB4,31.45301154
1615,WMB,25.46500882
1616,BT4,49.79376887
1616,BT6,26.73503656
1616,BT8,22.87304466
1616,EI1,41.72032948
1616,EN5,22.75627564
1616,GB6,42.05865023
1616,GN0,42.3009795
1616,GN3,19.82183675
1616,HV1,25.72867212
1616,HV3,56.74712327
1616,IS2,87.34472334
1616,KT6,28.45701787
1616,LW4,63.70618904
1616,RB4,10.77962043
1616,WMB,24.25381544
1617,BT4,81.16956142
1617,BT6,16.80138347
1617,BT8,21.74106049
1617,EI1,48.1114139
1617,EN5,17.61174266
1617,GB6,33.65053837
1617,GN0,39.04386119
1617,GN3,9.763942738
1617,HV1,9.200875633
1617,HV3,23.55102488
1617,IS2,62.34268313
1617,KT6,31.66317586
1617,LW4,56.29010859
1617,RB4,28.41620975
1617,WMB,18.04752195
1618,BT4,73.92540643
1618,BT6,20.06995977
1618,BT8,39.31931657
1618,EI1,49.26671782
1618,EN5,14.49783907
1618,GB6,44.97386923
1618,GN0,35.15863661
1618,GN3,11.97240525
1618,HV1,38.23464158
1618,HV3,58.66509847
1618,IS2,96.04730618
1618,KT6,25.78010595
1618,LW4,50.14915695
1618,RB4,15.08874282
1618,WMB,16.65339567
1619,BT4,92.4114411
1619,BT6,11.07681929
1619,BT8,48.4339102
1619,EI1,38.80270175
1619,EN5,19.55063688
1619,GB6,45.17134054
1619,GN0,17.50223544
1619,GN3,24.92188464
1619,HV1,19.94479905
1619,HV3,50.13699092
1619,IS2,81.00724934
1619,KT6,26.79980069
1619,LW4,36.70407458
1619,RB4,29.45858731
1619,WMB,10.49761391
1620,BT4,76.54343857
1620,BT6,12.98110577
1620,BT8,35.85788714
1620,EI1,41.527271
1620,EN5,13.95195679
1620,GB6,33.2636119
1620,GN0,55.10413532
1620,GN3,21.527419
1620,HV1,24.01884583
1620,HV3,53.43927184
1620,IS2,27.10803027
1620,KT6,15.13115861
1620,LW4,37.83286547
1620,RB4,6.008937446
1620,WMB,21.12384845
1621,BT4,74.72667636
1621,BT6,30.60046404
1621,BT8,22.86666466
1621,EI1,25.1066819
1621,EN5,18.75878338
1621,GB6,20.06533948
1621,GN0,45.29429294
1621,GN3,60.37971583
1621,HV1,4.591122507
1621,HV3,51.4373989
1621,IS2,15.01064021
1621,KT6,46.24593856
1621,LW4,36.44880703
1621,RB4,54.90169507
1621,WMB,27.48043474
1622,BT4,69.16869944
1622,BT6,20.94481862
1622,BT8,59.58946993
1622,EI1,41.94839427
1622,EN5,7.793032928
1622,GB6,48.0156339
1622,GN0,36.27015926
1622,GN3,45.64740833
1622,HV1,44.78799215
1622,HV3,48.62996748
1622,IS2,7.899695484
1622,KT6,27.93792592
1622,LW4,28.1412177
1622,RB4,23.28703003
1622,WMB,33.88788586
1623,BT4,52.53202366
1623,BT6,87.57761444
1623,BT8,35.7340607
1623,EI1,17.69679057
1623,EN5,10.20598043
1623,GB6,40.52681253
1623,GN0,23.19701738
1623,GN3,76.43160595
1623,HV1,36.55201916
1623,HV3,54.03614752
1623,IS2,11.68806712
1623,KT6,31.5331326
1623,LW4,27.1615243
1623,RB4,44.34202457
1623,WMB,34.93706024
1624,BT4,56.54875071
1624,BT6,59.28205522
1624,BT8,53.13028021
1624,EI1,20.63438791
1624,EN5,23.17738851
1624,GB6,38.39537631
1624,GN0,23.65003997
1624,GN3,64.148114
1624,HV1,40.29872325
1624,HV3,24.74341222
1624,IS2,10.47128937
1624,KT6,29.68059342
1624,LW4,19.93660168
1624,RB4,35.30082304
1624,WMB,23.37448067
1625,BT4,78.07223575
1625,BT6,99.67983618
1625,BT8,31.50294864
1625,EI1,11.1632586
1625,EN5,19.19784402
1625,GB6,19.28930474
1625,GN0,23.61811013
1625,GN3,24.82915869
1625,HV1,32.00610565
1625,HV3,43.14066533
1625,IS2,13.61877396
1625,KT6,26.73704312
1625,LW4,28.35228073
1625,RB4,44.88144977
1625,WMB,20.81233556
1626,BT4,58.6303628
1626,BT6,66.88698033
1626,BT8,53.69661347
1626,EI1,13.24614572
1626,EN5,85.57960692
1626,GB6,24.31206539
1626,GN0,18.58957651
1626,GN3,18.828971
1626,HV1,37.49317965
1626,HV3,26.85687841
1626,IS2,22.03219057
1626,KT6,31.09227776
1626,LW4,21.57469453
1626,RB4,43.17839361
1626,WMB,27.54897244
1627,BT4,62.74091726
1627,BT6,26.86033711
1627,BT8,32.89817023
1627,EI1,36.54394014
1627,EN5,50.66593446
1627,GB6,19.53246473
1627,GN0,17.41021474
1627,GN3,7.216059583
1627,HV1,34.74999373
1627,HV3,15.80650308
1627,IS2,24.12579073
1627,KT6,24.03128645
1627,LW4,23.2965705
1627,RB4,32.30307473
1627,WMB,28.37365099
1628,BT4,52.23841175
1628,BT6,13.68646519
1628,BT8,45.78659537
1628,EI1,31.2066907
1628,EN5,93.37921364
1628,GB6,16.30079923
1628,GN0,12.02387196
1628,GN3,8.28333575
1628,HV1,29.60856508
1628,HV3,22.57428294
1628,IS2,14.99738944
1628,KT6,24.78395994
1628,LW4,17.6868973
1628,RB4,33.22261283
1628,WMB,23.90146548
1629,BT4,40.5176088
1629,BT6,7.545938054
1629,BT8,30.5330893
1629,EI1,88.42369196
1629,EN5,68.02868307
1629,GB6,14.33043486
1629,GN0,17.99815034
1629,GN3,7.110486607
1629,HV1,23.25430784
1629,HV3,38.21188985
1629,IS2,11.23524276
1629,KT6,15.25309583
1629,LW4,16.76508859
1629,RB4,21.89995267
1629,WMB,29.35226826
1630,BT4,39.70992876
1630,BT6,9.872981099
1630,BT8,27.5760155
1630,EI1,81.96248613
1630,EN5,27.8841574
1630,GB6,8.636373379
1630,GN0,15.33311703
1630,GN3,8.23892825
1630,HV1,16.78561189
1630,HV3,47.73912651
1630,IS2,24.46379974
1630,KT6,23.5294393
1630,LW4,38.31856288
1630,RB4,30.53177202
1630,WMB,28.64921072
1631,BT4,49.59399801
1631,BT6,9.418821207
1631,BT8,25.0997944
1631,EI1,101.3397807
1631,EN5,17.77983011
1631,GB6,15.35308038
1631,GN0,16.30216364
1631,GN3,19.7678747
1631,HV1,28.88602008
1631,HV3,50.15477017
1631,IS2,26.8863085
1631,KT6,11.80744086
1631,LW4,31.05087229
1631,RB4,17.58803267
1631,WMB,11.47015265
1632,BT4,57.96170546
1632,BT6,11.1370396
1632,BT8,22.40061609
1632,EI1,95.93649427
1632,EN5,11.37020595
1632,GB6,7.672886709
1632,GN0,7.622129481
1632,GN3,24.75546225
1632,HV1,15.10443523
1632,HV3,89.04208712
1632,IS2,29.68215486
1632,KT6,13.53016287
1632,LW4,78.2773701
1632,RB4,16.26663419
1632,WMB,51.48980287
1633,BT4,65.31797153
1633,BT6,28.30245033
1633,BT8,18.82988262
1633,EI1,32.49058474
1633,EN5,14.20863756
1633,GB6,11.81099546
1633,GN0,8.510780808
1633,GN3,16.98182137
1633,HV1,21.93382746
1633,HV3,47.25850231
1633,IS2,31.27945969
1633,KT6,8.360419669
1633,LW4,83.02681257
1633,RB4,11.86715292
1633,WMB,51.58422061
1634,BT4,73.29080121
1634,BT6,18.37166682
1634,BT8,17.35968443
1634,EI1,21.60570089
1634,EN5,14.03624418
