 "tick, Monitor-Code, X, Y, no2"
1351, KT6, 50, 44, 94
1351, LW4, 89, 53, 120
1351, RB4, 96, 82, 97
1351, WM6, 67, 65, 102
1351, WMB, 69, 65, 117
 "tick, Monitor-Code, X, Y, no2"
1352, BT4, 49, 74, 164
1352, BT6, 51, 71, 55
1352, BT8, 56, 69, 100
1352, EI1, 48, 67, 143
1352, GB6, 106, 51, 164
1352, GN0, 103, 60, 111
1352, GN3, 107, 59, 33
1352, HV1, 125, 68, 79
1352, HV3, 120, 82, 125
1352, IS2, 72, 76, 51
1352, KT6, 50, 44, 136
1352, LW4, 89, 53, 89
1352, RB4, 96, 82, 137
1352, WM6, 67, 65, 134
1352, WMB, 69, 65, 78
 "tick, Monitor-Code, X, Y, no2"
1353, BT4, 49, 74, 191
1353, BT6, 51, 71, 31
1353, BT8, 56, 69, 120
1353, EI1, 48, 67, 63
1353, GB6, 106, 51, 114
1353, GN0, 103, 60, 75
1353, GN3, 107, 59, 35
1353, HV1, 125, 68, 73
1353, HV3, 120, 82, 141
1353, IS2, 72, 76, 86
1353, KT6, 50, 44, 69
1353, LW4, 89, 53, 106
1353, RB4, 96, 82, 90
1353, WM6, 67, 65, 111
1353, WMB, 69, 65, 115
 "tick, Monitor-Code, X, Y, no2"
1354, BT4, 49, 74, 198
1354, BT6, 51, 71, 40
1354, BT8, 56, 69, 82
1354, EI1, 48, 67, 110
1354, GB6, 106, 51, 81
1354, GN0, 103, 60, 74
1354, GN3, 107, 59, 103
1354, HV1, 125, 68, 66
1354, HV3, 120, 82, 64
1354, IS2, 72, 76, 80
1354, KT6, 50, 44, 104
1354, LW4, 89, 53, 76
1354, RB4, 96, 82, 124
1354, WM6, 67, 65, 139
1354, WMB, 69, 65, 38
 "tick, Monitor-Code, X, Y, no2"
1355, BT4, 49, 74, 129
1355, BT6, 51, 71, 51
1355, BT8, 56, 69, 80
1355, EI1, 48, 67, 112
1355, GB6, 106, 51, 97
1355, GN0, 103, 60, 110
1355, GN3, 107, 59, 37
1355, HV1, 125, 68, 101
1355, HV3, 120, 82, 112
1355, IS2, 72, 76, 116
1355, KT6, 50, 44, 64
1355, LW4, 89, 53, 101
1355, RB4, 96, 82, 132
1355, WM6, 67, 65, 59
1355, WMB, 69, 65, 37
 "tick, Monitor-Code, X, Y, no2"
1356, BT4, 49, 74, 167
1356, BT6, 51, 71, 81
1356, BT8, 56, 69, 80
1356, EI1, 48, 67, 129
1356, GB6, 106, 51, 72
1356, GN0, 103, 60, 62
1356, GN3, 107, 59, 59
1356, HV1, 125, 68, 88
1356, HV3, 120, 82, 83
1356, IS2, 72, 76, 89
1356, KT6, 50, 44, 86
1356, LW4, 89, 53, 66
1356, RB4, 96, 82, 134
1356, WM6, 67, 65, 67
1356, WMB, 69, 65, 89
 "tick, Monitor-Code, X, Y, no2"
1357, BT4, 49, 74, 93
1357, BT6, 51, 71, 44
1357, BT8, 56, 69, 82
1357, EI1, 48, 67, 50
1357, GB6, 106, 51, 91
1357, GN0, 103, 60, 74
1357, GN3, 107, 59, 46
1357, HV1, 125, 68, 103
1357, HV3, 120, 82, 126
1357, IS2, 72, 76, 162
1357, KT6, 50, 44, 83
1357, LW4, 89, 53, 71
1357, RB4, 96, 82, 126
1357, WM6, 67, 65, 100
1357, WMB, 69, 65, 60
 "tick, Monitor-Code, X, Y, no2"
1358, BT4, 49, 74, 137
1358, BT6, 51, 71, 75
1358, BT8, 56, 69, 80
1358, EI1, 48, 67, 56
1358, GB6, 106, 51, 70
1358, GN0, 103, 60, 58
1358, GN3, 107, 59, 63
1358, HV1, 125, 68, 111
1358, HV3, 120, 82, 141
1358, IS2, 72, 76, 34
1358, KT6, 50, 44, 99
1358, LW4, 89, 53, 109
1358, RB4, 96, 82, 113
1358, WM6, 67, 65, 106
1358, WMB, 69, 65, 100
 "tick, Monitor-Code, X, Y, no2"
1359, BT4, 49, 74, 174
1359, BT6, 51, 71, 44
1359, BT8, 56, 69, 75
1359, EI1, 48, 67, 27
1359, GB6, 106, 51, 60
1359, GN0, 103, 60, 27
1359, GN3, 107, 59, 101
1359, HV1, 125, 68, 120
1359, HV3, 120, 82, 98
1359, IS2, 72, 76, 61
1359, KT6, 50, 44, 67
1359, LW4, 89, 53, 112
1359, RB4, 96, 82, 67
1359, WM6, 67, 65, 121
1359, WMB, 69, 65, 150
 "tick, Monitor-Code, X, Y, no2"
1360, BT4, 49, 74, 245
1360, BT6, 51, 71, 67
1360, BT8, 56, 69, 71
1360, EI1, 48, 67, 39
1360, GB6, 106, 51, 33
1360, GN0, 103, 60, 46
1360, GN3, 107, 59, 118
1360, HV1, 125, 68, 62
1360, HV3, 120, 82, 55
1360, IS2, 72, 76, 98
1360, KT6, 50, 44, 120
1360, LW4, 89, 53, 43
1360, RB4, 96, 82, 71
1360, WM6, 67, 65, 129
1360, WMB, 69, 65, 130
 "tick, Monitor-Code, X, Y, no2"
1361, BT4, 49, 74, 132
1361, BT6, 51, 71, 84
1361, BT8, 56, 69, 72
1361, EI1, 48, 67, 42
1361, GB6, 106, 51, 42
1361, GN0, 103, 60, 34
1361, GN3, 107, 59, 77
1361, HV1, 125, 68, 69
1361, HV3, 120, 82, 90
1361, IS2, 72, 76, 92
1361, KT6, 50, 44, 63
1361, LW4, 89, 53, 54
1361, RB4, 96, 82, 57
1361, WM6, 67, 65, 69
1361, WMB, 69, 65, 84
 "tick, Monitor-Code, X, Y, no2"
1362, BT4, 49, 74, 89
1362, BT6, 51, 71, 145
1362, BT8, 56, 69, 59
1362, EI1, 48, 67, 106
1362, GB6, 106, 51, 26
1362, GN0, 103, 60, 49
1362, GN3, 107, 59, 133
1362, HV1, 125, 68, 66
1362, HV3, 120, 82, 37
1362, IS2, 72, 76, 96
1362, KT6, 50, 44, 72
1362, LW4, 89, 53, 33
1362, RB4, 96, 82, 80
1362, WM6, 67, 65, 79
1362, WMB, 69, 65, 165
 "tick, Monitor-Code, X, Y, no2"
1363, BT4, 49, 74, 131
1363, BT6, 51, 71, 96
1363, BT8, 56, 69, 55
1363, EI1, 48, 67, 50
1363, GB6, 106, 51, 56
1363, GN0, 103, 60, 57
1363, GN3, 107, 59, 40
1363, HV1, 125, 68, 87
1363, HV3, 120, 82, 64
1363, IS2, 72, 76, 147
1363, KT6, 50, 44, 78
1363, LW4, 89, 53, 51
1363, RB4, 96, 82, 133
1363, WM6, 67, 65, 81
1363, WMB, 69, 65, 189
 "tick, Monitor-Code, X, Y, no2"
1364, BT4, 49, 74, 113
1364, BT6, 51, 71, 126
1364, BT8, 56, 69, 85
1364, EI1, 48, 67, 78
1364, GB6, 106, 51, 53
1364, GN0, 103, 60, 65
1364, GN3, 107, 59, 66
1364, HV1, 125, 68, 113
1364, HV3, 120, 82, 70
1364, IS2, 72, 76, 84
1364, KT6, 50, 44, 71
1364, LW4, 89, 53, 44
1364, RB4, 96, 82, 119
1364, WM6, 67, 65, 92
1364, WMB, 69, 65, 154
 "tick, Monitor-Code, X, Y, no2"
1365, BT4, 49, 74, 87
1365, BT6, 51, 71, 43
1365, BT8, 56, 69, 76
1365, EI1, 48, 67, 44
1365, GB6, 106, 51, 71
1365, GN0, 103, 60, 21
1365, GN3, 107, 59, 110
1365, HV1, 125, 68, 104
1365, HV3, 120, 82, 89
1365, IS2, 72, 76, 114
1365, KT6, 50, 44, 41
1365, LW4, 89, 53, 90
1365, RB4, 96, 82, 48
1365, WM6, 67, 65, 108
1365, WMB, 69, 65, 154
 "tick, Monitor-Code, X, Y, no2"
1366, BT4, 49, 74, 179
1366, BT6, 51, 71, 56
1366, BT8, 56, 69, 48
1366, EI1, 48, 67, 71
1366, GB6, 106, 51, 26
1366, GN0, 103, 60, 22
1366, GN3, 107, 59, 156
1366, HV1, 125, 68, 39
1366, HV3, 120, 82, 68
1366, IS2, 72, 76, 75
1366, KT6, 50, 44, 48
1366, LW4, 89, 53, 43
1366, RB4, 96, 82, 53
1366, WM6, 67, 65, 168
1366, WMB, 69, 65, 129
 "tick, Monitor-Code, X, Y, no2"
1367, BT4, 49, 74, 146
1367, BT6, 51, 71, 84
1367, BT8, 56, 69, 61
1367, EI1, 48, 67, 112
1367, GB6, 106, 51, 22
1367, GN0, 103, 60, 15
1367, GN3, 107, 59, 101
1367, HV1, 125, 68, 41
1367, HV3, 120, 82, 93
1367, IS2, 72, 76, 129
1367, KT6, 50, 44, 28
1367, LW4, 89, 53, 60
1367, RB4, 96, 82, 38
1367, WM6, 67, 65, 141
1367, WMB, 69, 65, 129
 "tick, Monitor-Code, X, Y, no2"
1368, BT4, 49, 74, 179
1368, BT6, 51, 71, 84
1368, BT8, 56, 69, 44
1368, EI1, 48, 67, 103
1368, GB6, 106, 51, 11
1368, GN0, 103, 60, 20
1368, GN3, 107, 59, 150
1368, HV1, 125, 68, 26
1368, HV3, 120, 82, 66
1368, IS2, 72, 76, 126
1368, KT6, 50, 44, 39
1368, LW4, 89, 53, 56
1368, RB4, 96, 82, 50
1368, WM6, 67, 65, 181
1368, WMB, 69, 65, 121
 "tick, Monitor-Code, X, Y, no2"
1369, BT4, 49, 74, 119
1369, BT6, 51, 71, 130
1369, BT8, 56, 69, 34
1369, EI1, 48, 67, 118
1369, GB6, 106, 51, 16
1369, GN0, 103, 60, 22
1369, GN3, 107, 59, 37
1369, HV1, 125, 68, 44
1369, HV3, 120, 82, 124
1369, IS2, 72, 76, 123
1369, KT6, 50, 44, 22
1369, LW4, 89, 53, 58
1369, RB4, 96, 82, 49
1369, WM6, 67, 65, 129
1369, WMB, 69, 65, 122
 "tick, Monitor-Code, X, Y, no2"
1370, BT4, 49, 74, 182
1370, BT6, 51, 71, 169
1370, BT8, 56, 69, 64
1370, EI1, 48, 67, 142
1370, GB6, 106, 51, 18
1370, GN0, 103, 60, 57
1370, GN3, 107, 59, 45
1370, HV1, 125, 68, 38
1370, HV3, 120, 82, 68
1370, IS2, 72, 76, 99
1370, KT6, 50, 44, 54
1370, LW4, 89, 53, 96
1370, RB4, 96, 82, 72
1370, WM6, 67, 65, 113
1370, WMB, 69, 65, 79
 "tick, Monitor-Code, X, Y, no2"
1371, BT4, 49, 74, 121
1371, BT6, 51, 71, 108
1371, BT8, 56, 69, 88
1371, EI1, 48, 67, 39
1371, GB6, 106, 51, 38
1371, GN0, 103, 60, 24
1371, GN3, 107, 59, 64
1371, HV1, 125, 68, 116
1371, HV3, 120, 82, 46
1371, IS2, 72, 76, 107
1371, KT6, 50, 44, 34
1371, LW4, 89, 53, 145
1371, RB4, 96, 82, 33
1371, WM6, 67, 65, 158
1371, WMB, 69, 65, 104
 "tick, Monitor-Code, X, Y, no2"
1372, BT4, 49, 74, 194
1372, BT6, 51, 71, 76
1372, BT8, 56, 69, 61
1372, EI1, 48, 67, 60
1372, GB6, 106, 51, 17
1372, GN0, 103, 60, 34
1372, GN3, 107, 59, 70
1372, HV1, 125, 68, 35
1372, HV3, 120, 82, 121
1372, IS2, 72, 76, 118
1372, KT6, 50, 44, 55
1372, LW4, 89, 53, 109
1372, RB4, 96, 82, 69
1372, WM6, 67, 65, 84
1372, WMB, 69, 65, 91
 "tick, Monitor-Code, X, Y, no2"
1373, BT4, 49, 74, 57
1373, BT6, 51, 71, 91
1373, BT8, 56, 69, 69
1373, EI1, 48, 67, 118
1373, GB6, 106, 51, 30
1373, GN0, 103, 60, 24
1373, GN3, 107, 59, 107
1373, HV1, 125, 68, 62
1373, HV3, 120, 82, 176
1373, IS2, 72, 76, 102
1373, KT6, 50, 44, 33
1373, LW4, 89, 53, 108
1373, RB4, 96, 82, 42
1373, WM6, 67, 65, 95
1373, WMB, 69, 65, 107
 "tick, Monitor-Code, X, Y, no2"
1374, BT4, 49, 74, 94
1374, BT6, 51, 71, 128
1374, BT8, 56, 69, 49
1374, EI1, 48, 67, 109
1374, GB6, 106, 51, 24
1374, GN0, 103, 60, 36
1374, GN3, 107, 59, 125
1374, HV1, 125, 68, 52
1374, HV3, 120, 82, 64
1374, IS2, 72, 76, 115
1374, KT6, 50, 44, 58
1374, LW4, 89, 53, 57
1374, RB4, 96, 82, 72
1374, WM6, 67, 65, 100
1374, WMB, 69, 65, 122
 "tick, Monitor-Code, X, Y, no2"
1375, BT4, 49, 74, 71
1375, BT6, 51, 71, 108
1375, BT8, 56, 69, 50
1375, EI1, 48, 67, 152
1375, GB6, 106, 51, 33
1375, GN0, 103, 60, 50
1375, GN3, 107, 59, 136
1375, HV1, 125, 68, 67
1375, HV3, 120, 82, 55
1375, IS2, 72, 76, 58
1375, KT6, 50, 44, 72
1375, LW4, 89, 53, 75
1375, RB4, 96, 82, 60
1375, WM6, 67, 65, 108
1375, WMB, 69, 65, 174
 "tick, Monitor-Code, X, Y, no2"
1376, BT4, 49, 74, 110
1376, BT6, 51, 71, 166
1376, BT8, 56, 69, 99
1376, EI1, 48, 67, 146
1376, GB6, 106, 51, 54
1376, GN0, 103, 60, 106
1376, GN3, 107, 59, 154
1376, HV1, 125, 68, 99
1376, HV3, 120, 82, 84
1376, IS2, 72, 76, 61
1376, KT6, 50, 44, 60
1376, LW4, 89, 53, 118
1376, RB4, 96, 82, 59
1376, WM6, 67, 65, 138
1376, WMB, 69, 65, 136
 "tick, Monitor-Code, X, Y, no2"
1377, BT4, 49, 74, 78
1377, BT6, 51, 71, 148
1377, BT8, 56, 69, 109
1377, EI1, 48, 67, 111
1377, GB6, 106, 51, 103
1377, GN0, 103, 60, 63
1377, GN3, 107, 59, 129
1377, HV1, 125, 68, 69
1377, HV3, 120, 82, 47
1377, IS2, 72, 76, 112
1377, KT6, 50, 44, 80
1377, LW4, 89, 53, 121
1377, RB4, 96, 82, 117
1377, WM6, 67, 65, 125
1377, WMB, 69, 65, 124
 "tick, Monitor-Code, X, Y, no2"
1378, BT4, 49, 74, 88
1378, BT6, 51, 71, 166
1378, BT8, 56, 69, 118
1378, EI1, 48, 67, 111
1378, GB6, 106, 51, 63
1378, GN0, 103, 60, 92
1378, GN3, 107, 59, 122
1378, HV1, 125, 68, 90
1378, HV3, 120, 82, 162
1378, IS2, 72, 76, 73
1378, KT6, 50, 44, 98
1378, LW4, 89, 53, 112
1378, RB4, 96, 82, 171
1378, WM6, 67, 65, 212
1378, WMB, 69, 65, 80
 "tick, Monitor-Code, X, Y, no2"
1379, BT4, 49, 74, 79
1379, BT6, 51, 71, 124
1379, BT8, 56, 69, 91
1379, EI1, 48, 67, 106
1379, GB6, 106, 51, 110
1379, GN0, 103, 60, 22
1379, GN3, 107, 59, 132
1379, HV1, 125, 68, 127
1379, HV3, 120, 82, 208
1379, IS2, 72, 76, 119
1379, KT6, 50, 44, 27
1379, LW4, 89, 53, 176
1379, RB4, 96, 82, 54
1379, WM6, 67, 65, 120
1379, WMB, 69, 65, 113
 "tick, Monitor-Code, X, Y, no2"
1380, BT4, 49, 74, 124
1380, BT6, 51, 71, 131
1380, BT8, 56, 69, 77
1380, EI1, 48, 67, 154
1380, GB6, 106, 51, 22
1380, GN0, 103, 60, 39
1380, GN3, 107, 59, 107
1380, HV1, 125, 68, 42
1380, HV3, 120, 82, 97
1380, IS2, 72, 76, 103
1380, KT6, 50, 44, 44
1380, LW4, 89, 53, 79
1380, RB4, 96, 82, 77
1380, WM6, 67, 65, 170
1380, WMB, 69, 65, 154
 "tick, Monitor-Code, X, Y, no2"
1381, BT4, 49, 74, 117
1381, BT6, 51, 71, 103
1381, BT8, 56, 69, 75
1381, EI1, 48, 67, 122
1381, GB6, 106, 51, 36
1381, GN0, 103, 60, 62
1381, GN3, 107, 59, 88
1381, HV1, 125, 68, 54
1381, HV3, 120, 82, 139
1381, IS2, 72, 76, 156
1381, KT6, 50, 44, 70
1381, LW4, 89, 53, 77
1381, RB4, 96, 82, 94
1381, WM6, 67, 65, 110
1381, WMB, 69, 65, 145
 "tick, Monitor-Code, X, Y, no2"
1382, BT4, 49, 74, 134
1382, BT6, 51, 71, 81
1382, BT8, 56, 69, 93
1382, EI1, 48, 67, 165
1382, GB6, 106, 51, 52
1382, GN0, 103, 60, 76
1382, GN3, 107, 59, 127
1382, HV1, 125, 68, 104
1382, HV3, 120, 82, 89
1382, IS2, 72, 76, 136
1382, KT6, 50, 44, 85
1382, LW4, 89, 53, 110
1382, RB4, 96, 82, 43
1382, WM6, 67, 65, 144
1382, WMB, 69, 65, 137
 "tick, Monitor-Code, X, Y, no2"
1383, BT4, 49, 74, 109
1383, BT6, 51, 71, 59
1383, BT8, 56, 69, 85
1383, EI1, 48, 67, 129
1383, GB6, 106, 51, 99
1383, GN0, 103, 60, 113
1383, GN3, 107, 59, 82
1383, HV1, 125, 68, 68
1383, HV3, 120, 82, 134
1383, IS2, 72, 76, 148
1383, KT6, 50, 44, 91
1383, LW4, 89, 53, 89
1383, RB4, 96, 82, 129
1383, WM6, 67, 65, 112
1383, WMB, 69, 65, 118
 "tick, Monitor-Code, X, Y, no2"
1384, BT4, 49, 74, 169
1384, BT6, 51, 71, 100
1384, BT8, 56, 69, 93
1384, EI1, 48, 67, 217
1384, GB6, 106, 51, 85
1384, GN0, 103, 60, 112
1384, GN3, 107, 59, 77
1384, HV1, 125, 68, 83
1384, HV3, 120, 82, 92
1384, IS2, 72, 76, 88
1384, KT6, 50, 44, 161
1384, LW4, 89, 53, 154
1384, RB4, 96, 82, 178
1384, WM6, 67, 65, 127
1384, WMB, 69, 65, 108
 "tick, Monitor-Code, X, Y, no2"
1385, BT4, 49, 74, 28
1385, BT6, 51, 71, 130
1385, BT8, 56, 69, 127
1385, EI1, 48, 67, 127
1385, GB6, 106, 51, 153
1385, GN0, 103, 60, 36
1385, GN3, 107, 59, 151
1385, HV1, 125, 68, 116
1385, HV3, 120, 82, 92
1385, IS2, 72, 76, 93
1385, KT6, 50, 44, 74
1385, LW4, 89, 53, 218
1385, RB4, 96, 82, 67
1385, WM6, 67, 65, 108
1385, WMB, 69, 65, 159
 "tick, Monitor-Code, X, Y, no2"
1386, BT4, 49, 74, 45
1386, BT6, 51, 71, 112
1386, BT8, 56, 69, 74
1386, EI1, 48, 67, 141
1386, GB6, 106, 51, 37
1386, GN0, 103, 60, 51
1386, GN3, 107, 59, 160
1386, HV1, 125, 68, 62
1386, HV3, 120, 82, 115
1386, IS2, 72, 76, 68
1386, KT6, 50, 44, 103
1386, LW4, 89, 53, 115
1386, RB4, 96, 82, 70
1386, WM6, 67, 65, 97
1386, WMB, 69, 65, 133
 "tick, Monitor-Code, X, Y, no2"
1387, BT4, 49, 74, 81
1387, BT6, 51, 71, 171
1387, BT8, 56, 69, 61
1387, EI1, 48, 67, 149
1387, GB6, 106, 51, 59
1387, GN0, 103, 60, 59
1387, GN3, 107, 59, 132
1387, HV1, 125, 68, 90
1387, HV3, 120, 82, 143
1387, IS2, 72, 76, 66
1387, KT6, 50, 44, 59
1387, LW4, 89, 53, 193
1387, RB4, 96, 82, 75
1387, WM6, 67, 65, 102
1387, WMB, 69, 65, 144
 "tick, Monitor-Code, X, Y, no2"
1388, BT4, 49, 74, 52
1388, BT6, 51, 71, 194
1388, BT8, 56, 69, 76
1388, EI1, 48, 67, 103
1388, GB6, 106, 51, 94
1388, GN0, 103, 60, 63
1388, GN3, 107, 59, 124
1388, HV1, 125, 68, 78
1388, HV3, 120, 82, 108
1388, IS2, 72, 76, 83
1388, KT6, 50, 44, 82
1388, LW4, 89, 53, 159
1388, RB4, 96, 82, 71
1388, WM6, 67, 65, 138
1388, WMB, 69, 65, 121
 "tick, Monitor-Code, X, Y, no2"
1389, BT4, 49, 74, 57
1389, BT6, 51, 71, 127
1389, BT8, 56, 69, 87
1389, EI1, 48, 67, 76
1389, GB6, 106, 51, 98
1389, GN0, 103, 60, 127
1389, GN3, 107, 59, 96
1389, HV1, 125, 68, 64
1389, HV3, 120, 82, 142
1389, IS2, 72, 76, 72
1389, KT6, 50, 44, 118
1389, LW4, 89, 53, 174
1389, RB4, 96, 82, 86
1389, WM6, 67, 65, 126
1389, WMB, 69, 65, 160
 "tick, Monitor-Code, X, Y, no2"
1390, BT4, 49, 74, 71
1390, BT6, 51, 71, 162
1390, BT8, 56, 69, 125
1390, EI1, 48, 67, 130
1390, GB6, 106, 51, 139
1390, GN0, 103, 60, 161
1390, GN3, 107, 59, 87
1390, HV1, 125, 68, 99
1390, HV3, 120, 82, 95
1390, IS2, 72, 76, 93
1390, KT6, 50, 44, 176
1390, LW4, 89, 53, 161
1390, RB4, 96, 82, 125
1390, WM6, 67, 65, 203
1390, WMB, 69, 65, 77
 "tick, Monitor-Code, X, Y, no2"
1391, BT4, 49, 74, 82
1391, BT6, 51, 71, 82
1391, BT8, 56, 69, 118
1391, EI1, 48, 67, 104
1391, GB6, 106, 51, 251
1391, GN0, 103, 60, 109
1391, GN3, 107, 59, 81
1391, HV1, 125, 68, 103
1391, HV3, 120, 82, 86
1391, IS2, 72, 76, 133
1391, KT6, 50, 44, 105
1391, LW4, 89, 53, 137
1391, RB4, 96, 82, 93
1391, WM6, 67, 65, 117
1391, WMB, 69, 65, 106
 "tick, Monitor-Code, X, Y, no2"
1392, BT4, 49, 74, 110
1392, BT6, 51, 71, 138
1392, BT8, 56, 69, 93
1392, EI1, 48, 67, 101
1392, GB6, 106, 51, 155
1392, GN0, 103, 60, 153
1392, GN3, 107, 59, 143
1392, HV1, 125, 68, 92
1392, HV3, 120, 82, 50
1392, IS2, 72, 76, 119
1392, KT6, 50, 44, 158
1392, LW4, 89, 53, 88
1392, RB4, 96, 82, 142
1392, WM6, 67, 65, 211
1392, WMB, 69, 65, 122
 "tick, Monitor-Code, X, Y, no2"
1393, BT4, 49, 74, 134
1393, BT6, 51, 71, 107
1393, BT8, 56, 69, 165
1393, EI1, 48, 67, 134
1393, GB6, 106, 51, 199
1393, GN0, 103, 60, 128
1393, GN3, 107, 59, 70
1393, HV1, 125, 68, 128
1393, HV3, 120, 82, 94
1393, IS2, 72, 76, 167
1393, KT6, 50, 44, 105
1393, LW4, 89, 53, 112
1393, RB4, 96, 82, 130
1393, WM6, 67, 65, 118
1393, WMB, 69, 65, 136
 "tick, Monitor-Code, X, Y, no2"
1394, BT4, 49, 74, 183
1394, BT6, 51, 71, 81
1394, BT8, 56, 69, 113
1394, EI1, 48, 67, 177
1394, GB6, 106, 51, 150
1394, GN0, 103, 60, 132
1394, GN3, 107, 59, 99
1394, HV1, 125, 68, 88
1394, HV3, 120, 82, 50
1394, IS2, 72, 76, 134
1394, KT6, 50, 44, 137
1394, LW4, 89, 53, 88
1394, RB4, 96, 82, 144
1394, WM6, 67, 65, 170
1394, WMB, 69, 65, 112
 "tick, Monitor-Code, X, Y, no2"
1395, BT4, 49, 74, 52
1395, BT6, 51, 71, 83
1395, BT8, 56, 69, 122
1395, EI1, 48, 67, 151
1395, GB6, 106, 51, 185
1395, GN0, 103, 60, 132
1395, GN3, 107, 59, 86
1395, HV1, 125, 68, 102
1395, HV3, 120, 82, 42
1395, IS2, 72, 76, 158
1395, KT6, 50, 44, 134
1395, LW4, 89, 53, 151
1395, RB4, 96, 82, 118
1395, WM6, 67, 65, 143
1395, WMB, 69, 65, 195
 "tick, Monitor-Code, X, Y, no2"
1396, BT4, 49, 74, 76
1396, BT6, 51, 71, 134
1396, BT8, 56, 69, 109
1396, EI1, 48, 67, 202
1396, GB6, 106, 51, 141
1396, GN0, 103, 60, 112
1396, GN3, 107, 59, 167
1396, HV1, 125, 68, 111
1396, HV3, 120, 82, 119
1396, IS2, 72, 76, 67
1396, KT6, 50, 44, 93
1396, LW4, 89, 53, 128
1396, RB4, 96, 82, 81
1396, WM6, 67, 65, 177
1396, WMB, 69, 65, 81
 "tick, Monitor-Code, X, Y, no2"
1397, BT4, 49, 74, 156
1397, BT6, 51, 71, 125
1397, BT8, 56, 69, 78
1397, EI1, 48, 67, 100
1397, GB6, 106, 51, 109
1397, GN0, 103, 60, 86
1397, GN3, 107, 59, 130
1397, HV1, 125, 68, 38
1397, HV3, 120, 82, 189
1397, IS2, 72, 76, 91
1397, KT6, 50, 44, 42
1397, LW4, 89, 53, 159
1397, RB4, 96, 82, 57
1397, WM6, 67, 65, 150
1397, WMB, 69, 65, 99
 "tick, Monitor-Code, X, Y, no2"
1398, BT4, 49, 74, 136
1398, BT6, 51, 71, 113
1398, BT8, 56, 69, 70
1398, EI1, 48, 67, 119
1398, GB6, 106, 51, 79
1398, GN0, 103, 60, 89
1398, GN3, 107, 59, 208
1398, HV1, 125, 68, 65
1398, HV3, 120, 82, 175
1398, IS2, 72, 76, 124
1398, KT6, 50, 44, 59
1398, LW4, 89, 53, 136
1398, RB4, 96, 82, 102
1398, WM6, 67, 65, 139
1398, WMB, 69, 65, 67
 "tick, Monitor-Code, X, Y, no2"
1399, BT4, 49, 74, 125
1399, BT6, 51, 71, 119
1399, BT8, 56, 69, 75
1399, EI1, 48, 67, 98
1399, GB6, 106, 51, 96
1399, GN0, 103, 60, 81
1399, GN3, 107, 59, 82
1399, HV1, 125, 68, 87
1399, HV3, 120, 82, 164
1399, IS2, 72, 76, 140
1399, KT6, 50, 44, 72
1399, LW4, 89, 53, 166
1399, RB4, 96, 82, 50
1399, WM6, 67, 65, 101
1399, WMB, 69, 65, 95
 "tick, Monitor-Code, X, Y, no2"
1400, BT4, 49, 74, 94
1400, BT6, 51, 71, 148
1400, BT8, 56, 69, 122
1400, EI1, 48, 67, 79
1400, GB6, 106, 51, 112
1400, GN0, 103, 60, 99
1400, GN3, 107, 59, 136
1400, HV1, 125, 68, 42
1400, HV3, 120, 82, 98
1400, IS2, 72, 76, 81
1400, KT6, 50, 44, 79
1400, LW4, 89, 53, 127
1400, RB4, 96, 82, 53
1400, WM6, 67, 65, 88
1400, WMB, 69, 65, 68
 "tick, Monitor-Code, X, Y, no2"
1401, BT4, 49, 74, 64
1401, BT6, 51, 71, 132
1401, BT8, 56, 69, 96
1401, EI1, 48, 67, 96
1401, GB6, 106, 51, 129
1401, GN0, 103, 60, 119
1401, GN3, 107, 59, 79
1401, HV1, 125, 68, 34
1401, HV3, 120, 82, 166
1401, IS2, 72, 76, 85
1401, KT6, 50, 44, 112
1401, LW4, 89, 53, 99
1401, RB4, 96, 82, 99
1401, WM6, 67, 65, 64
1401, WMB, 69, 65, 123
 "tick, Monitor-Code, X, Y, no2"
1402, BT4, 49, 74, 89
1402, BT6, 51, 71, 139
1402, BT8, 56, 69, 130
1402, EI1, 48, 67, 129
1402, GB6, 106, 51, 142
1402, GN0, 103, 60, 144
1402, GN3, 107, 59, 148
1402, HV1, 125, 68, 142
1402, HV3, 120, 82, 105
1402, IS2, 72, 76, 100
1402, KT6, 50, 44, 109
1402, LW4, 89, 53, 105
1402, RB4, 96, 82, 198
1402, WM6, 67, 65, 138
1402, WMB, 69, 65, 68
 "tick, Monitor-Code, X, Y, no2"
1403, BT4, 49, 74, 67
1403, BT6, 51, 71, 89
1403, BT8, 56, 69, 166
1403, EI1, 48, 67, 132
1403, GB6, 106, 51, 152
1403, GN0, 103, 60, 87
1403, GN3, 107, 59, 105
1403, HV1, 125, 68, 147
1403, HV3, 120, 82, 109
1403, IS2, 72, 76, 77
1403, KT6, 50, 44, 126
1403, LW4, 89, 53, 115
1403, RB4, 96, 82, 170
1403, WM6, 67, 65, 80
1403, WMB, 69, 65, 95
 "tick, Monitor-Code, X, Y, no2"
1404, BT4, 49, 74, 99
1404, BT6, 51, 71, 117
1404, BT8, 56, 69, 106
1404, EI1, 48, 67, 162
1404, GB6, 106, 51, 117
1404, GN0, 103, 60, 72
1404, GN3, 107, 59, 194
1404, HV1, 125, 68, 116
1404, HV3, 120, 82, 40
1404, IS2, 72, 76, 68
1404, KT6, 50, 44, 135
1404, LW4, 89, 53, 95
1404, RB4, 96, 82, 158
1404, WM6, 67, 65, 120
1404, WMB, 69, 65, 61
