 "tick, Monitor-Code, X, Y, no2"
839, BT6, 51, 71, 96
839, BT8, 56, 69, 39
839, EI1, 48, 67, 59
839, GB6, 106, 51, 23
839, GN0, 103, 60, 40
839, GN3, 107, 59, 134
839, HV1, 125, 68, 49
839, HV3, 120, 82, 39
839, IS2, 72, 76, 70
839, KT6, 50, 44, 35
839, LW4, 89, 53, 57
839, RB4, 96, 82, 50
839, WM6, 67, 65, 145
839, WMB, 69, 65, 195
 "tick, Monitor-Code, X, Y, no2"
840, BT4, 49, 74, 122
840, BT6, 51, 71, 124
840, BT8, 56, 69, 67
840, EI1, 48, 67, 71
840, GB6, 106, 51, 35
840, GN0, 103, 60, 47
840, GN3, 107, 59, 148
840, HV1, 125, 68, 72
840, HV3, 120, 82, 113
840, IS2, 72, 76, 124
840, KT6, 50, 44, 50
840, LW4, 89, 53, 95
840, RB4, 96, 82, 85
840, WM6, 67, 65, 200
840, WMB, 69, 65, 128
 "tick, Monitor-Code, X, Y, no2"
841, BT4, 49, 74, 144
841, BT6, 51, 71, 126
841, BT8, 56, 69, 62
841, EI1, 48, 67, 120
841, GB6, 106, 51, 47
841, GN0, 103, 60, 75
841, GN3, 107, 59, 42
841, HV1, 125, 68, 81
841, HV3, 120, 82, 116
841, IS2, 72, 76, 114
841, KT6, 50, 44, 75
841, LW4, 89, 53, 92
841, RB4, 96, 82, 81
841, WM6, 67, 65, 103
841, WMB, 69, 65, 194
 "tick, Monitor-Code, X, Y, no2"
842, BT4, 49, 74, 132
842, BT6, 51, 71, 112
842, BT8, 56, 69, 93
842, EI1, 48, 67, 86
842, GB6, 106, 51, 68
842, GN0, 103, 60, 119
842, GN3, 107, 59, 64
842, HV1, 125, 68, 83
842, HV3, 120, 82, 48
842, IS2, 72, 76, 135
842, KT6, 50, 44, 50
842, LW4, 89, 53, 104
842, RB4, 96, 82, 44
842, WM6, 67, 65, 120
842, WMB, 69, 65, 169
 "tick, Monitor-Code, X, Y, no2"
843, BT4, 49, 74, 65
843, BT6, 51, 71, 161
843, BT8, 56, 69, 59
843, EI1, 48, 67, 128
843, GB6, 106, 51, 133
843, GN0, 103, 60, 108
843, GN3, 107, 59, 198
843, HV1, 125, 68, 74
843, HV3, 120, 82, 45
843, IS2, 72, 76, 97
843, KT6, 50, 44, 125
843, LW4, 89, 53, 103
843, RB4, 96, 82, 92
843, WM6, 67, 65, 158
843, WMB, 69, 65, 149
 "tick, Monitor-Code, X, Y, no2"
844, BT4, 49, 74, 127
844, BT6, 51, 71, 50
844, BT8, 56, 69, 107
844, EI1, 48, 67, 134
844, GB6, 106, 51, 123
844, GN0, 103, 60, 119
844, GN3, 107, 59, 106
844, HV1, 125, 68, 105
844, HV3, 120, 82, 75
844, IS2, 72, 76, 108
844, KT6, 50, 44, 85
844, LW4, 89, 53, 126
844, RB4, 96, 82, 58
844, WM6, 67, 65, 134
844, WMB, 69, 65, 139
 "tick, Monitor-Code, X, Y, no2"
845, BT4, 49, 74, 85
845, BT6, 51, 71, 75
845, BT8, 56, 69, 123
845, EI1, 48, 67, 112
845, GB6, 106, 51, 105
845, GN0, 103, 60, 64
845, GN3, 107, 59, 98
845, HV1, 125, 68, 35
845, HV3, 120, 82, 37
845, IS2, 72, 76, 150
845, KT6, 50, 44, 130
845, LW4, 89, 53, 157
845, RB4, 96, 82, 122
845, WM6, 67, 65, 130
845, WMB, 69, 65, 207
 "tick, Monitor-Code, X, Y, no2"
846, BT4, 49, 74, 124
846, BT6, 51, 71, 155
846, BT8, 56, 69, 76
846, EI1, 48, 67, 135
846, GB6, 106, 51, 76
846, GN0, 103, 60, 38
846, GN3, 107, 59, 56
846, HV1, 125, 68, 80
846, HV3, 120, 82, 54
846, IS2, 72, 76, 70
846, KT6, 50, 44, 88
846, LW4, 89, 53, 94
846, RB4, 96, 82, 78
846, WM6, 67, 65, 136
846, WMB, 69, 65, 142
 "tick, Monitor-Code, X, Y, no2"
847, BT4, 49, 74, 207
847, BT6, 51, 71, 104
847, BT8, 56, 69, 78
847, EI1, 48, 67, 180
847, GB6, 106, 51, 40
847, GN0, 103, 60, 15
847, GN3, 107, 59, 36
847, HV1, 125, 68, 59
847, HV3, 120, 82, 43
847, IS2, 72, 76, 75
847, KT6, 50, 44, 41
847, LW4, 89, 53, 82
847, RB4, 96, 82, 33
847, WM6, 67, 65, 53
847, WMB, 69, 65, 227
 "tick, Monitor-Code, X, Y, no2"
848, BT4, 49, 74, 101
848, BT6, 51, 71, 108
848, BT8, 56, 69, 29
848, EI1, 48, 67, 28
848, GB6, 106, 51, 10
848, GN0, 103, 60, 44
848, GN3, 107, 59, 52
848, HV1, 125, 68, 19
848, HV3, 120, 82, 117
848, IS2, 72, 76, 148
848, KT6, 50, 44, 28
848, LW4, 89, 53, 46
848, RB4, 96, 82, 59
848, WM6, 67, 65, 98
848, WMB, 69, 65, 122
 "tick, Monitor-Code, X, Y, no2"
849, BT4, 49, 74, 178
849, BT6, 51, 71, 74
849, BT8, 56, 69, 34
849, EI1, 48, 67, 72
849, GB6, 106, 51, 37
849, GN0, 103, 60, 28
849, GN3, 107, 59, 48
849, HV1, 125, 68, 55
849, HV3, 120, 82, 55
849, IS2, 72, 76, 132
849, KT6, 50, 44, 53
849, LW4, 89, 53, 70
849, RB4, 96, 82, 54
849, WM6, 67, 65, 86
849, WMB, 69, 65, 96
 "tick, Monitor-Code, X, Y, no2"
850, BT4, 49, 74, 145
850, BT6, 51, 71, 44
850, BT8, 56, 69, 45
850, EI1, 48, 67, 65
850, GB6, 106, 51, 19
850, GN0, 103, 60, 27
850, GN3, 107, 59, 74
850, HV1, 125, 68, 45
850, HV3, 120, 82, 163
850, IS2, 72, 76, 115
850, KT6, 50, 44, 23
850, LW4, 89, 53, 79
850, RB4, 96, 82, 65
850, WM6, 67, 65, 154
850, WMB, 69, 65, 52
 "tick, Monitor-Code, X, Y, no2"
851, BT4, 49, 74, 241
851, BT6, 51, 71, 56
851, BT8, 56, 69, 25
851, EI1, 48, 67, 37
851, GB6, 106, 51, 21
851, GN0, 103, 60, 84
851, GN3, 107, 59, 38
851, HV1, 125, 68, 45
851, HV3, 120, 82, 131
851, IS2, 72, 76, 105
851, KT6, 50, 44, 63
851, LW4, 89, 53, 85
851, RB4, 96, 82, 96
851, WM6, 67, 65, 67
851, WMB, 69, 65, 66
 "tick, Monitor-Code, X, Y, no2"
852, BT4, 49, 74, 294
852, BT6, 51, 71, 77
852, BT8, 56, 69, 105
852, EI1, 48, 67, 106
852, GB6, 106, 51, 80
852, GN0, 103, 60, 101
852, GN3, 107, 59, 66
852, HV1, 125, 68, 68
852, HV3, 120, 82, 40
852, IS2, 72, 76, 56
852, KT6, 50, 44, 69
852, LW4, 89, 53, 103
852, RB4, 96, 82, 35
852, WM6, 67, 65, 110
852, WMB, 69, 65, 97
 "tick, Monitor-Code, X, Y, no2"
853, BT4, 49, 74, 91
853, BT6, 51, 71, 98
853, BT8, 56, 69, 121
853, EI1, 48, 67, 127
853, GB6, 106, 51, 133
853, GN0, 103, 60, 98
853, GN3, 107, 59, 42
853, HV1, 125, 68, 45
853, HV3, 120, 82, 50
853, IS2, 72, 76, 70
853, KT6, 50, 44, 92
853, LW4, 89, 53, 124
853, RB4, 96, 82, 125
853, WM6, 67, 65, 74
853, WMB, 69, 65, 140
 "tick, Monitor-Code, X, Y, no2"
854, BT4, 49, 74, 122
854, BT6, 51, 71, 31
854, BT8, 56, 69, 120
854, EI1, 48, 67, 181
854, GB6, 106, 51, 104
854, GN0, 103, 60, 84
854, GN3, 107, 59, 52
854, HV1, 125, 68, 138
854, HV3, 120, 82, 119
854, IS2, 72, 76, 69
854, KT6, 50, 44, 78
854, LW4, 89, 53, 149
854, RB4, 96, 82, 85
854, WM6, 67, 65, 89
854, WMB, 69, 65, 69
 "tick, Monitor-Code, X, Y, no2"
855, BT4, 49, 74, 179
855, BT6, 51, 71, 56
855, BT8, 56, 69, 75
855, EI1, 48, 67, 138
855, GB6, 106, 51, 71
855, GN0, 103, 60, 101
855, GN3, 107, 59, 44
855, HV1, 125, 68, 97
855, HV3, 120, 82, 36
855, IS2, 72, 76, 101
855, KT6, 50, 44, 134
855, LW4, 89, 53, 110
855, RB4, 96, 82, 115
855, WM6, 67, 65, 74
855, WMB, 69, 65, 78
 "tick, Monitor-Code, X, Y, no2"
856, BT4, 49, 74, 142
856, BT6, 51, 71, 37
856, BT8, 56, 69, 124
856, EI1, 48, 67, 145
856, GB6, 106, 51, 90
856, GN0, 103, 60, 112
856, GN3, 107, 59, 60
856, HV1, 125, 68, 91
856, HV3, 120, 82, 183
856, IS2, 72, 76, 51
856, KT6, 50, 44, 158
856, LW4, 89, 53, 166
856, RB4, 96, 82, 151
856, WM6, 67, 65, 136
856, WMB, 69, 65, 72
 "tick, Monitor-Code, X, Y, no2"
857, BT4, 49, 74, 137
857, BT6, 51, 71, 68
857, BT8, 56, 69, 124
857, EI1, 48, 67, 240
857, GB6, 106, 51, 143
857, GN0, 103, 60, 74
857, GN3, 107, 59, 75
857, HV1, 125, 68, 89
857, HV3, 120, 82, 118
857, IS2, 72, 76, 69
857, KT6, 50, 44, 84
857, LW4, 89, 53, 139
857, RB4, 96, 82, 29
857, WM6, 67, 65, 90
857, WMB, 69, 65, 92
 "tick, Monitor-Code, X, Y, no2"
858, BT4, 49, 74, 139
858, BT6, 51, 71, 46
858, BT8, 56, 69, 77
858, EI1, 48, 67, 56
858, GB6, 106, 51, 68
858, GN0, 103, 60, 81
858, GN3, 107, 59, 165
858, HV1, 125, 68, 25
858, HV3, 120, 82, 38
858, IS2, 72, 76, 44
858, KT6, 50, 44, 79
858, LW4, 89, 53, 112
858, RB4, 96, 82, 54
858, WM6, 67, 65, 180
858, WMB, 69, 65, 78
 "tick, Monitor-Code, X, Y, no2"
859, BT4, 49, 74, 68
859, BT6, 51, 71, 50
859, BT8, 56, 69, 82
859, EI1, 48, 67, 102
859, GB6, 106, 51, 87
859, GN0, 103, 60, 144
859, GN3, 107, 59, 48
859, HV1, 125, 68, 35
859, HV3, 120, 82, 61
859, IS2, 72, 76, 83
859, KT6, 50, 44, 111
859, LW4, 89, 53, 111
859, RB4, 96, 82, 107
859, WM6, 67, 65, 78
859, WMB, 69, 65, 126
 "tick, Monitor-Code, X, Y, no2"
860, BT4, 49, 74, 124
860, BT6, 51, 71, 81
860, BT8, 56, 69, 151
860, EI1, 48, 67, 163
860, GB6, 106, 51, 186
860, GN0, 103, 60, 117
860, GN3, 107, 59, 57
860, HV1, 125, 68, 108
860, HV3, 120, 82, 65
860, IS2, 72, 76, 68
860, KT6, 50, 44, 80
860, LW4, 89, 53, 151
860, RB4, 96, 82, 42
860, WM6, 67, 65, 115
860, WMB, 69, 65, 113
 "tick, Monitor-Code, X, Y, no2"
861, BT4, 49, 74, 118
861, BT6, 51, 71, 108
861, BT8, 56, 69, 157
861, EI1, 48, 67, 134
861, GB6, 106, 51, 132
861, GN0, 103, 60, 76
861, GN3, 107, 59, 64
861, HV1, 125, 68, 36
861, HV3, 120, 82, 51
861, IS2, 72, 76, 64
861, KT6, 50, 44, 71
861, LW4, 89, 53, 208
861, RB4, 96, 82, 126
861, WM6, 67, 65, 61
861, WMB, 69, 65, 177
 "tick, Monitor-Code, X, Y, no2"
862, BT4, 49, 74, 132
862, BT6, 51, 71, 68
862, BT8, 56, 69, 119
862, EI1, 48, 67, 107
862, GB6, 106, 51, 66
862, GN0, 103, 60, 44
862, GN3, 107, 59, 38
862, HV1, 125, 68, 89
862, HV3, 120, 82, 27
862, IS2, 72, 76, 101
862, KT6, 50, 44, 69
862, LW4, 89, 53, 108
862, RB4, 96, 82, 84
862, WM6, 67, 65, 60
862, WMB, 69, 65, 78
 "tick, Monitor-Code, X, Y, no2"
863, BT4, 49, 74, 90
863, BT6, 51, 71, 62
863, BT8, 56, 69, 56
863, EI1, 48, 67, 69
863, GB6, 106, 51, 43
863, GN0, 103, 60, 27
863, GN3, 107, 59, 101
863, HV1, 125, 68, 66
863, HV3, 120, 82, 41
863, IS2, 72, 76, 128
863, KT6, 50, 44, 38
863, LW4, 89, 53, 89
863, RB4, 96, 82, 65
863, WM6, 67, 65, 116
863, WMB, 69, 65, 89
 "tick, Monitor-Code, X, Y, no2"
864, BT4, 49, 74, 109
864, BT6, 51, 71, 57
864, BT8, 56, 69, 47
864, EI1, 48, 67, 40
864, GB6, 106, 51, 18
864, GN0, 103, 60, 33
864, GN3, 107, 59, 144
864, HV1, 125, 68, 27
864, HV3, 120, 82, 50
864, IS2, 72, 76, 48
864, KT6, 50, 44, 43
864, LW4, 89, 53, 54
864, RB4, 96, 82, 73
864, WM6, 67, 65, 107
864, WMB, 69, 65, 68
 "tick, Monitor-Code, X, Y, no2"
865, BT4, 49, 74, 90
865, BT6, 51, 71, 43
865, BT8, 56, 69, 44
865, EI1, 48, 67, 55
865, GB6, 106, 51, 21
865, GN0, 103, 60, 39
865, GN3, 107, 59, 43
865, HV1, 125, 68, 57
865, HV3, 120, 82, 74
865, IS2, 72, 76, 114
865, KT6, 50, 44, 41
865, LW4, 89, 53, 90
865, RB4, 96, 82, 67
865, WM6, 67, 65, 66
865, WMB, 69, 65, 53
 "tick, Monitor-Code, X, Y, no2"
866, BT4, 49, 74, 205
866, BT6, 51, 71, 131
866, BT8, 56, 69, 76
866, EI1, 48, 67, 78
866, GB6, 106, 51, 28
866, GN0, 103, 60, 60
866, GN3, 107, 59, 67
866, HV1, 125, 68, 55
866, HV3, 120, 82, 42
866, IS2, 72, 76, 64
866, KT6, 50, 44, 54
866, LW4, 89, 53, 72
866, RB4, 96, 82, 81
866, WM6, 67, 65, 75
866, WMB, 69, 65, 102
 "tick, Monitor-Code, X, Y, no2"
867, BT4, 49, 74, 70
867, BT6, 51, 71, 106
867, BT8, 56, 69, 57
867, EI1, 48, 67, 121
867, GB6, 106, 51, 56
867, GN0, 103, 60, 29
867, GN3, 107, 59, 58
867, HV1, 125, 68, 67
867, HV3, 120, 82, 35
867, IS2, 72, 76, 70
867, KT6, 50, 44, 24
867, LW4, 89, 53, 107
867, RB4, 96, 82, 45
867, WM6, 67, 65, 60
867, WMB, 69, 65, 133
 "tick, Monitor-Code, X, Y, no2"
868, BT4, 49, 74, 157
868, BT6, 51, 71, 76
868, BT8, 56, 69, 36
868, EI1, 48, 67, 41
868, GB6, 106, 51, 19
868, GN0, 103, 60, 32
868, GN3, 107, 59, 68
868, HV1, 125, 68, 42
868, HV3, 120, 82, 93
868, IS2, 72, 76, 106
868, KT6, 50, 44, 42
868, LW4, 89, 53, 60
868, RB4, 96, 82, 49
868, WM6, 67, 65, 85
868, WMB, 69, 65, 65
 "tick, Monitor-Code, X, Y, no2"
869, BT4, 49, 74, 94
869, BT6, 51, 71, 62
869, BT8, 56, 69, 40
869, EI1, 48, 67, 70
869, GB6, 106, 51, 30
869, GN0, 103, 60, 31
869, GN3, 107, 59, 36
869, HV1, 125, 68, 57
869, HV3, 120, 82, 48
869, IS2, 72, 76, 133
869, KT6, 50, 44, 29
869, LW4, 89, 53, 48
869, RB4, 96, 82, 58
869, WM6, 67, 65, 70
869, WMB, 69, 65, 82
 "tick, Monitor-Code, X, Y, no2"
870, BT4, 49, 74, 113
870, BT6, 51, 71, 61
870, BT8, 56, 69, 55
870, EI1, 48, 67, 50
870, GB6, 106, 51, 23
870, GN0, 103, 60, 40
870, GN3, 107, 59, 51
870, HV1, 125, 68, 56
870, HV3, 120, 82, 68
870, IS2, 72, 76, 85
870, KT6, 50, 44, 47
870, LW4, 89, 53, 65
870, RB4, 96, 82, 82
870, WM6, 67, 65, 115
870, WMB, 69, 65, 69
 "tick, Monitor-Code, X, Y, no2"
871, BT4, 49, 74, 58
871, BT6, 51, 71, 82
871, BT8, 56, 69, 38
871, EI1, 48, 67, 75
871, GB6, 106, 51, 31
871, GN0, 103, 60, 34
871, GN3, 107, 59, 26
871, HV1, 125, 68, 47
871, HV3, 120, 82, 135
871, IS2, 72, 76, 117
871, KT6, 50, 44, 27
871, LW4, 89, 53, 86
871, RB4, 96, 82, 42
871, WM6, 67, 65, 40
871, WMB, 69, 65, 87
 "tick, Monitor-Code, X, Y, no2"
872, BT4, 49, 74, 64
872, BT6, 51, 71, 48
872, BT8, 56, 69, 44
872, EI1, 48, 67, 62
872, GB6, 106, 51, 18
872, GN0, 103, 60, 35
872, GN3, 107, 59, 36
872, HV1, 125, 68, 37
872, HV3, 120, 82, 39
872, IS2, 72, 76, 74
872, KT6, 50, 44, 40
872, LW4, 89, 53, 45
872, RB4, 96, 82, 53
872, WM6, 67, 65, 43
872, WMB, 69, 65, 84
 "tick, Monitor-Code, X, Y, no2"
873, BT4, 49, 74, 31
873, BT6, 51, 71, 78
873, BT8, 56, 69, 39
873, EI1, 48, 67, 61
873, GB6, 106, 51, 36
873, GN0, 103, 60, 58
873, GN3, 107, 59, 58
873, HV1, 125, 68, 65
873, HV3, 120, 82, 65
873, IS2, 72, 76, 123
873, KT6, 50, 44, 45
873, LW4, 89, 53, 78
873, RB4, 96, 82, 66
873, WM6, 67, 65, 57
873, WMB, 69, 65, 106
 "tick, Monitor-Code, X, Y, no2"
874, BT4, 49, 74, 77
874, BT6, 51, 71, 31
874, BT8, 56, 69, 61
874, EI1, 48, 67, 97
874, GB6, 106, 51, 49
874, GN0, 103, 60, 78
874, GN3, 107, 59, 65
874, HV1, 125, 68, 70
874, HV3, 120, 82, 93
874, IS2, 72, 76, 65
874, KT6, 50, 44, 52
874, LW4, 89, 53, 108
874, RB4, 96, 82, 60
874, WM6, 67, 65, 38
874, WMB, 69, 65, 64
 "tick, Monitor-Code, X, Y, no2"
875, BT4, 49, 74, 82
875, BT6, 51, 71, 29
875, BT8, 56, 69, 73
875, EI1, 48, 67, 117
875, GB6, 106, 51, 106
875, GN0, 103, 60, 24
875, GN3, 107, 59, 67
875, HV1, 125, 68, 78
875, HV3, 120, 82, 66
875, IS2, 72, 76, 93
875, KT6, 50, 44, 35
875, LW4, 89, 53, 127
875, RB4, 96, 82, 57
875, WM6, 67, 65, 81
875, WMB, 69, 65, 65
 "tick, Monitor-Code, X, Y, no2"
876, BT4, 49, 74, 172
876, BT6, 51, 71, 38
876, BT8, 56, 69, 58
876, EI1, 48, 67, 69
876, GB6, 106, 51, 25
876, GN0, 103, 60, 42
876, GN3, 107, 59, 42
876, HV1, 125, 68, 46
876, HV3, 120, 82, 115
876, IS2, 72, 76, 38
876, KT6, 50, 44, 70
876, LW4, 89, 53, 100
876, RB4, 96, 82, 99
876, WM6, 67, 65, 35
876, WMB, 69, 65, 58
 "tick, Monitor-Code, X, Y, no2"
877, BT4, 49, 74, 140
877, BT6, 51, 71, 19
877, BT8, 56, 69, 54
877, EI1, 48, 67, 72
877, GB6, 106, 51, 29
877, GN0, 103, 60, 72
877, GN3, 107, 59, 169
877, HV1, 125, 68, 62
877, HV3, 120, 82, 113
877, IS2, 72, 76, 41
877, KT6, 50, 44, 54
877, LW4, 89, 53, 76
877, RB4, 96, 82, 50
877, WM6, 67, 65, 82
877, WMB, 69, 65, 55
 "tick, Monitor-Code, X, Y, no2"
878, BT4, 49, 74, 153
878, BT6, 51, 71, 45
878, BT8, 56, 69, 58
878, EI1, 48, 67, 75
878, GB6, 106, 51, 61
878, GN0, 103, 60, 31
878, GN3, 107, 59, 82
878, HV1, 125, 68, 49
878, HV3, 120, 82, 81
878, IS2, 72, 76, 40
878, KT6, 50, 44, 34
878, LW4, 89, 53, 66
878, RB4, 96, 82, 40
878, WM6, 67, 65, 87
878, WMB, 69, 65, 60
 "tick, Monitor-Code, X, Y, no2"
879, BT4, 49, 74, 166
879, BT6, 51, 71, 19
879, BT8, 56, 69, 53
879, EI1, 48, 67, 58
879, GB6, 106, 51, 29
879, GN0, 103, 60, 110
879, GN3, 107, 59, 114
879, HV1, 125, 68, 27
879, HV3, 120, 82, 85
879, IS2, 72, 76, 23
879, KT6, 50, 44, 85
879, LW4, 89, 53, 57
879, RB4, 96, 82, 112
879, WM6, 67, 65, 113
879, WMB, 69, 65, 49
 "tick, Monitor-Code, X, Y, no2"
880, BT4, 49, 74, 173
880, BT6, 51, 71, 110
880, BT8, 56, 69, 102
880, EI1, 48, 67, 144
880, GB6, 106, 51, 83
880, GN0, 103, 60, 98
880, GN3, 107, 59, 74
880, HV1, 125, 68, 124
880, HV3, 120, 82, 44
880, IS2, 72, 76, 42
880, KT6, 50, 44, 69
880, LW4, 89, 53, 144
880, RB4, 96, 82, 83
880, WM6, 67, 65, 90
880, WMB, 69, 65, 123
 "tick, Monitor-Code, X, Y, no2"
881, BT4, 49, 74, 149
881, BT6, 51, 71, 85
881, BT8, 56, 69, 71
881, EI1, 48, 67, 133
881, GB6, 106, 51, 105
881, GN0, 103, 60, 47
881, GN3, 107, 59, 188
881, HV1, 125, 68, 91
881, HV3, 120, 82, 71
881, IS2, 72, 76, 25
881, KT6, 50, 44, 57
881, LW4, 89, 53, 124
881, RB4, 96, 82, 81
881, WM6, 67, 65, 118
881, WMB, 69, 65, 96
 "tick, Monitor-Code, X, Y, no2"
882, BT4, 49, 74, 141
882, BT6, 51, 71, 114
882, BT8, 56, 69, 81
882, EI1, 48, 67, 84
882, GB6, 106, 51, 36
882, GN0, 103, 60, 46
882, GN3, 107, 59, 89
882, HV1, 125, 68, 68
882, HV3, 120, 82, 31
882, IS2, 72, 76, 110
882, KT6, 50, 44, 67
882, LW4, 89, 53, 85
882, RB4, 96, 82, 71
882, WM6, 67, 65, 92
882, WMB, 69, 65, 86
 "tick, Monitor-Code, X, Y, no2"
883, BT4, 49, 74, 100
883, BT6, 51, 71, 65
883, BT8, 56, 69, 57
883, EI1, 48, 67, 72
883, GB6, 106, 51, 25
883, GN0, 103, 60, 38
883, GN3, 107, 59, 114
883, HV1, 125, 68, 57
883, HV3, 120, 82, 37
883, IS2, 72, 76, 72
883, KT6, 50, 44, 50
883, LW4, 89, 53, 82
883, RB4, 96, 82, 63
883, WM6, 67, 65, 66
883, WMB, 69, 65, 63
 "tick, Monitor-Code, X, Y, no2"
884, BT4, 49, 74, 169
884, BT6, 51, 71, 141
884, BT8, 56, 69, 67
884, EI1, 48, 67, 67
884, GB6, 106, 51, 25
884, GN0, 103, 60, 42
884, GN3, 107, 59, 78
884, HV1, 125, 68, 48
884, HV3, 120, 82, 34
884, IS2, 72, 76, 168
884, KT6, 50, 44, 62
884, LW4, 89, 53, 78
884, RB4, 96, 82, 87
884, WM6, 67, 65, 61
884, WMB, 69, 65, 154
 "tick, Monitor-Code, X, Y, no2"
885, BT4, 49, 74, 79
885, BT6, 51, 71, 86
885, BT8, 56, 69, 64
885, EI1, 48, 67, 91
885, GB6, 106, 51, 29
885, GN0, 103, 60, 83
885, GN3, 107, 59, 45
885, HV1, 125, 68, 66
885, HV3, 120, 82, 23
885, IS2, 72, 76, 106
885, KT6, 50, 44, 77
885, LW4, 89, 53, 99
885, RB4, 96, 82, 26
885, WM6, 67, 65, 50
885, WMB, 69, 65, 114
 "tick, Monitor-Code, X, Y, no2"
886, BT4, 49, 74, 112
886, BT6, 51, 71, 63
886, BT8, 56, 69, 58
886, EI1, 48, 67, 53
886, GB6, 106, 51, 71
886, GN0, 103, 60, 125
886, GN3, 107, 59, 33
886, HV1, 125, 68, 12
886, HV3, 120, 82, 35
886, IS2, 72, 76, 44
886, KT6, 50, 44, 162
886, LW4, 89, 53, 81
886, RB4, 96, 82, 66
886, WM6, 67, 65, 44
886, WMB, 69, 65, 126
 "tick, Monitor-Code, X, Y, no2"
887, BT4, 49, 74, 83
887, BT6, 51, 71, 45
887, BT8, 56, 69, 68
887, EI1, 48, 67, 134
887, GB6, 106, 51, 140
887, GN0, 103, 60, 49
887, GN3, 107, 59, 16
887, HV1, 125, 68, 22
887, HV3, 120, 82, 29
887, IS2, 72, 76, 39
887, KT6, 50, 44, 46
887, LW4, 89, 53, 144
887, RB4, 96, 82, 14
887, WM6, 67, 65, 22
887, WMB, 69, 65, 92
 "tick, Monitor-Code, X, Y, no2"
888, BT4, 49, 74, 35
888, BT6, 51, 71, 39
888, BT8, 56, 69, 52
888, EI1, 48, 67, 40
888, GB6, 106, 51, 56
888, GN0, 103, 60, 80
888, GN3, 107, 59, 16
888, HV1, 125, 68, 8
888, HV3, 120, 82, 79
888, IS2, 72, 76, 65
888, KT6, 50, 44, 79
888, LW4, 89, 53, 64
888, RB4, 96, 82, 18
888, WM6, 67, 65, 24
888, WMB, 69, 65, 100
 "tick, Monitor-Code, X, Y, no2"
889, BT4, 49, 74, 31
889, BT6, 51, 71, 33
889, BT8, 56, 69, 49
889, EI1, 48, 67, 55
889, GB6, 106, 51, 56
889, GN0, 103, 60, 78
889, GN3, 107, 59, 11
889, HV1, 125, 68, 12
889, HV3, 120, 82, 60
889, IS2, 72, 76, 34
889, KT6, 50, 44, 69
889, LW4, 89, 53, 87
889, RB4, 96, 82, 29
889, WM6, 67, 65, 15
889, WMB, 69, 65, 89
 "tick, Monitor-Code, X, Y, no2"
890, BT4, 49, 74, 102
890, BT6, 51, 71, 23
890, BT8, 56, 69, 42
890, EI1, 48, 67, 34
890, GB6, 106, 51, 55
890, GN0, 103, 60, 59
890, GN3, 107, 59, 9
890, HV1, 125, 68, 14
890, HV3, 120, 82, 106
890, IS2, 72, 76, 99
890, KT6, 50, 44, 41
890, LW4, 89, 53, 91
890, RB4, 96, 82, 31
890, WM6, 67, 65, 10
890, WMB, 69, 65, 82
 "tick, Monitor-Code, X, Y, no2"
891, BT4, 49, 74, 106
891, BT6, 51, 71, 16
891, BT8, 56, 69, 35
891, EI1, 48, 67, 33
891, GB6, 106, 51, 44
891, GN0, 103, 60, 94
891, GN3, 107, 59, 32
891, HV1, 125, 68, 14
891, HV3, 120, 82, 61
891, IS2, 72, 76, 96
891, KT6, 50, 44, 55
891, LW4, 89, 53, 77
891, RB4, 96, 82, 34
891, WM6, 67, 65, 27
891, WMB, 69, 65, 65
 "tick, Monitor-Code, X, Y, no2"
892, BT4, 49, 74, 206
892, BT6, 51, 71, 19
892, BT8, 56, 69, 60
892, EI1, 48, 67, 33
892, GB6, 106, 51, 63
892, GN0, 103, 60, 43
892, GN3, 107, 59, 54
892, HV1, 125, 68, 20
892, HV3, 120, 82, 132
892, IS2, 72, 76, 79
892, KT6, 50, 44, 48
892, LW4, 89, 53, 89
892, RB4, 96, 82, 27
892, WM6, 67, 65, 32
892, WMB, 69, 65, 68
 "tick, Monitor-Code, X, Y, no2"
893, BT4, 49, 74, 114
893, BT6, 51, 71, 10
893, BT8, 56, 69, 39
893, EI1, 48, 67, 22
893, GB6, 106, 51, 31
893, GN0, 103, 60, 159
893, GN3, 107, 59, 51
893, HV1, 125, 68, 18
893, HV3, 120, 82, 61
893, IS2, 72, 76, 58
893, KT6, 50, 44, 103
893, LW4, 89, 53, 48
893, RB4, 96, 82, 143
893, WM6, 67, 65, 54
893, WMB, 69, 65, 40
 "tick, Monitor-Code, X, Y, no2"
894, BT4, 49, 74, 190
894, BT6, 51, 71, 37
894, BT8, 56, 69, 113
894, EI1, 48, 67, 119
894, GB6, 106, 51, 145
894, GN0, 103, 60, 82
894, GN3, 107, 59, 47
894, HV1, 125, 68, 77
894, HV3, 120, 82, 66
894, IS2, 72, 76, 119
894, KT6, 50, 44, 90
894, LW4, 89, 53, 144
894, RB4, 96, 82, 71
894, WM6, 67, 65, 30
894, WMB, 69, 65, 52
 "tick, Monitor-Code, X, Y, no2"
895, BT4, 49, 74, 162
895, BT6, 51, 71, 30
895, BT8, 56, 69, 57
895, EI1, 48, 67, 99
895, GB6, 106, 51, 105
895, GN0, 103, 60, 116
895, GN3, 107, 59, 92
895, HV1, 125, 68, 34
895, HV3, 120, 82, 41
895, IS2, 72, 76, 72
