 "tick, monitor_code, no2, no2_list"
0, WA2, 25.971137195559997, 41.01498062805944
0, IS6, 36.506967659028746, 15.576951048818731
0, NM3, 32.942493450954395, 15.0449954445043
0, KC1, 36.05738828573479, 20.576108689793863
0, CT3, 39.513815994623215, 19.38984382020775
0, HG4, 24.03050466210488, 9.09874987276923
0, LW1, 22.57195076064778, 17.476943844615388
0, LB6, 34.59034192998511, 24.001889555142945
0, BQ7, 21.66894673132145, 9.270184129544585
0, SK6, 39.34948840624758, 17.927307828573024
0, BL0, 44.12273231545319, 35.299374322775265
0, WA9, 25.744552966813693, 18.917581780667152
1, CT3, 40.10510319651652, 26.841993968131593
1, SK6, 47.191166628385474, 27.98322087586648
1, IS6, 41.28624283728436, 20.225862463872623
1, NM3, 39.552707463406335, 19.587342008535703
1, LB6, 28.860067846731724, 25.63931850864776
1, LW1, 29.126216588254266, 22.76785204909091
1, WA2, 31.252541674558838, 44.221994510550296
1, HG4, 28.352435878267983, 13.492820148636362
1, KC1, 42.56753957739491, 21.899552028520496
1, BL0, 52.00620055367094, 39.32766763161021
1, WA9, 30.514175285807646, 23.914120289077854
1, BQ7, 27.002416279330095, 18.012579374656323
2, BQ7, 24.526486238834686, 11.843842352361689
2, KC1, 42.31247504552464, 27.96099337958773
2, LB6, 30.0249093773851, 38.717136222559574
2, LW1, 26.52881290839116, 40.003901720769235
2, CT3, 37.73101178502985, 21.286400419810015
2, WA2, 30.967243996296716, 55.04172902645925
2, BL0, 50.234228732876296, 35.55111097838109
2, HG4, 28.33512955933589, 38.89137966923077
2, NM3, 40.07476081221184, 22.08695680395595
2, WA9, 28.835511616501133, 28.434440536036227
2, SK6, 40.48543819537826, 26.768851459218055
2, IS6, 42.0546267528375, 25.36517106837171
3, BL0, 72.77794327250773, 51.00208425430777
3, BQ7, 38.0793026655702, 16.63268701073973
3, IS6, 58.868923587724694, 30.645823080170178
3, WA2, 43.80310874894381, 86.06954863400428
3, CT3, 62.44349220373396, 24.797666208484372
3, SK6, 61.302815418836495, 34.69549062936997
3, LB6, 64.99960226608385, 48.36292464293422
3, LW1, 38.38305842575678, 42.01652241
3, KC1, 60.91697890067062, 35.819911759050335
3, WA9, 43.61965526759837, 36.097084711767685
3, HG4, 57.95480658168087, 39.10256136454546
3, NM3, 58.387454586707314, 28.496689620609775
4, LW1, 36.525716774583685, 25.35513797615384
4, IS6, 55.26474651035089, 36.21313463692677
4, BQ7, 34.64342226923893, 28.725219298853315
4, WA9, 38.10968602876807, 40.62233482393669
4, LB6, 56.039660993322265, 57.0351630584405
4, KC1, 58.277260262604855, 35.850463770739054
4, HG4, 53.451987217990855, 16.533129008923076
4, BL0, 60.91294275817543, 40.82859712016088
4, CT3, 49.0388040417964, 29.91685972192268
4, WA2, 41.09583782487164, 68.27898568777738
4, SK6, 57.443184022325674, 40.30047785288808
4, NM3, 55.234886180731, 38.99358256466494
5, WA2, 50.74494016003202, 90.11263346910248
5, BL0, 78.1965662728521, 45.86132319154279
5, WA9, 49.49751992475958, 37.10780048751047
5, HG4, 46.83204879477874, 26.651303094000003
5, CT3, 70.73050861894897, 32.19524915426874
5, BQ7, 45.731190850009384, 31.422663744856138
5, LW1, 45.02867088321107, 30.57166351363637
5, KC1, 68.23072768582838, 32.780941190730836
5, IS6, 69.46215841834291, 35.89456127024365
5, SK6, 70.978842245162, 36.26579319801116
5, NM3, 67.24606734896048, 39.20776861922386
5, LB6, 70.21381144127989, 50.636966228719864
6, IS6, 63.021452130409955, 44.122380635522475
6, CT3, 59.53475145256486, 32.58912720915135
6, WA9, 44.34617607398113, 52.15486809057161
6, NM3, 65.79500004550373, 51.878026375454475
6, BQ7, 43.654104424466624, 47.0576609591658
6, SK6, 60.20704626488185, 52.50014332776812
6, LB6, 69.32450992715341, 66.39096816380747
6, LW1, 43.553710318802345, 29.90447353846154
6, KC1, 62.59068409593883, 42.44755652488687
6, HG4, 43.54275551984827, 10.372769230769231
6, WA2, 68.62512859216466, 88.00999737675926
6, BL0, 70.23678253849417, 49.841173630970324
7, HG4, 46.991673458746455, 10.834909090909091
7, KC1, 68.83807675123694, 42.17133918478907
7, WA9, 50.68686606819538, 48.53726276782052
7, SK6, 65.29975338853106, 43.840719265716764
7, CT3, 61.007954285505676, 32.45672016094739
7, LB6, 73.50869610688781, 59.343624296972784
7, IS6, 65.58431372326511, 33.55813997956696
7, BQ7, 47.247460367047516, 34.885981542872976
7, LW1, 45.27203485479118, 29.065630749090907
7, WA2, 50.809101936330286, 91.75800468244869
7, NM3, 67.44933490751473, 41.702636178340384
7, BL0, 75.12617048187877, 45.170472572867205
8, CT3, 52.764355221395604, 31.98664673943925
8, BL0, 68.78212935204287, 56.24819363298139
8, LB6, 40.32282778860502, 53.627804756885176
8, HG4, 40.157477880981155, 16.071169053692305
8, NM3, 55.24976581320259, 35.917806180282255
8, IS6, 56.97106434622519, 35.95396726009167
8, WA2, 43.907646953127, 72.28334662736279
8, LW1, 36.72316829889127, 27.681796384615385
8, WA9, 41.12794311877866, 45.81092765995905
8, SK6, 60.88919051249496, 44.55683628918848
8, BQ7, 36.04491497263455, 33.2553727140456
8, KC1, 60.703206128239636, 55.2398204162896
9, IS6, 56.39319701486925, 22.535609908585272
9, BL0, 63.14193924904625, 45.95998749376113
9, SK6, 57.87305700985215, 27.744808022969348
9, HG4, 53.39808791086755, 29.597535225454546
9, CT3, 50.690651306628276, 31.48216439396269
9, NM3, 52.615959113984744, 29.91731391384485
9, LW1, 35.45122983284522, 35.80066241272728
9, WA9, 39.02800427911581, 28.859688084034506
9, WA2, 55.60217585190072, 69.92142081648883
9, BQ7, 34.109496957890116, 20.252849136078485
9, LB6, 37.109907791634605, 41.12582676356459
9, KC1, 57.41629558660379, 25.857966312537133
10, LB6, 36.94964204363763, 44.64938373910596
10, BL0, 66.69615440211679, 54.22350221417798
10, BQ7, 39.48692206770793, 44.58008422935014
10, NM3, 57.374402550989444, 45.68472525813645
10, KC1, 56.35268335874698, 44.89201773755656
10, WA9, 40.006989316568266, 36.72983048064328
10, IS6, 58.74004618768377, 39.2396185995869
10, WA2, 57.226290923981495, 55.387026974699126
10, CT3, 52.103565246669085, 31.98664673943925
10, SK6, 54.27739312977669, 48.67594235141004
10, HG4, 55.284465236790936, 9.802050859307693
10, LW1, 36.83824658543518, 19.230057516153845
11, CT3, 54.08892114393846, 31.48216439396269
11, BL0, 67.19913086103443, 55.88818610576352
11, SK6, 57.59540621234912, 42.47257002642031
11, BQ7, 39.7106448202006, 40.82696707371786
11, HG4, 57.40148116208865, 7.642553929818181
11, LW1, 43.22516120436137, 22.854159072727274
11, KC1, 60.24955735259578, 33.49974398573975
11, NM3, 60.71422068654003, 40.90420551343991
11, LB6, 62.57763243555461, 47.87360449702041
11, WA2, 62.33016808961523, 78.48600805848055
11, IS6, 58.919560601639084, 31.317726692652364
11, WA9, 40.55382777447515, 38.15058596192066
12, KC1, 45.08203579701061, 29.790851354449476
12, LB6, 44.9726713441272, 29.070991644041985
12, HG4, 44.339474859894665, 23.240499728461536
12, NM3, 45.51327653493155, 30.65650472155857
12, CT3, 44.54710746895762, 31.98664673943925
12, IS6, 47.24673275914906, 26.517089868551416
12, BQ7, 28.744853451154384, 31.2764663176033
12, SK6, 49.34852410911849, 30.950416845329308
12, WA9, 31.80338242057602, 30.43540852108844
12, BL0, 56.06674104117064, 45.66935489592759
12, LW1, 29.17506331905582, 28.978322201538464
12, WA2, 32.038940438340866, 36.658155419866475
13, BL0, 76.12317359398477, 48.2502506761735
13, LW1, 37.63931764559173, 25.856096857272732
13, HG4, 41.78807361902978, 18.695662594545453
13, NM3, 58.64875074146857, 32.797945376950395
13, LB6, 57.85431938701004, 36.69803992154326
13, WA2, 61.72248996659558, 45.9751934413972
13, CT3, 62.16285788798252, 31.48216439396269
13, BQ7, 38.36234149594936, 23.71970491883194
13, WA9, 42.240184863043794, 32.96757399099207
13, KC1, 60.64522324583723, 40.31217991206179
13, SK6, 66.62528677002639, 30.519981159539256
13, IS6, 61.40925706920356, 37.378280393618695
14, LW1, 29.372611311861906, 29.90447353846154
14, BQ7, 28.06661426407305, 21.530054171612317
14, SK6, 41.615844567416765, 31.058303599795252
