msoa_home,Barking and Dagenham,Barnet,Bexley,Brent,Bromley,Camden,Croydon,Ealing,Enfield,Greenwich,Hackney,Hammersmith and Fulham,Haringey,Harrow,Havering,Hillingdon,Hounslow,Islington,Kensington and Chelsea,Kingston upon Thames,Lambeth,Lewisham,Merton,Newham,Redbridge,Richmond upon Thames,Southwark,Sutton,Tower Hamlets,Waltham Forest,Wandsworth,Westminster,others
Lambeth,0.04153966195696716,0.11507609055646306,0.08364067069713657,0.22229332614809452,0.49679190313399907,2.0747377107155485,1.3999988773064336,0.25036066530820744,0.09879703384359756,0.3081793839780401,0.42886894236652573,0.9380104747309745,0.14763420398219407,0.04490774265618071,0.022453871328090354,0.15044093789820537,0.24811527817539838,0.7881308836159715,1.714914422682901,0.2441858506929826,69.75070589357988,0.6910178901219807,0.8902959981587825,0.2554127863570278,0.042101008740169414,0.24811527817539838,3.766075568503955,0.4378504908977619,0.9144339098364797,0.10328780810921563,3.8850810865428334,5.634799009784274,1.686847083522788
Lewisham,0.0813014139054982,0.12343032838380179,0.6873664993828483,0.17960221435487328,3.483396033969209,1.511467194879489,1.280127717130208,0.14116881869045594,0.09090976282160251,2.5506470853443113,0.5631970672362694,0.4663744743124487,0.13747329987656967,0.032520565562199275,0.044346225766635376,0.06725844241273032,0.10643094183992491,0.7464948004050289,0.7405819703028108,0.08204051766827546,2.832245618962446,68.3966622074073,0.2505561755814899,0.556545133371274,0.08499693271938447,0.09312707410993429,4.895084220873768,0.23281768527483576,1.4796857330800672,0.12343032838380179,0.8669687137377216,3.5395679199402807,2.0184923761446867
Merton,0.013429789062779788,0.08953192708519858,0.04297532500089532,0.1772732156286932,0.2202485406295885,1.0394656734591554,2.13712709952369,0.24889875729685204,0.05371915625111915,0.11818214375246214,0.1584715109408015,1.142427389607134,0.07610213802241879,0.02775489739641156,0.00447659635425993,0.21040002865021665,0.379615370841242,0.44407835834258497,1.3573040146116104,2.2248683880671845,2.377967983382874,0.19786555885828888,67.79626114672493,0.15578555312824552,0.01074383125022383,0.8138452172044551,1.0358843963757476,3.099595315689575,0.5148085807398919,0.043870644271747306,6.504494502739677,2.7960820828707518,3.500698349031264
Newham,1.8305937434115345,0.30752230081933246,0.27044514398295905,0.36713655298761916,0.18102376573052903,2.212997360978837,0.14830862734549366,0.27189915013340504,0.5917805032315286,1.1988280710427406,1.7295403159555367,0.5895994940058596,0.531439247988019,0.09451039977899106,1.2126411294719777,0.12359052278791138,0.1403115935180406,1.3762168213971546,1.1821070003126113,0.06615727984529375,0.9734571177236079,0.4514689097134881,0.11995550741179635,61.18021679231703,2.391840117483697,0.06906529214618579,1.5659646240303595,0.05816024601784065,5.416172910411412,2.2348074532355273,0.4878190634746385,4.566306315475714,3.909095535474115
Redbridge,2.4350499046349277,0.3351665648204729,0.10184619372997797,0.2722070996055775,0.07684758254171065,1.5897264966761107,0.0861063274262541,0.21387700683295371,0.9638353424809734,0.39442253208155104,1.2378941910634595,0.35646167805492285,0.6351498990796808,0.05925596726107809,2.2924652334129587,0.1370294242912431,0.09906857026461492,1.0082773179267819,0.5333037053497027,0.03333148158435642,0.5499694461418809,0.1805455252485973,0.0574042182841694,4.5238227505879305,64.26772586708147,0.024998611188267315,0.8082884284206433,0.025924485676721662,3.1655648760254063,3.272040442197656,0.262948354721034,2.6063366849989817,5.615428772475603
Richmond upon Thames,0.015437022095524293,0.05557327954388746,0.005145674031841431,0.26345851043028123,0.028815774578312015,0.6432092539801789,0.10188434583046033,0.844919676028363,0.019553561320997438,0.0298449093846803,0.09570953699225061,1.268923216252097,0.03396144861015344,0.04219452706109973,0.010291348063682862,0.8912307423149359,3.451718140559232,0.20479782646728892,0.9972316273708693,2.1961736767899227,0.48780989821856763,0.034990583416521726,0.5351500993115088,0.06277722318846546,0.003087404419104858,78.94390186170487,0.36945939548621476,0.15951589498708435,0.29330341981496155,0.013378752482787722,1.2812728339285162,2.024308164126419,3.805740513949922
Southwark,0.08992805755395684,0.17203628401626525,0.22156188093003856,0.2547961630695444,0.6164633510582839,2.3081534772182253,0.7070430612032114,0.20918048170159523,0.15835157960588053,0.878427692628506,0.699223230111563,0.7363674277968929,0.1524867062871442,0.050177249504744025,0.05604212282348034,0.12772390783025753,0.1576999270149098,0.943592951725576,1.264857679074132,0.1127358982379314,5.456938796788656,1.850693358356793,0.30823167552914194,0.528490251277239,0.07819831091648421,0.14271191742258368,68.58643519966635,0.20396726097382964,1.6936450839328536,0.1537900114690856,1.4316807423626317,5.347461161505578,1.8187623813992284
Sutton,0.01601681765854147,0.04604835076830672,0.04805045297562441,0.1031082636768607,0.40742779918914857,0.5305570849391862,4.276490314830572,0.14515241003053206,0.026027328695129887,0.11211772360979029,0.08408829270734271,0.5776064868111517,0.044046248560989036,0.021022073176835677,0.014014715451223786,0.17918814755493268,0.2943090244756995,0.22623754942689825,0.6757094949697182,2.1242304419640625,1.3824515741528605,0.19720706742079186,4.813053706391711,0.10110616146954302,0.011011562140247259,0.42244356574403125,0.7357725611892487,68.80724760999048,0.335352119725712,0.031032584213424093,3.170328845287552,1.5806596926773113,7.807197557435306
Tower Hamlets,0.43671096848415125,0.17029457176591686,0.13547879264932944,0.21343586327994915,0.14456116981017833,2.181284248130544,0.10217674305955012,0.17180830129272504,0.29366352820078107,0.5615936544458237,2.6929248281916984,0.4700130180739306,0.36480881596076414,0.04919620962126487,0.3019890405982259,0.0847688535012564,0.07492961157700342,1.6552632375647118,0.9029396627410615,0.035572643879991525,0.9067239865580818,0.33529109018800524,0.08401198873785232,2.5044655021040843,0.5661348430262481,0.0575217220187097,1.644667130877055,0.04768248009445672,72.18370621537343,0.776543247252581,0.3701068693045927,4.01743816414883,2.0344524840301537
Waltham Forest,0.6922884773221996,0.49816222388752096,0.08278913749420119,0.3661278235734932,0.06851514827106306,2.487956321592977,0.08136173857188739,0.2390893194875638,2.076151732505442,0.30974556614209753,2.403026085715305,0.46104985190736186,1.548727830710488,0.05566855797023874,0.4760375405916568,0.114905613246262,0.13132070085287087,1.7164472040823608,0.8357420690147379,0.029261677907433177,0.6102130392891554,0.1677193733718731,0.09278092995039788,2.5700317596260214,2.2260286193483925,0.05923705527602327,0.8450201620097776,0.023552082218177926,2.5421974806409025,67.14341790671948,0.3775470149520037,3.532812332726689,3.6348713556721264
Wandsworth,0.011126812279550032,0.08901449823640026,0.02058460271716756,0.23588842032646068,0.1351907691965329,1.3257596831083862,0.5613476795032991,0.354945311717646,0.043950908504222626,0.08790181700844525,0.2625927697973807,2.177517163107941,0.060084786309570176,0.029486052540807585,0.013352174735460038,0.18859946813837306,0.5680237668710292,0.45397394100564126,2.720505602349983,0.7849966063222547,2.3633349281764264,0.18637410568246301,1.6489935798293147,0.1401978347223304,0.018915580875235052,1.013652598667008,1.1877872108419658,0.4578683253034838,0.6970947893138094,0.05007065525797515,74.47954335562405,4.306632692799839,1.7357827156098051
Westminster,0.020804850502288533,0.4388832748816105,0.014860607501634667,1.1809229427965682,0.04260040817135271,3.4565773048802235,0.06439596584041689,0.685569359408746,0.11690344567952604,0.06637738017396817,0.34179397253759736,1.468228021161505,0.20507638352255841,0.10600566684499395,0.03467475083714756,0.25560244902811624,0.2764072995304048,0.8351661415918683,3.463512255047653,0.0534981870058848,0.8728130139293429,0.07430303750817334,0.09411718084368623,0.1981414333551289,0.039628286671025775,0.10006142384434008,0.6895321880758486,0.03665616517069885,1.1274247557906836,0.08321940200915413,0.6429689512373933,79.46462184707444,1.5108284293328578
